Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7)
6.517272034815055e-08,0.041572359999999996,8.178848914249894e-07,1.5748254440547115e-11,3.702257127887468e-07,2.883480412888439e-55,1.8989177880648477e-07,0.938,9.812354565135315e-27,0.003462762159972948,2.2530388292376685e-13,7.3426336479926864e-09,5.14199375254655e-05,0.0,0.0,0.021085774627609473,0.008268460078033854,0.049999940115612915,1.2004947562371951e-24,4.6456346967363774e-48,0.0019477621616095532,6.4705405310403485e-56
6.541338943095344e-08,0.041572359999999996,8.204914206432314e-07,1.5844032344211778e-11,3.713920757827253e-07,2.9687241637813965e-55,1.8908794126401888e-07,0.938,9.974299812482297e-27,0.0034727724705697805,2.276063333230289e-13,7.370360926997743e-09,5.1395462443315824e-05,0.0,0.0,0.02107578579521476,0.008263454063162312,0.049999940640668906,1.2287480810589045e-24,4.738725088597602e-48,0.0019477840300644038,6.684312401375855e-56
6.565405851375632e-08,0.041572359999999996,8.231011717704238e-07,1.594024873058209e-11,3.7255714709847914e-07,3.0561998105146886e-55,1.8828906166522157e-07,0.938,1.0138369718537348e-26,0.0034827672505382866,2.2992616250898263e-13,7.397985895117741e-09,5.137102429531442e-05,0.0,0.0,0.02106581244972791,0.008258455814064288,0.04999994116620016,1.2575810406330477e-24,4.8333492965606585e-48,0.0019478058583627417,6.904393527897201e-56
6.58947275965592e-08,0.041572359999999996,8.25714058899564e-07,1.603690503219599e-11,3.737209284533908e-07,3.145958677648605e-55,1.8749512058092745e-07,0.938,1.030458561411709e-26,0.003492746539903673,2.32263469314666e-13,7.4255076042439486e-09,5.13466230722625e-05,0.0,0.0,0.021055854551237468,0.008253465310744034,0.049999941692172215,1.2870039582714635e-24,4.9295274130036505e-48,0.0019478276465996706,7.130948844880648e-56
6.613539667936208e-08,0.041572359999999996,8.283299966014143e-07,1.6134002669288642e-11,3.748834215613053e-07,3.2380531186415837e-55,1.8670609822666082e-07,0.938,1.0472968988730477e-26,0.0035027103785467304,2.3461835296407613e-13,7.452925129112433e-09,5.1322258761560696e-05,0.0,0.0,0.02104591205997968,0.008248482533277797,0.049999942218551,1.3170273169112006e-24,5.027279731764661e-48,0.001947849394873218,7.36414707392807e-56
6.637606576216497e-08,0.041572359999999996,8.309488999353937e-07,1.6231543049758407e-11,3.7604462813254226e-07,3.3325365337034385e-55,1.8592197447494111e-07,0.938,1.0643541491410804e-26,0.0035126588062044948,2.3699091307086636e-13,7.480237567339776e-09,5.129793134734836e-05,0.0,0.0,0.02103598493633763,0.008243507461813482,0.04999994274530286,1.3476617612516356e-24,5.126626749638893e-48,0.0019478711032841836,7.604160799790339e-56
6.661673484496785e-08,0.041572359999999996,8.335706844601395e-07,1.632952756913526e-11,3.772045498739068e-07,3.4294633879132995e-55,1.8514272886743336e-07,0.938,1.0816324931548784e-26,0.0035225918624709218,2.3938124963702245e-13,7.507444039446422e-09,5.127364081063756e-05,0.0,0.0,0.021026073140840408,0.008238540076570332,0.04999994327239451,1.3789180999155446e-24,5.227589167883645e-48,0.0019478927719359953,7.851166547504742e-56
6.685740392777073e-08,0.041572359999999996,8.361952662437448e-07,1.6427957610551686e-11,3.783631884887015e-07,3.528889229605485e-55,1.8436834062694058e-07,0.938,1.0991341279726582e-26,0.003532509586797544,2.417894630515181e-13,7.5345436888679e-09,5.124938712944222e-05,0.0,0.0,0.021016176634162335,0.00823358035783858,0.04999994379979313,1.4108073076343301e-24,5.330187893731131e-48,0.0019479144009345686,8.105344860865889e-56
6.709807301057361e-08,0.041572359999999996,8.388225618736677e-07,1.6526834544716067e-11,3.7952054567673726e-07,3.63087070902656e-55,1.8359878866923602e-07,0.938,1.1168612668552792e-26,0.003542412018494132,2.4421565408894997e-13,7.561535681954103e-09,5.1225170278902366e-05,0.0,0.0,0.021006295377122126,0.008228628285979134,0.04999994432746627,1.4433405274575948e-24,5.4344440419091515e-48,0.0019479359903881756,8.366880382249808e-56
6.73387420933765e-08,0.041572359999999996,8.414524884663162e-07,1.6626159729888367e-11,3.8067662313434517e-07,3.7354655972668495e-55,1.8283405161473197e-07,0.938,1.1348161393498309e-26,0.0035522991967293495,2.4665992390815374e-13,7.58841920795692e-09,5.120099023140372e-05,0.0,0.0,0.020996429330682118,0.008223683841423236,0.04999994485538185,1.4765290729872648e-24,5.540378936169627e-48,0.0019479575404073117,8.63596193381116e-56
