Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),N2X2(45),H2(20)
5.300560572529664e-07,0.03159427132446203,0.00015268396642006152,0.938,0.0,0.0,0.01804291929113267,0.00874498181801752,0.04991488868592962,1.3463244213356141e-35,9.996048871902077e-62,0.0015791918333867196,-8.680223116891336e-54,6.290503869410816e-78,1.0511133424110432e-05,8.624536112318573e-34,0.0025846364331738873,3.569145903903948e-15,1.1143730626572e-10,0.00041731359994916255,3.4945605486169123e-06,6.111927877980508e-12,-1.3756492272294392e-51,-1.3544446348711596e-51,5.5019448538850684e-24,5.428109163109266e-09
5.314082942706824e-07,0.03159427132446203,0.00015297950203978258,0.938,0.0,0.0,0.018036534855342908,0.00874242683617381,0.049914744829858276,1.3800509572368245e-35,9.247218173563188e-62,0.0015783567529754415,3.825549821961401e-54,5.794263154475384e-78,1.0507382619283985e-05,8.699960722603725e-34,0.0025898940038825854,3.6026627559779765e-15,1.1129220122444602e-10,0.0004181482869511529,3.4949539321013845e-06,6.1376979719643716e-12,7.413311971110162e-52,-9.100365373141539e-52,5.6231521281712786e-24,5.463965594996956e-09
5.327605312883985e-07,0.03159427132446203,0.0001532746618428316,0.938,0.0,0.0,0.018030157041238008,0.008739874407224265,0.04991460114996505,1.4145173684013858e-35,9.657577463207094e-62,0.001577522636465905,-4.825143715666021e-54,6.063130515450738e-78,1.0503635732868394e-05,8.775818348975194e-34,0.002595146288705702,3.636384862610413e-15,1.1114781417555764e-10,0.00041898202540859345,3.4953319583879643e-06,6.16347356709425e-12,-1.090820647491602e-51,1.3541012256067826e-51,5.7466428018959756e-24,5.4999548680156845e-09
5.341127683061146e-07,0.03159427132446203,0.00015356944646892817,0.938,0.0,0.0,0.018023785837792534,0.008737324526858265,0.04991445764599683,1.4497375228508307e-35,9.810858838469176e-62,0.0015766894823467555,5.47469753410389e-54,6.142011646614536e-78,1.0499892758309111e-05,8.852109993348503e-34,0.0026003932965241628,3.670312707862123e-15,1.1100413901038853e-10,0.0004198148167124108,3.49569474790525e-06,6.189254437665261e-12,1.2398286211250847e-51,-7.55343086738009e-52,5.872452335905135e-24,5.53607703376086e-09
5.354650053238307e-07,0.03159427132446203,0.00015386385655667464,0.938,0.0,0.0,0.018017421234005796,0.00873477719077533,0.049914314317700624,1.485725502588499e-35,9.885961899735509e-62,0.0015758572891098304,-4.898679257672215e-54,6.162631597081673e-78,1.049615368906628e-05,8.928836654094168e-34,0.002605635036198441,3.704446773840866e-15,1.1086116968440043e-10,0.0004206466622510855,3.496042420335482e-06,6.215040359675999e-12,-1.1134092648412162e-51,2.99675222123751e-52,6.000616617745291e-24,5.5723321431232855e-09
5.368172423415467e-07,0.03159427132446203,0.0001541578927435579,0.938,0.0,0.0,0.018011063218901772,0.008732232394685091,0.04991417116482365,1.522495606148096e-35,9.496927272074136e-62,0.0015750260552501514,5.0558601153981796e-54,5.882723979127574e-78,1.0492418518614713e-05,9.005999326036767e-34,0.0026108715165686193,3.73878754070319e-15,1.1071890021641237e-10,0.00042147756341065734,3.496375094617657e-06,6.2408311108211945e-12,1.1209500626925757e-51,-2.2413217017026367e-52,6.1311719651602176e-24,5.60872024629267e-09
5.381694793592628e-07,0.03159427132446203,0.0001544515556659507,0.938,0.0,0.0,0.01800471178152906,0.008729690134307235,0.049914028187113275,1.5600623511650188e-35,9.980556378375379e-62,0.0015741957792659161,-5.972421892878677e-54,6.187897849837863e-78,1.0488687240443827e-05,9.08359900046137e-34,0.0026161027464544524,3.773335486656378e-15,1.1057732468780453e-10,0.00042230752157472993,3.4966928889506458e-06,6.266626470484334e-12,-1.2826119729905842e-51,3.791665882900169e-52,6.264155129601604e-24,5.64524139276112e-09
5.408739533946951e-07,0.03159427132446203,0.00015503776425719473,0.938,0.0,0.0,0.01799202859629453,0.008724613203617627,0.04991374275618274,1.6376449472606338e-35,1.3370623584507773e-61,0.0015725380949323988,3.971194949029734e-54,8.436173530095006e-78,1.0481236334974641e-05,9.240113304179427e-34,0.0026265494899507832,3.843054818930627e-15,1.1029623208249086e-10,0.0004239646144386416,3.497284306882599e-06,6.318230141297487e-12,4.506382054291918e-53,1.2780408787374753e-51,6.537554105102825e-24,5.718683010096348e-09
5.435784274301273e-07,0.03159427132446203,0.00015562248739916495,0.938,0.0,0.0,0.017979371591180453,0.008719546364664352,0.04991345802289148,1.7185939130874813e-35,1.6631406844593715e-61,0.0015708842241580776,-1.2324788266578784e-53,1.0567687606384871e-77,1.0473800920864906e-05,9.398387424651435e-34,0.0026369753368410682,3.9136085574156416e-15,1.1001784574187878e-10,0.0004256179518631171,3.4978176050381766e-06,6.369849640675537e-12,-2.0231436749228517e-51,-5.528064359887801e-52,6.821116364263933e-24,5.7926573772451896e-09
5.462829014655596e-07,0.03159427132446203,0.00015620573014289127,0.938,0.0,0.0,0.0179667406794544,0.008714489583564506,0.049913173985224865,1.8030335445501387e-35,1.4918965117966957e-61,0.0015692341550420565,1.4031146695120513e-53,9.359950788660076e-78,1.0466380946552072e-05,9.558429164472431e-34,0.0026473803569574124,3.9850004578120964e-15,1.0974212049233198e-10,0.0004272675448297902,3.4982937026816572e-06,6.421483263720435e-12,2.6817903931026793e-51,-3.7020733881084424e-52,7.115151893215094e-24,5.867164865382888e-09
5.489873755009918e-07,0.03159427132446203,0.00015678749752172271,0.938,0.0,0.0,0.017954135774771108,0.008709442826593465,0.04991289064117106,1.8910918972319868e-35,1.5030650317319141e-61,0.0015675878757334877,-9.195587699568455e-54,9.35858070470955e-78,1.045897636070361e-05,9.720246269389055e-34,0.00265776461981226,4.057234244843945e-15,1.0946901209008613e-10,0.0004289134042817873,3.4987135075346858e-06,6.473129331834112e-12,-1.936446587979049e-51,7.42118789495313e-52,7.419977958748154e-24,5.942205834852686e-09
5.516918495364241e-07,0.03159427132446203,0.00015736779455137478,0.938,0.0,0.0,0.01794155679117033,0.008704406060183951,0.04991260798872113,1.982900873753739e-35,1.4426148653017942e-61,0.0015659453744313236,8.60178040598526e-54,8.901500004493674e-78,1.0451587112215719e-05,9.88384642830311e-34,0.0026681281946002453,4.130313612337182e-15,1.0919847719884826e-10,0.0004305555411238798,3.4990779158763125e-06,6.5247861924748326e-12,1.856453012228715e-51,-7.044122588270905e-52,7.735919223655386e-24,6.017780635273863e-09
5.543963235718563e-07,0.03159427132446203,0.00015794662622997657,0.938,0.0,0.0,0.017929003643074693,0.008699379250925116,0.04991232602586903,2.0785963124577247e-35,1.5488719240518938e-61,0.0015643066393840597,-1.2092870748809717e-53,9.55949433876807e-78,1.0444213150212058e-05,1.004923727325807e-33,0.002678471150200026,4.2042422233024394e-15,1.0893047336802793e-10,0.00043219396622263726,3.4993878126431087e-06,6.576452218912054e-12,-2.473598979539773e-51,5.701796519030805e-52,8.06330786281974e-24,6.093889605648849e-09
5.571007976072886e-07,0.03159427132446203,0.00015852399753811704,0.938,0.0,0.0,0.01791647624528757,0.008694362365561606,0.04991204475061164,2.178318077427543e-35,1.5002936380490369e-61,0.001562671658889485,1.591130089953776e-53,9.18482672479707e-78,1.0436854424042509e-05,1.0216426379410237e-33,0.0026887935551761183,4.279023710021293e-15,1.0866495901159662e-10,0.0004338286904065774,3.4996440715292993e-06,6.628125809979951e-12,3.1588363749972284e-51,-4.932945378533489e-52,8.402483680050343e-24,6.17053307446943e-09
5.598052716427209e-07,0.03159427132446203,0.00015909991343889159,0.938,0.0,0.0,0.017903974512990986,0.00868935537099263,0.049911764160948835,2.2822101498851879e-35,1.6225378376795718e-61,0.0015610404212944335,-1.9596364471368485e-53,9.934789184408491e-78,1.0429510883281924e-05,1.0385421265023043e-33,0.002699095477780702,4.3546616741362645e-15,1.0840189338754041e-10,0.000435459724466316,3.4998475550869324e-06,6.6798053898296655e-12,-3.8615051594517773e-51,6.05611293828222e-52,8.753794225676159e-24,6.247711359822053e-09
5.625097456781531e-07,0.03159427132446203,0.00015967437887794784,0.938,0.0,0.0,0.017891498361743523,0.008684358234271071,0.04991148425488344,2.390420720988538e-35,1.449364053125468e-61,0.0015594129149945344,2.58875658784068e-53,8.725929919851371e-78,1.0422182477728882e-05,1.0556229391489847e-33,0.00270937698595542,4.431159686744461e-15,1.0814123657789394e-10,0.00043708707915471524,3.4999991148260624e-06,6.731489407680404e-12,5.0953653099928754e-51,-8.125494105965537e-52,9.117594914898657e-24,6.325424769492173e-09
5.652142197135854e-07,0.03159427132446203,0.0001602473987835311,0.938,0.0,0.0,0.01787904770747823,0.008679370922602557,0.04991120503042133,2.5031022860264185e-35,1.6810335514783176e-61,0.001557789128433966,-3.6259727442096495e-53,1.0205091737428474e-77,1.0414869157404483e-05,1.0728858163362876e-33,0.002719638147333169,4.508521288494655e-15,1.0788294946933117e-10,0.0004387107651870304,3.500099591314926e-06,6.783176337569585e-12,-7.129613565225408e-51,1.1380754472628032e-51,9.49424914688873e-24,6.403673601067724e-09
5.679186937490176e-07,0.03159427132446203,0.00016081897806652978,0.938,0.0,0.0,0.01786662246650059,0.008674393403344572,0.04991092648557141,2.6204117400071096e-35,1.3833804045778829e-61,0.001556169050105208,5.202368493981439e-53,8.176653027891996e-78,1.0407570872551112e-05,1.090331492837934e-33,0.0027298790292398646,4.5867499896876906e-15,1.0762699373429933e-10,0.00044033079324105656,3.5001498142800937e-06,6.834864678102131e-12,1.0216022776436195e-50,-1.5550970027718153e-51,9.884128424612696e-24,6.482458142041668e-09
5.706231677844499e-07,0.03159427132446203,0.00016138912162052033,0.938,0.0,0.0,0.01785422255548643,0.008669425644005569,0.049910648618345654,2.742510474648465e-35,1.860872137979096e-61,0.0015545526685487984,-7.684101763838169e-53,1.1285348685445225e-77,1.0400287573631231e-05,1.1079606977497336e-33,0.0027400996986962044,4.665849270380043e-15,1.0737333181267329e-10,0.0004419471739572723,3.5001506027065577e-06,6.8865529521990835e-12,-1.506293407437359e-50,2.220371648458655e-51,1.0287612475379732e-23,6.561778669913675e-09
5.733276418198821e-07,0.03159427132446203,0.00016195783432181214,0.938,0.0,0.0,0.017841847891479926,0.008664467612244067,0.049910371426759165,2.869564476783745e-35,1.1688136462265749e-61,0.0015529399723530888,1.1741407919997206e-52,6.639114221553493e-78,1.0393019211326186e-05,1.1257741544948689e-33,0.0027503002224194156,4.745822580490502e-15,1.0712192689391839e-10,0.00044355991793898405,3.5001027649377515e-06,6.938239706845635e-12,2.297010512008999e-50,-3.235488203331291e-51,1.0705089372106715e-23,6.641635452290912e-09
5.760321158553144e-07,0.03159427132446203,0.0001625251210294915,0.938,0.0,0.0,0.017829498391891567,0.008659519275867786,0.04991009490883014,3.0017444281934324e-35,2.273275729292134e-61,0.0015513309501540026,-1.8472734041835116e-52,1.3902016994339693e-77,1.0385765736535016e-05,1.1437725808302609e-33,0.002760480666824989,4.826673339909822e-15,1.0687274289973912e-10,0.00044516903575246824,3.500007098775486e-06,6.9899235128386995e-12,-3.6074114086524694e-50,4.933406588547614e-51,1.1136955655293998e-23,6.722028746987941e-09
5.787365898907466e-07,0.03159427132446203,0.00016309098658546614,0.938,0.0,0.0,0.01781717397449614,0.008654580602832748,0.049909819062579956,3.1392258068688095e-35,5.211198081027472e-62,0.0015497255906347922,2.9834946310760462e-52,2.2293540029639397e-78,1.0378527100373246e-05,1.1619566888533631e-33,0.0027706410980283974,4.908404938613246e-15,1.066257444672041e-10,0.0004467745379271129,3.4998643915797685e-06,7.041602964534127e-12,5.81768090421203e-50,-7.711639404085094e-51,1.158361645570298e-23,6.802958802125772e-09
5.814410639261789e-07,0.03159427132446203,0.00016365543581450898,0.938,0.0,0.0,0.01780487455743074,0.008649651561242448,0.04990954388603321,3.282188989712832e-35,3.4381421846764504e-61,0.0015481238825258029,-4.9437556522954346e-52,2.150762159034492e-77,1.0371303254171731e-05,1.1803271850097223e-33,0.0027807815818468085,4.991020736775795e-15,1.0638089693232621e-10,0.0004483764349555576,3.499675420368498e-06,7.093276679593731e-12,-9.627816780290531e-50,1.2450757093036186e-50,1.2045485617726283e-23,6.884425856230027e-09
5.841455379616112e-07,0.03159427132446203,0.00016421847352430187,0.938,0.0,0.0,0.017792600059192826,0.008644732119346946,0.04990926937721765,3.430819356686048e-35,-1.4533405608666135e-61,0.0015465258146042285,8.396602161650427e-52,-1.0974140055652938e-77,1.0364094149475492e-05,1.1988847701016248e-33,0.0027909021838007824,5.074524064890191e-15,1.0613816631408872e-10,0.000449974737293833,3.4994409519170164e-06,7.144943298732166e-12,1.6333252239171077e-49,-2.0573122959240178e-50,1.2522985823442737e-23,6.966430138328258e-09
5.868500119970434e-07,0.03159427132446203,0.0001647801045054789,0.938,0.0,0.0,0.017780350398638213,0.008639822245542056,0.04990899553416434,3.585307396406115e-35,7.03645106117326e-61,0.00154493137569388,-1.4598829076750718e-51,4.524087505995957e-77,1.0356899738042541e-05,1.2176301392977905e-33,0.0028010029691159493,5.158918223887339e-15,1.0589751929889736e-10,0.0004515694553614989,3.4991617428574894e-06,7.19660148546382e-12,-2.8367939298213105e-49,3.490988090322331e-50,1.301654871734994e-23,7.048971868046412e-09
5.895544860324757e-07,0.03159427132446203,0.0001653403335316697,0.938,0.0,0.0,0.01776812549497914,0.008634921908368457,0.049908722354907585,3.745848813208734e-35,-7.948418555489904e-61,0.0015433405546649425,2.5957346052012483e-51,-5.414205695551888e-77,1.0349719971842734e-05,1.2365639821437402e-33,0.00281108400272469,5.2442064852592614e-15,1.0565892322545072e-10,0.0004531605995417814,3.498838539778106e-06,7.24824992584981e-12,5.039048381311549e-49,-6.060745303395582e-50,1.3526615031766677e-23,7.132051255704454e-09
5.922589600679079e-07,0.03159427132446203,0.00016589916535954242,0.938,0.0,0.0,0.017755925267782337,0.00863003107651087,0.04990844983748502,3.912644635676839e-35,1.9169213715207493e-60,0.0015417533404337475,-4.715741138078027e-51,1.2553869173969761e-76,1.0342554803056636e-05,1.2556869825729198e-33,0.0028211453492677937,5.3303920911843775e-15,1.054223460700099e-10,0.0004547481801817093,3.498472079322084e-06,7.29988732824514e-12,-9.14640669537532e-49,1.0772432352095443e-49,1.4053634712897022e-23,7.215668502411154e-09
5.949634341033402e-07,0.03159427132446203,0.00016645660472884645,0.938,0.0,0.0,0.01774374963696708,0.00862514971879722,0.04990817797993758,4.0859013266449016e-35,-3.084593319102986e-60,0.0015401697219625309,8.746321922464887e-51,-2.0602237885500132e-76,1.0335404184074375e-05,1.274999818918641e-33,0.0028311870730961045,5.417478254655034e-15,1.0518775643206036e-10,0.00045633220759224883,3.4980630882864474e-06,7.351512423046187e-12,1.6949957115438248e-48,-1.9564606799925763e-49,1.4598067047547852e-23,7.299823800158034e-09
5.976679081387724e-07,0.03159427132446203,0.00016701265636245513,0.938,0.0,0.0,0.017731598522803295,0.008620277804197786,0.04990790678030961,4.265830894685459e-35,6.337331728169754e-60,0.0015385896882592074,-1.654830954657975e-50,4.183946778867379e-76,1.0328268067494495e-05,1.294503163926967e-33,0.002841209238272161,5.5054681596071925e-15,1.0495512352034818e-10,0.0004579126920484387,3.497612283720582e-06,7.403123962438551e-12,-3.204543531821087e-48,3.629518072087124e-49,1.516038079049203e-23,7.3845173319125e-09
6.003723821742047e-07,0.03159427132446203,0.00016756732496640812,0.938,0.0,0.0,0.017719471845909687,0.0086154153018244,0.0499076362366488,4.452651007085054e-35,-1.1748702767066428e-59,0.001537013228377134,3.191760141367934e-50,-7.803700399795399e-76,1.032114640612288e-05,1.3141976847702552e-33,0.002851211908571822,5.594364961052187e-15,1.0472441713928565e-10,0.0004594896437895228,3.4971203730245267e-06,7.454720720145383e-12,6.176405402172069e-48,-6.870117418718541e-49,1.5741054292469198e-23,7.469749271710146e-09
6.03076856209637e-07,0.03159427132446203,0.00016812061522995363,0.938,0.0,0.0,0.017707369527251795,0.008610562180929602,0.0499073663470063,4.6465851043165364e-35,2.3635786011395176e-59,0.0015354403314148813,-6.271531411813341e-50,1.5647405413897217e-75,1.0314039152971612e-05,1.3340840430615544e-33,0.002861195147485877,5.684171785210445e-15,1.044956076757059e-10,0.0004610630730190824,3.496588054047012e-06,7.506301491176259e-12,-1.212810962046326e-47,1.3260814354911438e-48,1.6340575628816426e-23,7.555519784746261e-09
6.057813302450692e-07,0.03159427132446203,0.0001686725318255906,0.938,0.0,0.0,0.017695291488140166,0.00860571841090585,0.049907097109436686,4.847862516014451e-35,-4.684692062383227e-59,0.0015338709865160046,1.2546475392439826e-49,-3.106610908232208e-75,1.030694626125786e-05,1.3541628948694835e-33,0.0028711590182216532,5.774891729647103e-15,1.0426866608596641e-10,0.00046263298990516867,3.4960160151832003e-06,7.557865091576735e-12,2.424789072311453e-47,-2.608158762041046e-48,1.695944272872061e-23,7.641829027466509e-09
6.084858042805015e-07,0.03159427132446203,0.0001692230794091104,0.938,0.0,0.0,0.017683237650228462,0.008600883961284675,0.04990682852199805,5.056718578460129e-35,9.604538853571739e-59,0.0015323051828688152,-2.5540586012155212e-49,6.363465389705964e-75,1.0299867684402785e-05,1.3744348907343612e-33,0.0028811035837046023,5.866527863409415e-15,1.0404356388337909e-10,0.00046419940458043224,3.49540493547214e-06,7.609410358178563e-12,-4.933244744684429e-47,5.2240030209973455e-48,1.7598163505084628e-23,7.728677147656832e-09
6.111902783159337e-07,0.03159427132446203,0.000169772262619639,0.938,0.0,0.0,0.017671207935511656,0.008596058801735923,0.049906560582751947,5.273394753583101e-35,-1.9860566126079997e-58,0.0015307429097061534,5.287780585141687e-49,-1.3164184550509682e-74,1.0292803376030472e-05,1.3949006756841337e-33,0.0028910289065798836,5.959083227165876e-15,1.0382027312597009e-10,0.0004657623271422537,3.494755484693896e-06,7.660936148350749e-12,1.0207985145643133e-46,-1.0649134566312624e-47,1.8257255984999413e-23,7.816064284532546e-09
6.13894752351366e-07,0.03159427132446203,0.0001703200860796783,0.938,0.0,0.0,0.017659202266324153,0.008591242902066913,0.04990629328976349,5.498138749485349e-35,4.191131104772976e-58,0.0015291841563051637,-1.1128496255341066e-48,2.7773587558152562e-74,1.0285753289966814e-05,1.415560889252743e-33,0.002900935049213931,6.052560833346967e-15,1.0359876640454349e-10,0.0004673217676528722,3.494068323466359e-06,7.712441339751475e-12,-2.1472453792688844e-46,2.208187201844036e-47,1.8937248440813793e-23,7.90399056882664e-09
6.165992263867982e-07,0.03159427132446203,0.00017086655439514775,0.938,0.0,0.0,0.017647220565337986,0.008586436232221672,0.04990602664110136,5.731204642494842e-35,-8.968437998035165e-58,0.0015276289119870693,2.3796892577661512e-48,-5.943708233580191e-74,1.0278717380238457e-05,1.4364161654956033e-33,0.0029108220736960106,6.1469636662874724e-15,1.0337901683105861e-10,0.00046887773613951385,3.493344103341706e-06,7.763924830080937e-12,4.5894069396299004e-46,-4.655270525600779e-47,1.9638679521794464e-23,7.992456122877339e-09
6.193037004222305e-07,0.03159427132446203,0.000171411672155426,0.938,0.0,0.0,0.017635262755561012,0.008581638762280143,0.04990576063483784,5.972853000754597e-35,1.9507404038552791e-57,0.0015260771661169477,-5.168171267804089e-48,1.2927418959514198e-73,1.0271695601071728e-05,1.4574671330131058e-33,0.0029206900418397705,6.242294682370242e-15,1.0316099802728917e-10,0.0004704302425945184,3.4925834669024973e-06,7.815385536835197e-12,-9.962670629244935e-46,9.973239006660034e-47,2.0362098386367836e-23,8.081461060714831e-09
6.220081744576627e-07,0.03159427132446203,0.00017195544393339162,0.938,0.0,0.0,0.017623328760335094,0.008576850462457394,0.049905495269048826,6.223351009353504e-35,-4.305496039932555e-57,0.0015245289081035113,1.1394872447033999e-47,-2.853250943410225e-73,1.0264687906891559e-05,1.4787144149592438e-33,0.0029305390151847725,6.338556810171366e-15,1.0294468411378245e-10,0.000471979296975467,3.4917870478574204e-06,7.86682239706115e-12,2.1956411377610812e-45,-2.1702780036329945e-46,2.1108064834936102e-23,8.171005488147262e-09
6.24712648493095e-07,0.03159427132446203,0.00017249787428546501,0.938,0.0,0.0,0.017611418503334354,0.008572071303102856,0.04990523054181385,6.482972597005015e-35,9.6448037941395e-57,0.0015229841273988836,-2.5495933745898234e-47,6.391450998122987e-73,1.0257694252320444e-05,1.500158629084313e-33,0.002940369054998022,6.435752950606653e-15,1.0273004969907728e-10,0.00047352490920530633,3.4909554711366227e-06,7.918234367112556e-12,-4.9107228432972706e-45,4.795129670161999e-46,2.187714944325948e-23,8.26108950284598e-09
6.274171225285273e-07,0.03159427132446203,0.0001730389677516491,0.938,0.0,0.0,0.017599531908563334,0.008567301254699535,0.049904966451216164,6.751998564279697e-35,-2.191447112335012e-56,0.0015214428134983804,5.78713072018411e-47,-1.4522238091726144e-72,1.0250714592177396e-05,1.5218003877047481e-33,0.0029501802222754803,6.533885977079367e-15,1.0251706986921286e-10,0.0004750670891724751,3.4900893529866652e-06,7.969620422407313e-12,1.1142155907530813e-44,-1.0752742264460511e-45,2.2669933696396754e-23,8.351713194429968e-09
6.301215965639595e-07,0.03159427132446203,0.00017357872885557038,0.938,0.0,0.0,0.017587668900355288,0.008562540287863261,0.04990470299534267,7.030716713397614e-35,5.049448132648222e-56,0.0015199049559402912,-1.3321003377956269e-46,3.346107506580396e-72,1.0243748881476894e-05,1.5436402978376065e-33,0.002959972577743566,6.6329587356291385e-15,1.023057201774704e-10,0.00047660584673102753,3.489189301065052e-06,8.020979557185969e-12,-2.563790027718673e-44,2.4463006163515063e-45,2.3487010123196255e-23,8.442876644549599e-09
6.328260705993918e-07,0.03159427132446203,0.00017411716210451975,0.938,0.0,0.0,0.01757582940337041,0.008557788373341924,0.04990444017228406,7.319421979586317e-35,-1.1794167380540728e-55,0.0015183705443056613,3.108492878109046e-46,-7.815526625396432e-72,1.0236797075427845e-05,1.565678960963597e-33,0.0029697461818606564,6.732974045081958e-15,1.0209597663440314e-10,0.00047814119170075706,3.488255914534343e-06,8.072310784271517e-12,5.980568837973068e-44,-5.644410616488077e-45,2.4328982431329507e-23,8.534579926969585e-09
6.35530544634824e-07,0.03159427132446203,0.000174654271989494,0.938,0.0,0.0,0.0175640133425941,0.008553045482014712,0.04990417798013473,7.618416564010193e-35,2.791763340635126e-55,0.0015168395682180742,-7.351351421779688e-46,1.8499672208254564e-71,1.0229859129432575e-05,1.5879169736468887e-33,0.0029795010948185647,6.8339346972012345e-15,1.0188781569806657e-10,0.00047967313386731937,3.4872897841558272e-06,8.123613134830579e-12,-1.4138843060727704e-43,1.3203835937401384e-44,2.5196465642859547e-23,8.626823107651219e-09
6.382350186702563e-07,0.03159427132446203,0.0001751900629852357,0.938,0.0,0.0,0.017552220643335215,0.00854831158489137,0.04990391641699291,7.928010068276794e-35,-6.694932908439268e-55,0.0015153120173434379,1.761410019527558e-45,-4.4363574581329105e-71,1.0222934999085791e-05,1.6103549261567337e-33,0.0029892373765440182,6.9358434568398095e-15,1.0168121426454625e-10,0.0004812016829823541,3.4862914923827344e-06,8.174885658135965e-12,3.386629583514274e-43,-3.130518806207721e-44,2.6090086230336203e-23,8.719606244833882e-09
6.409394927056885e-07,0.03159427132446203,0.00017572453955027467,0.938,0.0,0.0,0.01754045123122439,0.008543586653111453,0.04990365548096063,8.248519630525702e-35,1.6261144683794064e-54,0.0015137878813897708,-4.274716877910204e-45,1.0775223363754887e-70,1.0216024640173579e-05,1.6329934058198672e-33,0.0029989550867001173,7.038703062092872e-15,1.0147614965863971e-10,0.0004827268487636067,3.485261613453016e-06,8.226127421330696e-12,-8.216392142122259e-43,7.520313699606462e-44,2.7010482253410575e-23,8.812929389115804e-09
6.436439667411208e-07,0.03159427132446203,0.0001762577061269684,0.938,0.0,0.0,0.01752870503221229,0.008538870657943586,0.049903395170143736,8.580270063105355e-35,-3.999234283994733e-54,0.0015122671501069855,1.0504880502948462e-44,-2.6500071136165037e-70,1.0209128008672377e-05,1.6558329890281793e-33,0.003008654284687789,7.142516224451723e-15,1.0127259962486569e-10,0.00048424864089504944,3.4842007134816144e-06,8.277337509193525e-12,2.018538788313574e-42,-1.829928435280841e-43,2.795830349596079e-23,8.906792583534126e-09
6.46348440776553e-07,0.03159427132446203,0.0001767895671415426,0.938,0.0,0.0,0.017516981972567947,0.008534163570784728,0.04990313548265199,8.923593991843204e-35,9.956651636164757e-54,0.0015107498132866807,-2.613365840662516e-44,6.597488093004912e-70,1.0202245060748009e-05,1.6788742608143388e-33,0.003018335029647235,7.247285628958325e-15,1.010705423185559e-10,0.00048576706902700103,3.483109350552292e-06,8.328515023905984e-12,-5.020229993187431e-42,4.5091187616334484e-43,2.893421160372153e-23,9.001195863644226e-09
6.490529148119853e-07,0.03159427132446203,0.00017732012700413216,0.938,0.0,0.0,0.017505281978877053,0.008529465363159438,0.04990287641659901,9.27883199691445e-35,-2.5087342747069254e-53,0.0015092358607619286,6.580031304942412e-44,-1.6623221297543367e-69,1.0195375752754647e-05,1.702117766585454e-33,0.0030279973804593612,7.35301393436056e-15,1.0086995629734099e-10,0.00048728214277624684,3.4819880748089156e-06,8.37965908482101e-12,1.263670034913225e-41,-1.1248509915850968e-42,2.993888022240935e-23,9.096139257598367e-09
6.517573888474176e-07,0.03159427132446203,0.00017784939010882136,0.938,0.0,0.0,0.017493604978040325,0.00852477600671917,0.04990261797010238,9.646332755314522e-35,6.395871067340807e-53,0.001507725282407065,-1.6763790354077154e-43,4.237947169429095e-69,1.0188520041233856e-05,1.7255641329036382e-33,0.003037641395747203,7.459703773268163e-15,1.0067082051259838e-10,0.0004887938717261569,3.4808374285463045e-06,8.430768828233191e-12,-3.218584126553336e-41,2.8401118845725038e-42,3.097299513633628e-23,9.191622786223574e-09
6.544618628828498e-07,0.03159427132446203,0.00017837736083368464,0.938,0.0,0.0,0.017481950897271767,0.008520095473241528,0.04990236014128355,1.002645318494037e-34,-1.6494961371028843e-52,0.00150621806813748,4.3205107065942626e-43,-1.0929556809677495e-68,1.0181677882913596e-05,1.7492137618878073e-33,0.0030472671338773356,7.567357752309264e-15,1.0047311430143071e-10,0.0004903022654268056,3.479657946300474e-06,8.48184340715068e-12,8.293139225851116e-41,-7.256197828338349e-42,3.203725440750395e-23,9.287646463098915e-09
6.571663369182821e-07,0.03159427132446203,0.00017890404354082721,0.938,0.0,0.0,0.017470319664097112,0.008515423734629567,0.04990210292826802,1.0419558590285567e-34,4.3024544441908795e-52,0.0015047142079094127,-1.1262183845539258e-42,2.8507755868176088e-68,1.017484923470725e-05,1.773067613952547e-33,0.003056874652961285,7.67597845228746e-15,1.0027681737838978e-10,0.0004918073333950878,3.4784501549384766e-06,8.532881991068745e-12,-2.1612338457228523e-40,1.8754973693396603e-41,3.31323685151707e-23,9.384210294631987e-09
6.598708109537143e-07,0.03159427132446203,0.00017942944257642523,0.938,0.0,0.0,0.017458711206352114,0.008510760762911086,0.04990184632918526,1.0826022809754098e-34,-1.1347627956401196e-51,0.0015032136917197425,2.968551442561117e-42,-7.518780884704147e-68,1.0168034053712664e-05,1.797125179909208e-33,0.0030664640108569196,7.785568428339418e-15,1.0008190982800758e-10,0.0004933090851148373,3.4772145737475406e-06,8.583883765745096e-12,5.695381436477037e-40,-4.903001816187652e-41,3.4259060495883943e-23,9.481314280134756e-09
6.625752849891466e-07,0.03159427132446203,0.0001799535622707667,0.938,0.0,0.0,0.017447125452180936,0.008506106530237903,0.04990159034216874,1.124622836459761e-34,3.025740122789276e-51,0.0015017165096057855,-7.910687999638407e-42,2.0047934690756432e-67,1.0161232297211152e-05,1.8213897952143356e-33,0.0030760352651698344,7.89613021009291e-15,9.988837209665566e-11,0.0004948075300369434,3.4759517145239096e-06,8.63484793297691e-12,-1.5173828548207684e-39,1.2961471578973865e-40,3.5418066083970295e-23,9.578958411898741e-09
