Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),N2X2(45),H2(20)
1.524960260106564e-09,0.03159427132446203,6.097220725291949e-07,0.938,0.0,0.0,0.021188710120343734,0.009995450854620025,0.04998840590075358,5.392387572932256e-63,1.3269757912953926e-72,0.0019984531302213388,8.020011502070373e-88,8.784201755555132e-89,1.1299929479032213e-05,1.2144496004558104e-43,9.375622153582692e-06,2.06565255545189e-26,1.6838373792313727e-08,1.5086488666716025e-06,3.822091198770075e-08,2.07981844557167e-18,1.5860421955022376e-85,8.24418711785875e-62,6.259954855016399e-49,2.3596964198504756e-16
1.5362674173971724e-09,0.03159427132446203,6.14105398609859e-07,0.938,0.0,0.0,0.02118860571703248,0.009995417161469539,0.04998838472530031,5.726624103931464e-63,1.3683546031959782e-72,0.0019984416719904074,8.402617163548942e-88,9.058032322115642e-89,1.131903455123233e-05,1.2455572982493655e-43,9.445156896075935e-06,2.115112402339548e-26,1.676031334356916e-08,1.5199425941087967e-06,3.8385415481703706e-08,2.1059779035725466e-18,1.6608534851305383e-85,8.423275419482486e-62,6.604366437021321e-49,2.4116554179310327e-16
1.5475745746877808e-09,0.03159427132446203,6.18487509248906e-07,0.938,0.0,0.0,0.02118850166225548,0.009995383468764106,0.04998836389613001,6.079190381436128e-63,1.4106281154510516e-72,0.00199843021390522,8.799651595951832e-88,9.337779868380536e-89,1.133779407224164e-05,1.2772095026239508e-43,9.514689581432799e-06,2.1654630554150024e-26,1.668268814553891e-08,1.5312354924216147e-06,3.855060235616471e-08,2.1323619545660157e-18,1.7384534851703072e-85,8.60446291941018e-62,6.965419167893879e-49,2.464361259840601e-16
1.5588817319783891e-09,0.03159427132446203,6.228684190424831e-07,0.938,0.0,0.0,0.02118839794975012,0.009995349776502618,0.04998834340699709,6.450969429076832e-63,1.45380677146129e-72,0.001998418755965552,9.211515042703583e-88,9.623513326771373e-89,1.1356214275651631e-05,1.3094117056319583e-43,9.584220222319054e-06,2.2167165875145547e-26,1.6605499744441566e-08,1.5425275697019216e-06,3.871646474468247e-08,2.1589724901993294e-18,1.818918698169877e-85,8.787752618715864e-62,7.343815353108657e-49,2.5178190651374896e-16
1.5701888892689975e-09,0.03159427132446203,6.27248142394392e-07,0.938,0.0,0.0,0.021188294573366663,0.009995316084683991,0.04998832325176861,6.842881438201855e-63,1.4979010300569257e-72,0.00199840729817118,9.638615155275895e-88,9.91530172834953e-89,1.1374301282602809e-05,1.3421694334122797e-43,9.653748831323447e-06,2.2688852028594152e-26,1.652874952457629e-08,1.553818833993025e-06,3.8882994825393614e-08,2.1858114032369668e-18,1.9023270342700008e-85,8.973147622208285e-62,7.740283136365983e-49,2.572033951456024e-16
1.5814960465596059e-09,0.03159427132446203,6.31626693517583e-07,0.938,0.0,0.0,0.021188191527066212,0.00999528239330716,0.04998830342442224,7.255885132182038e-63,1.5429213660260174e-72,0.0019983958405218874,1.0081367096883769e-87,1.0213214206305764e-88,1.139206110381323e-05,1.3754882467992267e-43,9.723275420956463e-06,2.321981238042955e-26,1.645243871267015e-08,1.5651092932886858e-06,3.905018482203115e-08,2.212880587486923e-18,1.9887578312129896e-85,9.16065114329711e-62,8.155577330397405e-49,2.627011034544805e-16
1.5928032038502142e-09,0.03159427132446203,6.360040864356944e-07,0.938,0.0,0.0,0.021188088804918754,0.009995248702371083,0.049988283919044266,7.690979174498258e-63,1.5888782706662718e-72,0.001998384383017461,1.0540193649009653e-87,1.051731999960577e-88,1.1409499641570488e-05,1.409373741927539e-43,9.792800003649142e-06,2.376017163016823e-26,1.6376568382182284e-08,1.576398955532169e-06,3.921802700494807e-08,2.2401819377279227e-18,2.0782918748885065e-85,9.35026650861735e-62,8.590480271214038e-49,2.6827554283040187e-16
1.6041103611408226e-09,0.03159427132446203,6.403803349846271e-07,0.938,0.0,0.0,0.02118798640110113,0.00999521501187473,0.04998826472982769,8.149203621844723e-63,1.6357822523592343e-72,0.0019983729256576903,1.1015525320790204e-87,1.0827688456783762e-88,1.1426622691687757e-05,1.4438315508333018e-43,9.862322591751915e-06,2.431005582075903e-26,1.630113945756241e-08,1.5876878286153224e-06,3.9386513692105474e-08,2.2677173496375893e-18,2.171011420421763e-85,9.541997162417005e-62,9.04580269637542e-49,2.739272244821827e-16
1.615417518431431e-09,0.03159427132446203,6.447554528141563e-07,0.938,0.0,0.0,0.02118788430989521,0.009995181321817094,0.04998824585107017,8.631641423511525e-63,1.6836438371656905e-72,0.0019983614684423705,1.1507800461297176e-87,1.1144389039876448e-88,1.144343594542452e-05,1.4788673420505694e-43,9.931843197533512e-06,2.4869592348420682e-26,1.6226152718461503e-08,1.5989759203776945e-06,3.955563725002534e-08,2.295488719721592e-18,2.267000213809335e-85,9.73584667071305e-62,9.522384647868532e-49,2.7965665944098417e-16
1.6267246757220393e-09,0.03159427132446203,6.491294533895759e-07,0.938,0.0,0.0,0.021187782525685882,0.009995147632197186,0.04998822727717231,9.139419968341022e-63,1.7324735694411345e-72,0.0019983500113712983,1.2017465374741123e-87,1.1467491328489852e-88,1.1459944991372663e-05,1.5144868212035552e-43,1.000136183317991e-05,2.5438909972467227e-26,1.615160880389248e-08,1.6102632386056833e-06,3.972539009470757e-08,2.3234979452437943e-18,2.3663435141073e-85,9.931818725221143e-62,1.0021096400199002e-48,2.8546435856377184e-16
1.6380318330126477e-09,0.03159427132446203,6.535023499933727e-07,0.938,0.0,0.0,0.021187681042959292,0.009995113943014028,0.049988209002635654,9.673712680584116e-63,1.7822820124702003e-72,0.0019983385544442736,1.2544974438623862e-87,1.1797065023991606e-88,1.1476155317308575e-05,1.5506957315942018e-43,1.0070878510793317e-05,2.601813882512077e-26,1.6077508216338947e-08,1.6215497910317224e-06,3.9895764692511406e-08,2.3517469241574186e-18,2.4691281161758588e-85,1.0129917147064363e-61,1.0542839414308958e-48,2.9135083253668823e-16
1.649338990303256e-09,0.03159427132446203,6.578741557269312e-07,0.938,0.0,0.0,0.021187579856300973,0.009995080254266672,0.04998819102206097,1.0235740666014843e-62,1.8330797491189802e-72,0.001998327097661104,1.3090790224862766e-87,1.2133179953821537e-88,1.1492072312011772e-05,1.587499854785007e-43,1.0140393242391227e-05,2.660741042131149e-26,1.600385132581013e-08,1.6328355853334996e-06,4.006675356100089e-08,2.3802375550372565e-18,2.5754423739841744e-85,1.0330145890266449e-61,1.1088547317948671e-48,2.973165918783402e-16
1.6606461475938644e-09,0.03159427132446203,6.622448835122612e-07,0.938,0.0,0.0,0.021187478960394072,0.009995046565954175,0.04998817333014636,1.0826774409694544e-62,1.8848773825041618e-72,0.0019983156410215957,1.3655383623907436e-87,1.2475906075913555e-88,1.1507701267050792e-05,1.624905011176949e-43,1.0209906039905489e-05,2.720685766846456e-26,1.5930638373840456e-08,1.6441206291332119e-06,4.023834926975454e-08,2.408971737012928e-18,2.685376224478629e-85,1.0532509045035129e-61,1.1659186913142095e-48,3.033621469430035e-16
1.6719533048844728e-09,0.03159427132446203,6.666145460937526e-07,0.938,0.0,0.0,0.021187378350017595,0.009995012878075617,0.049988155921685616,1.144813552681053e-62,1.9376855366779647e-72,0.0019983041845255604,1.4239233971866801e-87,1.2825313483222037e-88,1.1523047378536806e-05,1.6629170605824036e-43,1.0279416915181455e-05,2.7816614876273755e-26,1.5857869477432066e-08,1.655404929996852e-06,4.041054444113925e-08,2.437951369703211e-18,2.799021212017308e-85,1.073701084084111e-61,1.2255759211399363e-48,3.094880079237457e-16
1.6832604621750812e-09,0.03159427132446203,6.709831560399489e-07,0.938,0.0,0.0,0.02118727802004464,0.009994979190630094,0.0499881387915664,1.2101198568048443e-62,1.9915148573278847e-72,0.0019982927281728133,1.4842829180662143e-87,1.3181472408346055e-88,1.1538115748845637e-05,1.7015419027929151e-43,1.0348925879977166e-05,2.843681776646151e-26,1.5785544632938958e-08,1.6666884954335339e-06,4.05833317510485e-08,2.4671783531514636e-18,2.9164705133730465e-85,1.0943655649298313e-61,1.2879300497342775e-48,3.1569468485547013e-16
1.6945676194656895e-09,0.03159427132446203,6.753507257453428e-07,0.938,0.0,0.0,0.021187177965440764,0.009994945503616712,0.04998812193476861,1.2787392880992378e-62,2.046376012490252e-72,0.0019982812719631735,1.5466665871219503e-87,1.3544453228245022e-88,1.1552911388308696e-05,1.7407854781417308e-43,1.0418432945962564e-05,2.906760348252528e-26,1.5713663719891498e-08,1.6779713328948505e-06,4.075670392960489e-08,2.496654587762134e-18,3.0378189633070235e-85,1.1152447986851085e-61,1.3530883421426201e-48,3.2198268761788266e-16
1.7058747767562979e-09,0.03159427132446203,6.79717267432188e-07,0.938,0.0,0.0,0.02118707818126226,0.009994911817034605,0.04998810534636273,1.3508204529082738e-62,2.102279693276692e-72,0.0019982698158964624,1.6111249509712372e-87,1.39143264690395e-88,1.1567439216873413e-05,1.7806537680609904e-43,1.048793812471878e-05,2.970911059946974e-26,1.5642226504760087e-08,1.689253449774265e-06,4.0930653761827405e-08,2.526381974238385e-18,3.163163080714424e-85,1.1363392517273987e-61,1.4211618122441695e-48,3.2835252593838065e-16
1.7171819340469063e-09,0.03159427132446203,6.840827931523261e-07,0.938,0.0,0.0,0.021186978662654565,0.009994878130882913,0.049988089021508086,1.4265178269698025e-62,2.1592366146125353e-72,0.001998258359972503,1.6777094546863817e-87,1.4291162810891076e-88,1.1581704065733735e-05,1.8211527956334844e-43,1.0557441427737458e-05,3.0361479133525044e-26,1.557123264465701e-08,1.7005348534065362e-06,4.110517408826331e-08,2.5563624135208274e-18,3.2926010953434214e-85,1.1576494053989882e-61,1.4922653380520962e-48,3.3480470939487055e-16
1.7284890913375146e-09,0.03159427132446203,6.884473147890296e-07,0.938,0.0,0.0,0.02118687940485062,0.009994844445160793,0.04998807295545141,1.5059919592964004e-62,2.2172575159863295e-72,0.0019982469041911256,1.7464724560315036e-87,1.4675033092955428e-88,1.1595710678931174e-05,1.862288626138897e-43,1.0626942866420095e-05,3.1024850551850656e-26,1.5500681690975526e-08,1.711815551067181e-06,4.128025780558532e-08,2.5865978067273884e-18,3.4262329750883134e-85,1.1791757562211931e-61,1.5665177801353646e-48,3.4133974741851115e-16
1.739796248628123e-09,0.03159427132446203,6.928108440588547e-07,0.938,0.0,0.0,0.021186780403169327,0.00999481075986742,0.049988057143525104,1.5894096822931495e-62,2.2763531622095597e-72,0.0019982354485521586,1.817467240006555e-87,1.5066008318402928e-88,1.1609463714927017e-05,1.9040673675944658e-43,1.069644245207748e-05,3.169936778222454e-26,1.5430573092965473e-08,1.7230955499719658e-06,4.145589786715387e-08,2.617090055094306e-18,3.5641604538573814e-85,1.2009188160915143e-61,1.6440421032358686e-48,3.479581492963867e-16
1.7511034059187314e-09,0.03159427132446203,6.971733925135052e-07,0.938,0.0,0.0,0.021186681653013975,0.009994777075001978,0.049988041581145795,1.6769443282802785e-62,2.3365343441857685e-72,0.0019982239930554377,1.8907480336988571e-87,1.546415965950117e-88,1.1622967748146137e-05,1.9464951712899907e-43,1.0765940195929133e-05,3.238517522271789e-26,1.536090620124459e-08,1.7343748572764352e-06,4.163208728354526e-08,2.6478410599182593e-18,3.7064870600157104e-85,1.2228791124643111e-61,1.7249655011559735e-48,3.546604241741113e-16
1.7624105632093397e-09,0.03159427132446203,7.015349715417055e-07,0.938,0.0,0.0,0.02118658314987072,0.009994743390563676,0.04998802626381281,1.7687759525925968e-62,2.397811879688265e-72,0.0019982125377007993,1.9663700214423366e-87,1.586955846275421e-88,1.1636227270492978e-05,1.9895782323171254e-43,1.0835436109102817e-05,3.308241875135486e-26,1.529168027124512e-08,1.7456534800754722e-06,4.18088191230457e-08,2.6788527224996448e-18,3.85331814540296e-85,1.245057188515544e-61,1.80941952499304e-48,3.614470810583657e-16
1.773717720499948e-09,0.03159427132446203,7.058955923710799e-07,0.938,0.0,0.0,0.021186484889307102,0.00999470970655172,0.049988011187106635,1.8650915634316766e-62,2.4601966141456364e-72,0.0019982010824880834,2.044389360284503e-87,1.6282276254093255e-88,1.1649246692840177e-05,2.0333227900929203e-43,1.090493020263406e-05,3.3791245735757454e-26,1.5222894466595123e-08,1.756931425402888e-06,4.198608651211183e-08,2.7101269440869895e-18,4.004760914925816e-85,1.2674536032921413e-61,1.8975402147990318e-48,3.6831862881936793e-16
1.7850248777905565e-09,0.03159427132446203,7.102552660700377e-07,0.938,0.0,0.0,0.02118638686697057,0.009994676022965355,0.049987996346687484,1.966085358650831e-62,2.523699421434336e-72,0.0019981896274171313,2.124863195761075e-87,1.670238474411391e-88,1.1662030346490347e-05,2.07773512887756e-43,1.0974422487465765e-05,3.451180504277526e-26,1.51545478624342e-08,1.768208700231052e-06,4.2163882635798046e-08,2.7416656258225218e-18,4.160924456724616e-85,1.2900689318465322e-61,1.9894682347448305e-48,3.7527557619328126e-16
1.7963320350811648e-09,0.03159427132446203,7.146140035496621e-07,0.938,0.0,0.0,0.021186289078587058,0.009994642339803813,0.049987981738293885,2.071958969657126e-62,2.588331204677598e-72,0.00199817817248779,2.2078496779780185e-87,1.7129955833355213e-88,1.1674582484611468e-05,2.1228215782862568e-43,1.1043912974447811e-05,3.524424704810004e-26,1.508663944866324e-08,1.7794853114705436e-06,4.234220073815113e-08,2.7734706686888724e-18,4.3219197729134665e-85,1.3129037653568868e-61,2.0853490118704395e-48,3.823184317845567e-16
1.8076391923717732e-09,0.03159427132446203,7.189718155656024e-07,0.938,0.0,0.0,0.021186191519959544,0.009994608657066362,0.04998796735774118,2.1829217126188977e-62,2.6541028970500105e-72,0.001998166717699905,2.2934079780006924e-87,1.75650616176157e-88,1.1686907283646418e-05,2.1685885137952828e-43,1.111340167433674e-05,3.5988723645864966e-26,1.5019168133128206e-08,1.7907612659698426e-06,4.2521034122572713e-08,2.805543973456939e-18,4.4878598108929337e-85,1.3359587112335927e-61,2.1853328785038493e-48,3.89447704068218e-16
1.8189463496623816e-09,0.03159427132446203,7.233287127199662e-07,0.938,0.0,0.0,0.0211860941869667,0.009994574974752266,0.04998795320092026,2.2991908471716326e-62,2.72102546258705e-72,0.0019981552630533306,2.381598304549623e-87,1.8007774393302258e-88,1.1699008844697028e-05,2.2150423572421064e-43,1.1182888597795459e-05,3.6745388258228515e-26,1.4952132744737585e-08,1.8020365705150464e-06,4.270037615214982e-08,2.837887440634879e-18,4.6588594952342887e-85,1.3592343932124923e-61,2.289575218432929e-48,3.9666390139208426e-16
1.83025350695299e-09,0.03159427132446203,7.276847054632138e-07,0.938,0.0,0.0,0.02118599707556147,0.00999454129286081,0.0499879392637961,2.4209918428194376e-62,2.789109896998961e-72,0.001998143808547918,2.472481921002425e-87,1.845816666280735e-88,1.1710891194883232e-05,2.262189577319618e-43,1.1252373755392999e-05,3.751439584494287e-26,1.4885532036513752e-08,1.8133112318296222e-06,4.2880220249954454e-08,2.87050297041826e-18,4.835035760134079e-85,1.3827314514353938e-61,2.3982366169163614e-48,4.0396753197893566e-16
1.8415606642435983e-09,0.03159427132446203,7.320398040960478e-07,0.938,0.0,0.0,0.021185900181769787,0.009994507611391288,0.049987925542406476,2.5485586532339045e-62,2.8583672284883413e-72,0.001998132354183524,2.566121162701229e-87,1.8916311139910545e-88,1.1722558288677643e-05,2.310036690064434e-43,1.1321857157604283e-05,3.8295902912906745e-26,1.4819364688578117e-08,1.8245852565741824e-06,4.306055989931227e-08,2.9033924626413314e-18,5.016507582437747e-85,1.4064505425183671e-61,2.511483014621267e-48,4.1135910392862257e-16
1.8528678215342067e-09,0.03159427132446203,7.363940187713041e-07,0.938,0.0,0.0,0.021185803501689228,0.009994473930343015,0.04998791203286064,2.6821339986566994e-62,2.928808518570839e-72,0.001998120899960007,2.66257945456496e-87,1.938228075520049e-88,1.1734014009216077e-05,2.3585902593392763e-43,1.1391338814809965e-05,3.909006752570261e-26,1.4753629311070306e-08,1.835858651346295e-06,4.324138864404121e-08,2.9365578167294482e-18,5.20339601523084e-85,1.4303923396083145e-61,2.6294858655768586e-48,4.188391252201189e-16
1.864174978824815e-09,0.03159427132446203,7.407473594958369e-07,0.938,0.0,0.0,0.021185707031487734,0.009994440249715313,0.04998789873133806,2.821969656616971e-62,3.0004448628984144e-72,0.001998109445877229,2.761921329005738e-87,1.9856148661513408e-88,1.1745262169584445e-05,2.4078568973094106e-43,1.1460818737296298e-05,3.9897049313118253e-26,1.4688324447001496e-08,1.8471314226803184e-06,4.342270008866082e-08,2.970000931652612e-18,5.395824221996334e-85,1.4545575324283073e-61,2.752422299235188e-48,4.2640810371352244e-16
1.8754821361154236e-09,0.03159427132446203,7.45099836132399e-07,0.938,0.0,0.0,0.02118561076740234,0.009994406569507511,0.04998788563408707,2.968326761179379e-62,3.073287392084601e-72,0.0019980979919350522,2.8642124441486024e-87,2.033798823938465e-88,1.1756306514082401e-05,2.4578432649131696e-43,1.1530296935255021e-05,4.07170094806526e-26,1.4623448575042274e-08,1.8584035770472693e-06,4.360448789857227e-08,3.0037237058801366e-18,5.593917511336498e-85,1.478946827312166e-61,2.8804752867317407e-48,4.3406654715200195e-16
1.886789293406032e-09,0.03159427132446203,7.494514584015187e-07,0.938,0.0,0.0,0.02118551470573791,0.009994372889718958,0.049987872737423736,3.1214761109434563e-62,3.147347272531244e-72,0.0019980865381333426,2.9695196023537775e-87,2.0827873102509748e-88,1.176715071946424e-05,2.5085560723265448e-43,1.159977341878332e-05,4.155011081900577e-26,1.4559000112245264e-08,1.8696751208547126e-06,4.378674580021038e-08,3.0377280373364348e-18,5.797803372257671e-85,1.503560947228747e-61,3.0138338114404215e-48,4.4181496316369365e-16
1.8980964506966408e-09,0.03159427132446203,7.538022358833665e-07,0.938,0.0,0.0,0.021185418842865955,0.00999433921034901,0.04998786003773053,3.2816984860199595e-62,3.2226357072562214e-72,0.00199807508447197,3.0779107690405997e-87,2.1325877103211677e-88,1.1777798396157359e-05,2.5600020794218793e-43,1.1669248197883766e-05,4.2396517713553326e-26,1.4494977416702963e-08,1.8809460604466814e-06,4.396946758116776e-08,3.0720158233579085e-18,6.007611510016324e-85,1.5284006317963958e-61,3.1526930439192633e-48,4.496538592635476e-16
1.9094036079872493e-09,0.03159427132446203,7.581521780196183e-07,0.938,0.0,0.0,0.021185323175223397,0.00999430553139704,0.049987847531455215,3.4492849742149087e-62,3.299163936721684e-72,0.001998063630950803,3.189455091812268e-87,2.183207433791122e-88,1.1788253089458773e-05,2.612188096220663e-43,1.1738721282464343e-05,4.325639615380479e-26,1.4431378790141245e-08,1.892216402103624e-06,4.415264709029202e-08,3.106588960650942e-18,6.223473882524734e-85,1.5534666372880093e-61,3.297254521344957e-48,4.575837428551259e-16
1.920710765277858e-09,0.03159427132446203,7.62501294115307e-07,0.938,0.0,0.0,0.021185227699311405,0.00999427185286242,0.04998783521510965,3.624537306657191e-62,3.3769432396623305e-72,0.001998052177569717,3.304222919880545e-87,2.2346539152597315e-88,1.1798518280710034e-05,2.66512098334046e-43,1.1808192682338498e-05,4.412991374284612e-26,1.4368202480449012e-08,1.903486152042372e-06,4.433627823775638e-08,3.1414493452509876e-18,6.445524737314623e-85,1.5787597366271417e-61,3.44772633153621e-48,4.656051212323534e-16
1.9320179225684665e-09,0.03159427132446203,7.668495933406659e-07,0.938,0.0,0.0,0.02118513241169421,0.009994238174744544,0.049987823085268564,3.8077682031107923e-62,3.455984933913314e-72,0.0019980407243285854,3.422285823789526e-87,2.286934614829461e-88,1.1808597388450957e-05,2.7188076524359856e-43,1.1877662407225173e-05,4.501723970676662e-26,1.430544668414459e-08,1.91475531641614e-06,4.452035499510479e-08,3.1765988724827284e-18,6.673900649057117e-85,1.604280719375578e-61,3.604323301667704e-48,4.73718501581222e-16
1.943325079859075e-09,0.03159427132446203,7.711970847329622e-07,0.938,0.0,0.0,0.02118503730899803,0.00999420449704282,0.049987811138568525,3.999301727218136e-62,3.536300377237346e-72,0.001998029271227287,3.5437166154376114e-87,2.340057018652543e-88,1.1818493769552538e-05,2.773255066634361e-43,1.1947130466748957e-05,4.591854490406975e-26,1.4243109548779392e-08,1.9260239013145453e-06,4.47048713952717e-08,3.2120394369213203e-18,6.908740557637396e-85,1.6300303917127878e-61,3.7672671917784406e-48,4.819243909814516e-16
1.9546322371496836e-09,0.03159427132446203,7.755437771983213e-07,0.938,0.0,0.0,0.021184942387909887,0.009994170819756653,0.049987799371706755,4.1994736519263755e-62,3.6179009681506084e-72,0.001998017818265701,3.6685893683968413e-87,2.3940286394763606e-88,1.182821072032942e-05,2.828470240964589e-43,1.201659687044018e-05,4.6834001835068216e-26,1.4181189175279589e-08,1.9372919127636497e-06,4.4889821532577544e-08,3.2477729323546873e-18,7.150185806782521e-85,1.6560095764076503e-61,3.9367868931800535e-48,4.902232964081055e-16
1.965939394440292e-09,0.03159427132446203,7.798896795135353e-07,0.938,0.0,0.0,0.021184847645176537,0.00999413714288547,0.049987787781440085,4.408631835354076e-62,3.700798146747114e-72,0.001998006365443708,3.7969794385287527e-87,2.4488570171877558e-88,1.1837751477632305e-05,2.884460242781254e-43,1.2086061627735098e-05,4.7763784651263214e-26,1.4119683620226396e-08,1.9485593567260307e-06,4.507519956270038e-08,3.2838012517468766e-18,7.398380183240871e-85,1.6822191127828614e-61,4.113118631872699e-48,4.986157247331641e-16
1.9772465517309008e-09,0.03159427132446203,7.842348003278644e-07,0.938,0.0,0.0,0.021184753077603403,0.0099941034664287,0.04998777636458381,4.627136607361325e-62,3.785003395521146e-72,0.0019979949127611938,3.928963484895958e-87,2.5045497193560497e-88,1.1847119219920655e-05,2.9412321921825208e-43,1.2155524747976081e-05,4.870806916470786e-26,1.4058590898075732e-08,1.9598262391008675e-06,4.526099970262454e-08,3.320126287202439e-18,7.653469956511773e-85,1.7086598566723737e-61,4.29650617707809e-48,5.071021827270582e-16
1.9885537090215093e-09,0.03159427132446203,7.885791481648226e-07,0.938,0.0,0.0,0.0211846586820535,0.009994069790385795,0.049987765118010716,4.855361167092113e-62,3.8705282401874406e-72,0.001997983460218043,4.06461949096869e-87,2.561114341774533e-88,1.1856317068316053e-05,2.998793262422437e-43,1.2224986240411832e-05,4.966703285735474e-26,1.3997908983317992e-08,1.971092565724057e-06,4.544721623056672e-08,3.3567499299318486e-18,7.915603919123967e-85,1.7353326803722556e-61,4.4872010550012e-48,5.156831770601607e-16
1.999860866312118e-09,0.03159427132446203,7.929227314239508e-07,0.938,0.0,0.0,0.0211845644554464,0.0099940361147562,0.04998775403864996,5.093691991763584e-62,3.957384250498808e-72,0.001997972007814143,4.204026786125566e-87,2.618558509000223e-88,1.186534808763652e-05,3.057150680317605e-43,1.2294446114197632e-05,5.0640854890387814e-26,1.3937635812578717e-08,1.982358342368342e-06,4.563384348588053e-08,3.3936740702179285e-18,8.184933427461635e-85,1.7622384725853172e-61,4.685462767934272e-48,5.243592143042389e-16
2.0111680236027265e-09,0.03159427132446203,7.972655583825768e-07,0.938,0.0,0.0,0.02118447039475724,0.00999400243953938,0.04998774312348615,5.34252925698283e-62,4.0455830410608773e-72,0.0019979605555493847,4.347266067447903e-87,2.6768898748916943e-88,1.1874215287412245e-05,3.116311726648256e-43,1.236390437839563e-05,5.162971611353852e-26,1.3877769286660978e-08,1.9936235747434654e-06,4.5820875868939734e-08,3.4309005973832788e-18,8.461612443136816e-85,1.7893781383598445e-61,4.891559018818749e-48,5.331308009338709e-16
2.022475180893335e-09,0.03159427132446203,8.016076371975597e-07,0.938,0.0,0.0,0.021184376497015663,0.009993968764734807,0.04998773236955826,5.6022872688778194e-62,4.1351362721436896e-72,0.00199794910342366,4.49441942180698e-87,2.7361161231447807e-88,1.1882921622882913e-05,3.1762837365537683e-43,1.243336104197511e-05,5.263379907438618e-26,1.381830727253033e-08,2.0048882684963442e-06,4.600830784100142e-08,3.468431399758696e-18,8.745797574907117e-85,1.8167525990227808e-61,5.1057659413828844e-48,5.419984433278222e-16
2.0337823381839436e-09,0.03159427132446203,8.059489759070207e-07,0.938,0.0,0.0,0.021184282759304892,0.009993935090341967,0.04998772177395868,5.873394908335424e-62,4.2260556504898654e-72,0.0019979376514368615,4.645570348243616e-87,2.796244967825988e-88,1.1891469995977106e-05,3.237074099922692e-43,1.2502816113812851e-05,5.365328802764272e-26,1.375924760524315e-08,2.016152429211261e-06,4.619613392404908e-08,3.50626836465256e-18,9.037648121137821e-85,1.84436279210767e-61,5.328368335974886e-48,5.50962647770387e-16
2.0450894954745522e-09,0.03159427132446203,8.102895824320588e-07,0.938,0.0,0.0,0.021184189178760734,0.009993901416360347,0.04998771133383225,6.156296087645531e-62,4.318352930119098e-72,0.001997926199588886,4.800803780639618e-87,2.857284153903429e-88,1.1899863256274004e-05,3.2986902617773113e-43,1.2572269602693456e-05,5.468836894442191e-26,1.3700588089819282e-08,2.0274160624100722e-06,4.638434870061705e-08,3.544413378321188e-18,9.337326112807508e-85,1.872209671277683e-61,5.559659911213595e-48,5.600239204526964e-16
2.0563966527651608e-09,0.03159427132446203,8.146294645784485e-07,0.938,0.0,0.0,0.021184095752570627,0.009993867742789448,0.049987701046375344,6.451450219856895e-62,4.4120399131287433e-72,0.00199791474787963,4.960206110680593e-87,2.919241457775156e-88,1.1908104201947723e-05,3.36113972265281e-43,1.2641721517309713e-05,5.57392295214929e-26,1.3642326503059892e-08,2.0386791735524376e-06,4.657294681359627e-08,3.582868325940129e-18,9.644996357056523e-85,1.9002942062440052e-61,5.799943531580899e-48,5.691827674739886e-16
2.0677038100557694e-09,0.03159427132446203,8.189686300383262e-07,0.938,0.0,0.0,0.02118400247797274,0.00999383406962878,0.049987690908834884,6.759332701156693e-62,4.507128450490263e-72,0.001997903296308995,5.123865211109793e-87,2.982124687794705e-88,1.1916195580694671e-05,3.4244300389710923e-43,1.2711171866263011e-05,5.68060591905184e-26,1.3584460595311427e-08,2.049941768036065e-06,4.6761922966022416e-08,3.621635091576393e-18,9.960826481277711e-85,1.9286173826799102e-61,6.049531471082268e-48,5.784396948428502e-16
2.079010967346378e-09,0.03159427132446203,8.233070863918553e-07,0.938,0.0,0.0,0.021183909352255025,0.009993800396877861,0.04998768091850748,7.080435406592465e-62,4.603630442841337e-72,0.0019978918448768784,5.291870459272649e-87,3.045941684793745e-88,1.1924140090644117e-05,3.488568823409298e-43,1.2780620658063728e-05,5.788904912727726e-26,1.35269880921766e-08,2.0612038511969724e-06,4.695127192084709e-08,3.660715558161604e-18,1.0284986977748988e-84,1.9571802021307552e-61,6.308745673104021e-48,5.877952084784208e-16
2.0903181246369865e-09,0.03159427132446203,8.276448411088782e-07,0.938,0.0,0.0,0.02118381637275433,0.009993766724536213,0.0499876710727385,7.415267199461851e-62,4.701557841273432e-72,0.0019978803935831856,5.464312760951767e-87,3.1107003226016885e-88,1.1931940381252362e-05,3.5535637452630896e-43,1.2850067901131685e-05,5.898839226087179e-26,1.346990669617341e-08,2.0724654283097638e-06,4.714098850069246e-08,3.700111607466037e-18,1.061765124880746e-84,1.985983681920207e-61,6.577918016598283e-48,5.972498142115699e-16
