Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),N2X2(45),H2(20),H2X(38),N2X(46)
4.569004831493103e-07,0.05842168493353951,0.00010476361431083537,0.938,0.0,0.0,0.035919750952066926,0.008443160590666523,0.04991706935871125,1.7420666335753866e-12,1.2206473559058407e-30,0.0019984131389578393,1.855636520290369e-28,2.2675087003824275e-39,1.0612180266152465e-06,1.5261536196239309e-19,0.003195540671048064,1.3440320585097706e-08,7.570881071253856e-09,1.0315083234642067e-06,5.384662880630417e-07,3.18629827618164e-09,1.0845385100888034e-30,-1.3515656630460026e-28,1.2813099044936278e-10,2.9711817881234036e-05,6.498242583896255e-08,3.283102940905396e-14
4.58572025188651e-07,0.05842168493353951,0.00010478740256359323,0.938,0.0,0.0,0.035909955897156974,0.008438354655258646,0.0499169097424637,1.773224981165872e-12,1.3371712217315145e-30,0.0019984136659713563,-3.870087454047133e-28,2.5689910299695673e-39,1.0609252408886368e-06,1.5392522228373468e-19,0.0032053124555035725,1.3512237189891886e-08,7.566274585269906e-09,1.031161790283371e-06,5.382104941435235e-07,3.1861995447282215e-09,-2.250568884534963e-30,3.1031827219861112e-28,1.2984723837393844e-10,2.9859513543974174e-05,6.528909601589524e-08,3.327990000744026e-14
4.6024356722799175e-07,0.05842168493353951,0.00010481072176381692,0.938,0.0,0.0,0.035900172306518645,0.008433554072756689,0.04991675041804427,1.8047897412629006e-12,1.1377086128805557e-30,0.0019984141902862134,8.141706313429348e-28,2.0126978225999192e-39,1.060632801932126e-06,1.5524109928029988e-19,0.0032150732419385618,1.3584244565554616e-08,7.5617018990517e-09,1.0308160060093855e-06,5.379564957119707e-07,3.186134102285454e-09,4.711513006285026e-30,-6.218883152074188e-28,1.3157817817569135e-10,3.000715293067217e-05,6.559548921562251e-08,3.373277216673345e-14
4.619151092673325e-07,0.05842168493353951,0.00010483357752655676,0.938,0.0,0.0,0.03589040015353145,0.008428758833364865,0.04991659138401046,1.8367642188017062e-12,1.6094344415122147e-30,0.001998414711928341,-1.727524668485575e-27,3.277930512920847e-39,1.060340708920178e-06,1.5656300463848506e-19,0.0032248230513883206,1.3656343215464885e-08,7.557162602518935e-09,1.0304709649519478e-06,5.377042721630993e-07,3.186101683817459e-09,-9.949370938996643e-30,1.3465128402332273e-27,1.333238708964465e-10,3.0154734670381137e-05,6.5901602753356e-08,3.4189664410309454e-14
4.635866513066732e-07,0.05842168493353951,0.0001048559753980196,0.938,0.0,0.0,0.03588063941171197,0.008423968927313948,0.0499164326389353,1.8691517308268086e-12,6.446488761049093e-31,0.001998415230923317,3.696569710572921e-27,6.441962104150291e-40,1.0600489610316948e-06,1.5789094963249486e-19,0.0032345619048195114,1.3728533641678149e-08,7.552656291496232e-09,1.0301266614974245e-06,5.37453803163134e-07,3.186102024648631e-09,2.1190783437232055e-29,-2.8446841332540917e-27,1.3508437782958846e-10,3.0302257411165536e-05,6.620743398881437e-08,3.465059533977934e-14
4.6525819334601395e-07,0.05842168493353951,0.00010487792085644048,0.938,0.0,0.0,0.03587089005471254,0.00841918434486117,0.049916274181407067,1.90195560655046e-12,2.781164597046028e-30,0.0019984157472963822,-7.976108683157996e-27,6.427452770836694e-39,1.0597575574499662e-06,1.5922494657920864e-19,0.003244289823130612,1.3800816344822739e-08,7.548182567615576e-09,1.0297830901075668e-06,5.372050686458892e-07,3.1861348605774086e-09,-4.5516052257517665e-29,6.1554817379733274e-27,1.3685976052251037e-10,3.04497198198835e-05,6.651298032567927e-08,3.5115583635687594e-14
4.669297353853547e-07,0.05842168493353951,0.00010489941931294305,0.938,0.0,0.0,0.03586115205632001,0.008414405076290092,0.049916116010029085,1.93517918741168e-12,-1.8315649127355455e-30,0.001998416261072436,1.735219498589466e-26,-6.10723183142507e-39,1.0594664973626312e-06,1.6056500570883808e-19,0.00325400682715235,1.3873191824001062e-08,7.543741038220959e-09,1.02944024531825e-06,5.369580488089145e-07,3.1861999279848163e-09,9.858254954891834e-29,-1.3331730642244172e-26,1.386500807789879e-10,3.059712058197142e-05,6.681823921105756e-08,3.558464805819178e-14
4.686012774246954e-07,0.05842168493353951,0.00010492047611238832,0.938,0.0,0.0,0.03585142539045436,0.008409631111910515,0.04991595812341958,1.968825827135845e-12,8.364301684868464e-30,0.001998416772276047,-3.805779482156768e-26,2.1548933543756727e-38,1.0591757799616338e-06,1.6191114193742665e-19,0.0032637129376481364,1.3945660576695533e-08,7.539331316274486e-09,1.0290981217382342e-06,5.367127241097014e-07,3.1862969639379395e-09,-2.1528132052526646e-28,2.920995203789881e-26,1.4045540066147964e-10,3.0744458401230524e-05,6.712320813494876e-08,3.6057807447724214e-14
4.7027281946403614e-07,0.05842168493353951,0.00010494109653421204,0.938,0.0,0.0,0.03584171003116754,0.00840486244205836,0.049915800520211356,2.0028988917948224e-12,-1.4190737505303278e-29,0.0019984172809314566,8.414235862318091e-26,-3.9681482793916807e-38,1.0588854044431794e-06,1.6326336007388394e-19,0.0032734081753144862,1.4018223098679089e-08,7.534953020264655e-09,1.0287567140479545e-06,5.364690752619477e-07,3.1864257062884743e-09,4.739557791233633e-28,-6.441438745053709e-26,1.4227578249335537e-10,3.08917319996158e-05,6.742788462971852e-08,3.65350807256362e-14
4.719443615033769e-07,0.05842168493353951,0.00010496128579325127,0.938,0.0,0.0,0.0358320059526422,0.008400099057095569,0.04991564319905166,2.0374017598676326e-12,3.62614346737708e-29,0.001998417787062583,-1.875101257123873e-25,9.72292868366786e-38,1.0585953700076945e-06,1.64621687380992e-19,0.0032830925607814417,1.4090879883930101e-08,7.530605774116003e-09,1.0284160169983317e-06,5.362270832318858e-07,3.186585893766502e-09,-1.0518408347145744e-27,1.4328427585257643e-25,1.4411128886105376e-10,3.103894011702686e-05,6.773226626957747e-08,3.701648689482459e-14
4.736159035427176e-07,0.05842168493353951,0.00010498104904055977,0.938,0.0,0.0,0.035822313129190465,0.008395340947409988,0.049915486158601995,2.0723378223016048e-12,-7.730345018486072e-29,0.001998418290693025,4.211453652298553e-25,-2.1099904636081107e-37,1.0583056758597865e-06,1.6598610131279666e-19,0.0032927661146129844,1.4163631424551613e-08,7.526289207100836e-09,1.0280760254096087e-06,5.359867292346643e-07,3.1867772660696307e-09,2.352879750016145e-27,-3.2112883318338844e-25,1.4596198261617162e-10,3.1186081511101026e-05,6.803635067006581e-08,3.7502045040341686e-14
4.7528744558205834e-07,0.05842168493353951,0.00010500039136421277,0.938,0.0,0.0,0.035812631535252715,0.008390588103415272,0.04991532939753788,2.1077104825740288e-12,1.8045995804712623e-28,0.0019984187918460714,-9.532260954818224e-25,4.885435462995421e-37,1.0580163212082006e-06,1.673566911492536e-19,0.0033024288573074495,1.4236478210694796e-08,7.522002953752256e-09,1.0277367341702049e-06,5.357479947307908e-07,3.1869995639476657e-09,-5.3045049122833444e-27,7.254230233903894e-25,1.4782792687748521e-10,3.133315495700842e-05,6.834013548754352e-08,3.799177432998851e-14
4.769589876213991e-07,0.05842168493353951,0.00010501931779010096,0.938,0.0,0.0,0.035802961145396404,0.00838584051555077,0.049915172914548625,2.1435231567542596e-12,-4.088705228655904e-28,0.0019984192905446994,2.1740863927232515e-24,-1.1108808541399106e-36,1.0577273052657815e-06,1.6873329360055152e-19,0.0033120808092979284,1.4309420730486287e-08,7.517746653779219e-09,1.0273981382355992e-06,5.3551086142263e-07,3.18725252928291e-09,1.2051592066106699e-26,-1.6512075595882008e-24,1.4970918503290654e-10,3.148015924724926e-05,6.864361841868567e-08,3.848569401489184e-14
4.786305296607398e-07,0.05842168493353951,0.00010503783328271413,0.938,0.0,0.0,0.03579330193431488,0.008381098174281435,0.04991501670833728,2.1797792735662866e-12,9.488281272233523e-28,0.0019984197868115837,-4.996156357218591e-24,2.573793574411417e-36,1.057438627249435e-06,1.7011632068229184e-19,0.003321721990952674,1.4382459469959871e-08,7.513519951982775e-09,1.0270602326272281e-06,5.352753112509532e-07,3.1875359051662734e-09,-2.759043287125047e-26,3.787154730884843e-24,1.5160582074137463e-10,3.162709319145305e-05,6.894679719998366e-08,3.8983823430065415e-14
4.803020717000804e-07,0.05842168493353951,0.00010505594274591438,0.938,0.0,0.0,0.03578365387682619,0.0083763610700977,0.04991486077762025,2.2164822744517194e-12,-2.202088177763705e-27,0.0019984202806691003,1.1567404464095081e-23,-5.9775193067197405e-36,1.057150286380085e-06,1.7150486440720257e-19,0.0033313524225754916,1.4455594912990936e-08,7.509322498174286e-09,1.026723012431411e-06,5.35041326391548e-07,3.1878494359692906e-09,6.364264609550463e-26,-8.751231842385056e-24,1.5351789793468465e-10,3.177395561618003e-05,6.924966960725158e-08,3.948618199495574e-14
4.819736137394211e-07,0.05842168493353951,0.00010507365102369932,0.938,0.0,0.0,0.035774016947872,0.008371629193515388,0.04991470512112727,2.2536356136331994e-12,5.164375605768849e-27,0.0019984207721393268,-2.697986319738289e-23,1.4014247640915352e-35,1.0568622818826397e-06,1.7290106873114669e-19,0.003340972124406139,1.4528827541237032e-08,7.505153947094775e-09,1.0263864727982905e-06,5.348088892518785e-07,3.188192867412207e-09,-1.4790254190966873e-25,2.0372355365888417e-23,1.5544548081925528e-10,3.1920745364724456e-05,6.9552233455138e-08,3.99927892139725e-14
4.836451557787618e-07,0.05842168493353951,0.00010509096290095504,0.938,0.0,0.0,0.03576439112251638,0.008366902535075618,0.049914549737601135,2.2912427581782033e-12,-1.2182431271904874e-26,0.0019984212612440544,6.338866661658454e-23,-3.3062845139312036e-35,1.0565746129859502e-06,1.7429996908808306e-19,0.0033505811166207066,1.4602157834076367e-08,7.501013958336175e-09,1.0260506089407986e-06,5.345779824677948e-07,3.1885659466282396e-09,3.4626114013062037e-25,-4.7773781678002153e-23,1.573886338778375e-10,3.2067461296920025e-05,6.985448659664315e-08,4.0503664677004696e-14
4.853166978181025e-07,0.05842168493353951,0.0001051078831041993,0.938,0.0,0.0,0.03575477637594471,0.008362181085344674,0.04991439462579755,2.329307188063232e-12,2.896008198866085e-26,0.0019984217480047833,-1.5000872536107981e-22,7.859215013036785e-35,1.056287278922775e-06,1.7571328041587538e-19,0.0033601794193320045,1.4675586268562781e-08,7.496902196263578e-09,1.025715416133636e-06,5.343485889003009e-07,3.1889684222241547e-09,-8.165757725088595e-25,1.128445666815404e-22,1.5934742187116258e-10,3.2214102288947305e-05,7.015642692264119e-08,4.1018828059921617e-14
4.868210856535091e-07,0.05842168493353951,0.00010512278026585068,0.938,0.0,0.0,0.035746132555978104,0.00835793622625613,0.049914255256478954,2.363959040579587e-12,1.4941781751243076e-25,0.001998422184102866,-2.990824690097219e-22,4.049245886301782e-34,1.056028963917565e-06,1.7698686381802525e-19,0.003368808768819424,1.4741756163070416e-08,7.493225470599004e-09,1.0254143124987493e-06,5.341434145032764e-07,3.189355577621439e-09,-3.6507204200078476e-25,9.457563517587451e-23,1.6112375268437553e-10,3.234601419211345e-05,7.042790404573524e-08,4.14861576078264e-14
4.881750347053751e-07,0.05842168493353951,0.0001051359224728168,0.938,0.0,0.0,0.03573836075870433,0.008354119448196615,0.049914130010685585,2.3954669315570518e-12,1.8013189246618926e-25,0.001998422574995132,-1.362354610016786e-22,4.866320749296147e-34,1.0557967113153075e-06,1.7812516250265852e-19,0.003376567806274349,1.4801377649519003e-08,7.489935539840834e-09,1.025143777955172e-06,5.339597837353957e-07,3.189724053218755e-09,-1.7684337822741711e-25,-1.0922834844005697e-22,1.6273336277593644e-10,3.2464681579404894e-05,7.067201415336834e-08,4.1909749441054034e-14
4.89528983757241e-07,0.05842168493353951,0.00010514881591866961,0.938,0.0,0.0,0.03573059618649181,0.008350306070879622,0.0499140049409984,2.4272810776171497e-12,-8.133979001729787e-26,0.001998422964386814,5.136716679816065e-22,-2.2456111074414474e-34,1.0555646770457628e-06,1.7926065399087443e-19,0.003384319865901785,1.4861064367005503e-08,7.486663547110444e-09,1.024873675483506e-06,5.337771160374569e-07,3.1901113739121854e-09,5.149162673328238e-25,-3.807075794774283e-22,1.6435334701441471e-10,3.2583297852905185e-05,7.091591539445974e-08,4.233618984725277e-14
4.90882932809107e-07,0.05842168493353951,0.00010516146300633807,0.938,0.0,0.0,0.03572283882638123,0.008346496089339616,0.04991388004678018,2.4594033532483642e-12,-4.352499531603783e-25,0.001998423352288806,7.077740290050845e-22,-1.1834394067674448e-33,1.0553328607085294e-06,1.8043592388627282e-19,0.0033920649582705924,1.4920816564369327e-08,7.483409322877774e-09,1.0246040026868747e-06,5.335954027197845e-07,3.1905174091704653e-09,9.525221648992886e-25,-6.420244624299943e-23,1.6598374035718015e-10,3.27018624459423e-05,7.115960671883173e-08,4.2765489450264584e-14
4.91958170035203e-07,0.05842168493353951,0.00010517133274905329,0.938,0.0,0.0,0.03571668345635942,0.008343472812377035,0.049913780986753566,2.4851339870799076e-12,-3.690440226327633e-25,0.0019984236592866527,2.2321701488491534e-22,-1.0002505964010232e-33,1.05514891899898e-06,1.8138178039723813e-19,0.0033982107587358745,1.4968315522525735e-08,7.480837531285406e-09,1.0243901468472383e-06,5.33451769480414e-07,3.1908531079550317e-09,2.8656350849615173e-25,3.2199554216961964e-22,1.6728595435850923e-10,3.279598320420896e-05,7.135298369562841e-08,4.3108461277478123e-14
4.93033407261299e-07,0.05842168493353951,0.00010518104980242304,0.938,0.0,0.0,0.035710532620226866,0.00834045167143586,0.04991368203667745,2.5110610796837715e-12,-5.910581504323372e-26,0.00199842396535714,-1.0264657135747554e-22,-1.5484320947845673e-34,1.0549651142828113e-06,1.8229723737876651e-19,0.0034043521770598163,1.5015856056898033e-08,7.478276756945467e-09,1.024176559318206e-06,5.333087284514627e-07,3.191200462955022e-09,-3.5963315455915146e-25,2.027264802001538e-22,1.6859477284289265e-10,3.289007073821864e-05,7.154622711940007e-08,4.345324840203418e-14
4.94108644487395e-07,0.05842168493353951,0.00010519061533823147,0.938,0.0,0.0,0.03570438631156008,0.008337432664043437,0.04991358319623967,2.5371855775803825e-12,7.507451728203416e-26,0.001998424270505572,2.0082192732098308e-23,2.1201902807986474e-34,1.0547814463616393e-06,1.8320700152313539e-19,0.0034104892185002063,1.5063438290623977e-08,7.475726917498381e-09,1.0239632389322617e-06,5.331662754020788e-07,3.1915594097996425e-09,2.235560010429175e-26,-1.0743350615209252e-22,1.6991021348440531e-10,3.298412477307804e-05,7.173933648475273e-08,4.379985619613134e-14
4.950763579908814e-07,0.05842168493353951,0.0001051990957340152,0.938,0.0,0.0,0.035698858499449974,0.008334717379534166,0.049913494333330026,2.560867191352499e-12,-3.970982952770083e-26,0.0019984245443551477,1.4078413221349022e-22,-9.905898731586083e-35,1.0546162620288524e-06,1.840483401121005e-19,0.0034160088178982924,1.5106298055343755e-08,7.47344134385193e-09,1.0237714780349576e-06,5.330385669116469e-07,3.191892320031644e-09,1.7765412985453393e-25,-5.815323996130473e-23,1.7109978665340677e-10,3.306874453756531e-05,7.191301988072157e-08,4.4113364335675683e-14
4.960440714943678e-07,0.05842168493353951,0.00010520745518360286,0.938,0.0,0.0,0.03569333434474473,0.00833200381940327,0.04991340555875143,2.5847101651798845e-12,-1.1767655746674837e-25,0.00199842481746592,5.98768161707059e-23,-3.105547769008929e-34,1.0544511881960979e-06,1.8489803993431666e-19,0.003421524880089354,1.5149191785065433e-08,7.471164502344097e-09,1.0235799317477683e-06,5.329113282510391e-07,3.1922345212741358e-09,7.795927261101463e-26,1.340216490305071e-22,1.7229475107940607e-10,3.315333675041177e-05,7.208659392477438e-08,4.4428355519191e-14
4.970117849978542e-07,0.05842168493353951,0.00010521569452226693,0.938,0.0,0.0,0.03568781384280205,0.00832929198185689,0.049913316872280435,2.6087151938361335e-12,-2.787232568788656e-26,0.0019984250898416613,-5.691374412915605e-23,-6.621876885851122e-35,1.0542862247200521e-06,1.8573798310958838e-19,0.0034270374088847476,1.519211956862653e-08,7.468896334448495e-09,1.0233885992391348e-06,5.32784556408276e-07,3.192585967245223e-09,-7.543947599277855e-26,1.1634780783088213e-22,1.7349511974935106e-10,3.323790121656219e-05,7.226005826078152e-08,4.47448336947415e-14
4.979794985013406e-07,0.05842168493353951,0.00010522381457938411,0.938,0.0,0.0,0.03568229698899225,0.00832658186510389,0.049913228273694925,2.6328829736071467e-12,7.794204356139029e-26,0.0019984253614861174,-4.87920981208685e-23,2.2127839395384823e-34,1.0541213714577998e-06,1.865720832735627e-19,0.003432546408089071,1.5235081494562e-08,7.46663678210778e-09,1.023197479683556e-06,5.32658248393825e-07,3.192946611871263e-09,-6.103250002458591e-26,-4.693530415826485e-23,1.747009056827405e-10,3.3322437742624284e-05,7.243341253643914e-08,4.506280282046601e-14
4.98947212004827e-07,0.05842168493353951,0.0001052318161784782,0.938,0.0,0.0,0.03567678377869825,0.008323873467355882,0.04991313976277402,2.6572142022954873e-12,5.746214187724641e-26,0.0019984256324030053,2.075458862461422e-23,1.6520315481924793e-34,1.053956628266828e-06,1.8741494379798824e-19,0.003438051881500177,1.527807765110527e-08,7.464385787729241e-09,1.0230065722615347e-06,5.325324012404177e-07,3.193316409289012e-09,2.5893365998443766e-26,-8.481958313744617e-23,1.7591212193170085e-10,3.340694613685713e-05,7.260665640324105e-08,4.5382266864602376e-14
4.999149255083134e-07,0.05842168493353951,0.00010523970013726262,0.938,0.0,0.0,0.035671274207315404,0.008321166786827186,0.049913051339298145,2.681709579224745e-12,-1.9269343457079145e-26,0.001998425902596013,3.4620033464571384e-23,-4.36145547582999e-35,1.053791995005025e-06,1.8826768498579706e-19,0.0034435538329091997,1.5321108126188315e-08,7.462143294180649e-09,1.0228158761595217e-06,5.324070120028708e-07,3.1936953138475622e-09,4.5774666221343473e-26,1.4673288422483545e-23,1.7712878158106003e-10,3.3491426209160096e-05,7.277978951645067e-08,4.570322980551185e-14
5.008826390117998e-07,0.05842168493353951,0.00010524746726768215,0.938,0.0,0.0,0.035665768270251544,0.008318461821734844,0.049912963003048975,2.7063698052439254e-12,-2.658062939624121e-26,0.0019984261720688017,-3.2364533547941355e-24,-6.34159226166881e-35,1.0536274715306771e-06,1.891198377954647e-19,0.003449052266100578,1.5364173007439967e-08,7.459909244786154e-09,1.0226253905698606e-06,5.322820777579061e-07,3.194083280110174e-09,-4.401740008386827e-27,6.259507681202351e-23,1.783508977484211e-10,3.3575877771061514e-05,7.295281153507372e-08,4.6025695631703265e-14
5.018503525152862e-07,0.05842168493353951,0.00010525511837595507,0.938,0.0,0.0,0.03566026596292686,0.008315758570298608,0.04991287475380944,2.731195582731831e-12,2.464083205984662e-26,0.001998426440825007,-2.1807105421927688e-23,7.587820291322543e-35,1.0534630577024687e-06,1.8996816464379569e-19,0.0034545471848520734,1.5407272382182663e-08,7.457683583322113e-09,1.022435114690736e-06,5.321575956039745e-07,3.1944802628560816e-09,-2.861163302644806e-26,5.168116259982567e-24,1.7957848358423405e-10,3.366030063570754e-05,7.312572212183044e-08,4.6349668341856864e-14
5.028180660187726e-07,0.05842168493353951,0.00010526265426261465,0.938,0.0,0.0,0.03565476728077385,0.008313057030740941,0.049912786591363716,2.7561876156014556e-12,4.440100520403397e-26,0.0019984267088682317,-4.237593330691833e-24,1.2938909031443033e-34,1.0532987533794788e-06,1.9081916413831286e-19,0.003460038592934797,1.5450406337430553e-08,7.455466254013016e-09,1.0222450477261187e-06,5.320335626610792e-07,3.194886217082224e-09,-6.125442715971989e-27,-4.1350853355375555e-23,1.8081155227186644e-10,3.374469461785108e-05,7.329852094312852e-08,4.6675151944847703e-14
5.037857795222589e-07,0.05842168493353951,0.00010527007572255034,0.938,0.0,0.0,0.035649272219237235,0.008310357201286991,0.049912698515497185,2.7813466093043797e-12,1.5031043628172376e-26,0.001998426976202058,1.1899303247206886e-23,4.925729367656089e-35,1.0531345584211775e-06,1.9167642548190995e-19,0.003465526494113229,1.5493574959888817e-08,7.453257201527412e-09,1.0220551888857135e-06,5.319099760706007e-07,3.1953010980048716e-09,1.615522643149168e-26,-1.3830448442108505e-23,1.820501170276715e-10,3.382905953384073e-05,7.347120766903584e-08,4.700215045976861e-14
5.047534930257453e-07,0.05842168493353951,0.00010527738354504894,0.938,0.0,0.0,0.03564378077377394,0.008307659080164618,0.04991261052599648,2.806673270835188e-12,-6.692278814607178e-27,0.0019984272428300374,5.9287843176335575e-24,-9.924239747797433e-36,1.0529704726874277e-06,1.9253640768522257e-19,0.0034710108921452406,1.5536778335953156e-08,7.451056370973984e-09,1.0218655373849078e-06,5.317868329951258e-07,3.195724861061154e-09,8.048207985180687e-27,2.4216975097966423e-23,1.8329419110105484e-10,3.391339520160983e-05,7.364378197325324e-08,4.7330667915952524e-14
5.057212065292317e-07,0.05842168493353951,0.0001052845785138349,0.938,0.0,0.0,0.03563829293985302,0.00830496266560435,0.04991252262264945,2.832168308735883e-12,6.957374016687009e-27,0.0019984275087556944,-5.392109675383563e-24,2.717929256053147e-35,1.0528064960384794e-06,1.9339591540504203e-19,0.0034764917907821142,1.5580016551708425e-08,7.4488637078975654e-09,1.0216760924447183e-06,5.316641306182744e-07,3.1961574619104883e-09,-7.179294098585775e-27,1.523007895322205e-23,1.8454378777454043e-10,3.3997701440665595e-05,7.381624353308834e-08,4.766070835299485e-14
5.066889200327181e-07,0.05842168493353951,0.00010529166140711074,0.938,0.0,0.0,0.03563280871295553,0.008302267955839406,0.04991243480524514,2.8578324331003107e-12,2.5270085199265307e-26,0.0019984277739825288,-5.095225338492301e-24,7.688853958447631e-35,1.0526426283349697e-06,1.9425653478291314e-19,0.0034819691937685695,1.5623289692926982e-08,7.4466791582752e-09,1.0214868532917424e-06,5.315418661445314e-07,3.196598856435955e-09,-7.20404304093471e-27,-1.2166533716518226e-23,1.8579892036383427e-10,3.408197807207826e-05,7.398859202942834e-08,4.799227582077534e-14
5.076566335362045e-07,0.05842168493353951,0.00010529863299759711,0.938,0.0,0.0,0.0356273280885746,0.008299574949105678,0.04991234707357378,2.8836663555785936e-12,2.126015189453113e-26,0.0019984280385140136,1.7558043897271515e-24,6.580142914425841e-35,1.05247886943792e-06,1.9512074763211505e-19,0.0034874431048427783,1.566659784506759e-08,7.444502668512298e-09,1.0212978191581058e-06,5.31420036799078e-07,3.197049000745577e-09,2.458003942919924e-27,-1.3041386494508051e-23,1.8705960221788753e-10,3.416622491847034e-05,7.416082714671399e-08,4.8325374379479425e-14
5.086243470396909e-07,0.05842168493353951,0.00010530549405257248,0.938,0.0,0.0,0.03562185106221523,0.008296883643641721,0.04991225942742678,2.9096707893815666e-12,8.064035013870524e-27,0.0019984283023535957,3.542359443384971e-24,2.9751760377738746e-35,1.0523152192087338e-06,1.959881200022763e-19,0.0034929135277363913,1.5709941093274716e-08,7.442334185438784e-09,1.0211089892814127e-06,5.312986398276247e-07,3.1975078511735313e-09,4.909608376537851e-27,4.7076212025167345e-24,1.8832584671895672e-10,3.425044180400598e-05,7.433294857291304e-08,4.8660008099619264e-14
5.095920605431773e-07,0.05842168493353951,0.00010531224533391248,0.938,0.0,0.0,0.035616377629394305,0.008294194037688763,0.049912171866596765,2.9358464492852257e-12,7.103578967049877e-27,0.0019984285655046965,-8.31028174080946e-28,2.704550989974629e-35,1.0521516775091945e-06,1.9685692844058134e-19,0.003498380466174558,1.5753319522377846e-08,7.44017365630532e-09,1.020920362904698e-06,5.311776724962463e-07,3.1979753642812682e-09,1.2207736223205248e-28,9.659686149093554e-24,1.8959766728266403e-10,3.433462855438028e-05,7.450495599949431e-08,4.8996181062054556e-14
5.105597740466637e-07,0.05842168493353951,0.00010531888759812915,0.938,0.0,0.0,0.03561090778564056,0.008291506129490676,0.04991208439087749,2.96219405163518e-12,1.5482503939669759e-26,0.0019984288279707124,-2.115818868189579e-24,4.974928617335163e-35,1.0519882442014657e-06,1.9772704284307727e-19,0.0035038439238759436,1.579673321689054e-08,7.43802102877955e-09,1.0207319392763773e-06,5.31057132091218e-07,3.1984514968585652e-09,-3.0774607547059684e-27,-6.2415527281423805e-25,1.9087507735805535e-10,3.4418784996808734e-05,7.467684912140179e-08,4.9333897358012823e-14
5.115274875501501e-07,0.05842168493353951,0.0001053254215964096,0.938,0.0,0.0,0.03560544152649447,0.008288819917293994,0.04991199700006387,2.9887143143511084e-12,1.8374781741573922e-26,0.0019984290897550124,-6.203061756728798e-25,5.749091823403584e-35,1.051824919148086e-06,1.98599549453618e-19,0.0035093039045527566,1.5840182261009533e-08,7.435876250942366e-09,1.0205437176501983e-06,5.309370159188533e-07,3.1989362059245018e-09,-8.595799334948455e-28,-6.395324064843607e-24,1.9215809042765727e-10,3.450291096001683e-05,7.484862763702875e-08,4.967316108910946e-14
5.124952010536365e-07,0.05842168493353951,0.00010533184807465457,0.938,0.0,0.0,0.03559997884750818,0.008286135399347885,0.049911909693952004,3.0154079569312246e-12,1.371779726686781e-26,0.001998429350860942,1.0655598338348554e-24,4.468120547402554e-35,1.0516617022119685e-06,1.9947479985643814e-19,0.003514760411910763,1.5883666738614104e-08,7.433739271284235e-09,1.0203556972851934e-06,5.308173213053428e-07,3.199429448728369e-09,1.4732306739510647e-27,-1.1946902848883147e-24,1.9344672000753262e-10,3.4587006274229494e-05,7.502029124819236e-08,5.0013976367367535e-14
5.134629145571229e-07,0.05842168493353951,0.00010533816777351684,0.938,0.0,0.0,0.0355945197442455,0.008283452573904167,0.04991182247233908,3.0422757004567497e-12,1.0596807288309895e-26,0.0019984296112918218,6.946020830162537e-25,3.6069069640948873e-35,1.0514985932563993e-06,2.0035218443752525e-19,0.0035202134496493125,1.5927186733265554e-08,7.431610038701564e-09,1.020167877445632e-06,5.306980455965955e-07,3.1999311827505025e-09,1.0847912267059854e-27,3.7896271181136216e-24,1.9474097964733474e-10,3.467107077116087e-05,7.519183966010806e-08,5.0356347315236915e-14
5.144306280606093e-07,0.05842168493353951,0.00010534438142843895,0.938,0.0,0.0,0.03558906421228183,0.00828077143921728,0.049911735335023466,3.0693182675963845e-12,1.275966757109356e-26,0.0019984298710509474,-4.285911227455508e-25,4.1847229219748486e-35,1.0513355921450363e-06,2.0123133511210925e-19,0.003525663021461354,1.597074232820667e-08,7.42948850249311e-09,1.0199802574009742e-06,5.305791861580792e-07,3.2004413657030514e-09,-6.764712758787963e-28,1.7173884763141088e-24,1.9604088293036026e-10,3.4755104284003906e-05,7.53632725813645e-08,5.070027806561344e-14
5.153983415640957e-07,0.05842168493353951,0.00010535048976969106,0.938,0.0,0.0,0.035583612247204036,0.008278091993544297,0.04991164828180461,3.096536382610797e-12,1.533861680023937e-26,0.00199843013014159,-5.355326390077524e-25,4.875087708904885e-35,1.0511726987419027e-06,2.021125525093318e-19,0.0035311091310334594,1.601433360636118e-08,7.427374612356352e-09,1.019792836425825e-06,5.304607403746652e-07,3.2009599555306752e-09,-7.424815265660117e-28,-1.985951663352296e-24,1.97346443473601e-10,3.483910664742022e-05,7.553458972389835e-08,5.1045772761857614e-14
5.173337685710684e-07,0.05842168493353951,0.00010536239340662672,0.938,0.0,0.0,0.03557271900011105,0.008272738162281435,0.049911474426860676,3.1515021612933738e-12,1.9719245783645888e-26,0.001998430646330386,2.792736770486287e-24,6.040869137469375e-35,1.0508472345182607e-06,2.0388129924178868e-19,0.003541990978172386,1.610162354240781e-08,7.4231695710607e-09,1.0194185888079136e-06,5.302250794087164e-07,3.202022188755947e-09,3.4468745725183005e-27,-1.1739570762673584e-23,1.9997459097746936e-10,3.500701727190145e-05,7.587687553713652e-08,5.1741470617823305e-14
