Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),N2X2(45)
4.898621845147119e-10,0.0357716342693874,2.6583342657561916e-07,0.938,0.0,0.0,0.024006942638326787,0.009998443533066621,0.049994720219871044,2.8436151645085604e-59,2.293282702585723e-66,0.0019994709609017663,8.245243316301866e-81,1.3769984575936765e-80,5.136784728415574e-06,5.039356187224779e-41,3.2045384756217416e-06,2.648984072800131e-25,5.139079172611005e-08,4.978056811111877e-07,3.1233417115648515e-08,7.845770239259828e-18,1.372848563522335e-79,9.18322553751233e-57,3.9099867460693414e-47
4.920842231883991e-10,0.0357716342693874,2.670330177734705e-07,0.938,0.0,0.0,0.024006915039876706,0.009998436475726558,0.04999471033401158,2.948296413994454e-59,2.3580366273505935e-66,0.0019994685625824887,8.600717025239682e-81,1.415891811301057e-80,5.146058754297427e-06,5.130677421314551e-41,3.219249446159373e-06,2.6828935370035588e-25,5.1406334914413536e-08,5.002125331943947e-07,3.122488431016893e-08,7.894207563462275e-18,1.4286775559405988e-79,9.387290120105479e-57,4.0324964177301915e-47
4.943062618620863e-10,0.0357716342693874,2.6823232602647564e-07,0.938,0.0,0.0,0.0240068875100323,0.00999842941840768,0.04999470051642037,3.0562485365370774e-59,2.424224437855686e-66,0.0019994661642752966,8.969238148418167e-81,1.4556466468836153e-80,5.155264829979177e-06,5.223107884252384e-41,3.233960423034138e-06,2.717046651787084e-25,5.142151131563926e-08,5.026193867733192e-07,3.121633792286532e-08,7.942619227768363e-18,1.4864270741184368e-79,9.59457365917756e-57,4.158153780648473e-47
4.965283005357736e-10,0.0357716342693874,2.6943135083111807e-07,0.938,0.0,0.0,0.024006860048296018,0.009998422361109953,0.049994690766599466,3.167555335870977e-59,2.4918686647534487e-66,0.001999463765980183,9.35119886763398e-81,1.4962765040723779e-80,5.164403453062878e-06,5.316653830182425e-41,3.2486714018460926e-06,2.751443734497553e-25,5.14363257790594e-08,5.050262382480575e-07,3.120778156182169e-08,7.99100520360891e-18,1.5461507215703326e-79,9.805103869961618e-57,4.2870217419622907e-47
4.987503392094608e-10,0.0357716342693874,2.7063009169560674e-07,0.938,0.0,0.0,0.024006832654173943,0.009998415303833328,0.049994681084054554,3.282302285776512e-59,2.5609920316767993e-66,0.001999461367697139,9.74700039131658e-81,1.5377950385822644e-80,5.173475117506638e-06,5.411321495021857e-41,3.263382378306786e-06,2.78608510203157e-25,5.1450783042097196e-08,5.074330841192391e-07,3.11992187345398e-08,8.039365473124461e-18,1.6079032294974433e-79,1.0018908438319665e-56,4.419164103352091e-47
5.009723778831481e-10,0.0357716342693874,2.718285481396375e-07,0.938,0.0,0.0,0.024006805327175754,0.009998408246577772,0.0499946714682949,3.400576553760291e-59,2.631617455027609e-66,0.0019994589694261565,1.0157053091756726e-80,1.580216021984427e-80,5.182480313651293e-06,5.507117096379304e-41,3.2780933482365018e-06,2.8209710708807537e-25,5.146488773312175e-08,5.098399209855217e-07,3.119065285044079e-08,8.087700028855838e-18,1.6717404718688403e-79,1.0236015018839721e-56,4.554645568667371e-47
5.031944165568353e-10,0.0357716342693874,2.730267196941639e-07,0.938,0.0,0.0,0.024006778066814706,0.009998401189343245,0.04999466191883339,3.5224670249370135e-59,2.703768043751984e-66,0.0019994565711672274,1.0581776643060356e-80,1.6235533415706481e-80,5.191419528246911e-06,5.604046833474621e-41,3.2928043075615554e-06,2.8561019571759103e-25,5.147864437417762e-08,5.122467455411524e-07,3.118208722330833e-08,8.136008873442439e-18,1.7377194805530178e-79,1.045645123294593e-56,4.693531751581921e-47
5.054164552305225e-10,0.0357716342693874,2.742246059011711e-07,0.938,0.0,0.0,0.024006750872607625,0.009998394132129705,0.04999465243518648,3.6480643261134587e-59,2.777467099102428e-66,0.0019994541729203446,1.1021600159812398e-80,1.667821000209847e-80,5.200293244479076e-06,5.702116887059943e-41,3.307515252311666e-06,2.891478076730135e-25,5.1492057383650415e-08,5.146535545735792e-07,3.117352507367464e-08,8.184292019328229e-18,1.8058984604978184e-79,1.0680244667021664e-56,4.835889183277737e-47
5.076384939042098e-10,0.0357716342693874,2.75422206313458e-07,0.938,0.0,0.0,0.024006723744074854,0.009998387074937118,0.04999464301687413,3.777460850075392e-59,2.852738114386995e-66,0.0019994517746855004,1.1476962336434943e-80,1.71303311619675e-80,5.209101941994999e-06,5.801333419342046e-41,3.322226178617378e-06,2.9270997450808834e-25,5.150513107886958e-08,5.17060344961121e-07,3.116496953115051e-08,8.232549488475101e-18,1.87633680495696e-79,1.0907422870545613e-56,4.981785320157849e-47
5.09860532577897e-10,0.0357716342693874,2.7661952049442415e-07,0.938,0.0,0.0,0.024006696680740236,0.009998380017765445,0.049994633663419864,3.9107507800781496e-59,2.9296047747054925e-66,0.0019994493764626847,1.1948311587223953e-80,1.7592039230927797e-80,5.2178460969294244e-06,5.901702573905989e-41,3.336937082707558e-06,2.9629672775310265e-25,5.151786967864999e-08,5.194671136706942e-07,3.115642363670048e-08,8.280781312083578e-18,1.9490951107612874e-79,1.1138013354240831e-56,5.131288551588259e-47
5.120825712515843e-10,0.0357716342693874,2.7781654801786234e-07,0.938,0.0,0.0,0.024006669682131086,0.00999837296061464,0.049994624374350635,4.048030114541661e-59,3.008090956672857e-66,0.0019994469782518916,1.2436106187048636e-80,1.806347769559219e-80,5.226526181930352e-06,6.003230475639955e-41,3.351647960906938e-06,2.999080989188915e-25,5.153027730577333e-08,5.218738577555906e-07,3.114789034486436e-08,8.328987530320605e-18,2.02423519363291e-79,1.1372043588236714e-56,5.284468207669186e-47
5.143046099252715e-10,0.0357716342693874,2.790132884677571e-07,0.938,0.0,0.0,0.024006642747778195,0.009998365903484673,0.04999461514919691,4.189396691950707e-59,3.0882207281297745e-66,0.0019994445800531127,1.294081441269729e-80,1.8544791191827002e-80,5.235142666184573e-06,6.105923230661363e-41,3.3663588096337226e-06,3.035441195007473e-25,5.154235798941073e-08,5.24280574353308e-07,3.113937252592625e-08,8.377168192054297e-18,2.101820103540335e-79,1.1609541000243808e-56,5.441394567035809e-47
5.165266485989587e-10,0.0357716342693874,2.802097414380881e-07,0.938,0.0,0.0,0.024006615877215753,0.009998358846375503,0.04999460598749255,4.3349502159611624e-59,3.1700183478406293e-66,0.0019994421818663403,1.346291468485352e-80,1.9036125502930776e-80,5.243696015443016e-06,6.20978692624416e-41,3.38106962539726e-06,3.0720482098223542e-25,5.155411566748782e-08,5.266872606834341e-07,3.113087296803198e-08,8.425323354595487e-18,2.1819141400927253e-79,1.1850532973741564e-56,5.602138864688744e-47
5.18748687272646e-10,0.0357716342693874,2.814059065326393e-07,0.938,0.0,0.0,0.024006589069981363,0.009998351789287093,0.04999459688877485,4.484792280713048e-59,3.253508265178892e-66,0.0019994397836915665,1.4002895710686332e-80,1.9537627557737315e-80,5.252186692045902e-06,6.31482763074728e-41,3.395780404795756e-06,3.1089023483891695e-25,5.1565554188993356e-08,5.290939140455781e-07,3.1122394379256506e-08,8.473453083445909e-18,2.2645828679713786e-79,1.2095046846178886e-56,5.766773299854451e-47
5.209707259463332e-10,0.0357716342693874,2.826017833648126e-07,0.938,0.0,0.0,0.024006562325616,0.00999834473221941,0.04999458785258447,4.639026396351146e-59,3.338715119800018e-66,0.0019994373855287844,1.4561256627037572e-80,2.0049445428643647e-80,5.260615154947735e-06,6.421051393544324e-41,3.4104911445140497e-06,3.1460039254198203e-25,5.157667731623292e-08,5.315005318173544e-07,3.1113939389621815e-08,8.521557452052861e-18,2.349893132396532e-79,1.234310990718755e-56,5.935371043875737e-47
5.231927646200205e-10,0.0357716342693874,2.8379737155744655e-07,0.938,0.0,0.0,0.024006535643664,0.00999833767517241,0.04999457887846545,4.797758014753983e-59,3.425663741301947e-66,0.0019994349873779863,1.5138507144190126e-80,2.0571728329563412e-80,5.268981859742079e-06,6.52846424495434e-41,3.4252018413214474e-06,3.183353255617945e-25,5.158748872702847e-08,5.339071114524122e-07,3.110551055306675e-08,8.569636541570213e-18,2.437913074627571e-79,1.2594749396808398e-56,6.108006248132631e-47
5.254148032937077e-10,0.0357716342693874,2.8499267074264054e-07,0.938,0.0,0.0,0.024006509023673014,0.009998330618146062,0.04999456996596516,4.961094555472026e-59,3.5143791488733135e-66,0.0019994325892391637,1.5735167690199905e-80,2.1104626613806217e-80,5.27728725868618e-06,6.637072196173765e-41,3.439912492069596e-06,3.2209506537135145e-25,5.159799201686524e-08,5.36313650478512e-07,3.1097110349369776e-08,8.617690440625584e-18,2.5287121474947343e-79,1.2849992503730364e-56,6.284754051993791e-47
5.276368419673949e-10,0.0357716342693874,2.8618768056158226e-07,0.938,0.0,0.0,0.024006482465193994,0.009998323561140327,0.04999456111463429,5.1291454318758265e-59,3.6048865509294155e-66,0.00199943019111231,1.635176955577486e-80,2.1648291771883418e-80,5.285531800725399e-06,6.746881239209487e-41,3.4546230936904222e-06,3.258796434496591e-25,5.160819070098698e-08,5.387201464956514e-07,3.108874118602556e-08,8.665719245093575e-18,2.6223611309603677e-79,1.3108866363542301e-56,6.465690590798668e-47
5.298588806410822e-10,0.0357716342693874,2.873824006643816e-07,0.938,0.0,0.0,0.024006455967781188,0.009998316504155166,0.049994552324026796,5.302022077514982e-59,3.6972113447360855e-66,0.0019994277929974175,1.6988855039683737e-80,2.2202876429241096e-80,5.293715931517456e-06,6.857897346813011e-41,3.469333643194109e-06,3.296890912850255e-25,5.1618088216440715e-08,5.411265971742322e-07,3.108040540007649e-08,8.7137230578749e-18,2.7189321477078e-79,1.3371398056997554e-56,6.65089300387064e-47
5.320809193147694e-10,0.0357716342693874,2.8857683070990657e-07,0.938,0.0,0.0,0.024006429530992086,0.00999830944719055,0.049994543593699925,5.479837972688716e-59,3.7913791160214995e-66,0.001999425394894478,1.7646977594677507e-80,2.2768534343920436e-80,5.3018400934565155e-06,6.970126472415731e-41,3.4840441376671315e-06,3.3352344037827603e-25,5.1627687924072156e-08,5.435330002532733e-07,3.107210525990013e-08,8.761701988681253e-18,2.8184986787558933e-79,1.363761460829135e-56,6.84043944256131e-47
5.343029579884567e-10,0.0357716342693874,2.897709703656261e-07,0.938,0.0,0.0,0.024006403154387405,0.009998302390246438,0.04999453492321411,5.662708671228895e-59,3.887415638576053e-66,0.001999422996803486,1.832670197390606e-80,2.3345420404146305e-80,5.3099047256970826e-06,7.083574550065284e-41,3.4987545742703327e-06,3.3738272224588786e-25,5.163699311047276e-08,5.459393535386669e-07,3.10638429669536e-08,8.80965615382582e-18,2.921135579097297e-79,1.3907542983350952e-56,7.03440907832621e-47
5.365249966621439e-10,0.0357716342693874,2.9096481930745487e-07,0.938,0.0,0.0,0.024006376837531082,0.009998295333322799,0.04999452631213307,5.8507518274963216e-59,3.985346873840367e-66,0.001999420598724432,1.9028604377812736e-80,2.3933690625844507e-80,5.3179102641777205e-06,7.198247494362959e-41,3.513464950237048e-06,3.412669684230512e-25,5.164600698987959e-08,5.483456549014771e-07,3.1055620657475724e-08,8.857585676019275e-18,3.0269190933584795e-79,1.4181210088138594e-56,7.232882110832096e-47
5.387470353358311e-10,0.0357716342693874,2.9215837721960344e-07,0.938,0.0,0.0,0.02400635057999023,0.009998288276419595,0.04999451776002366,6.044087223591128e-59,4.0851989704815295e-66,0.0019994182006573104,1.975327260148907e-80,2.45335021500881e-80,5.325857141644609e-06,7.314151200402206e-41,3.528175262871282e-06,3.451762104666545e-25,5.165473270602909e-08,5.507519022762779e-07,3.104744040414808e-08,8.90549068417112e-18,3.1359268714795224e-79,1.445864276696717e-56,7.435939776096057e-47
5.409690740095184e-10,0.0357716342693874,2.9335164379443225e-07,0.938,0.0,0.0,0.02400632438133513,0.009998281219536791,0.04999450926645593,6.242836796778128e-59,4.186998263957647e-66,0.0019994158026021133,2.0501306182472047e-80,2.5145013240473546e-80,5.333745787674923e-06,7.431291543708164e-41,3.542885509545917e-06,3.4911047995819847e-25,5.166317333396558e-08,5.531580936595337e-07,3.1039304217715626e-08,8.95337131319627e-18,3.248237984411744e-79,1.473986780082874e-56,7.643664354656649e-47
5.431911126832056e-10,0.0357716342693874,2.9454461873230817e-07,0.938,0.0,0.0,0.024006298241139184,0.009998274162674353,0.04999450083100309,6.4471246671279656e-59,4.290771276070818e-66,0.001999413404558834,2.1273316548966167e-80,2.5768383280427057e-80,5.341576628700029e-06,7.549674380178247e-41,3.557595687700979e-06,3.5306980850663835e-25,5.1671331881805817e-08,5.555642271080172e-07,3.1031214048568105e-08,9.001227703826715e-18,3.363932939831138e-79,1.50249119057358e-56,7.856139179777298e-47
5.454131513568929e-10,0.0357716342693874,2.9573730174146694e-07,0.938,0.0,0.0,0.024006272158978922,0.009998267105832246,0.04999449245324142,6.657077165374902e-59,4.396544714508584e-66,0.0019994110065274648,2.206992716847223e-80,2.6403772770441717e-80,5.3493500880285325e-06,7.669305546023772e-41,3.5723057948419352e-06,3.570542277511582e-25,5.1679211292460254e-08,5.579703007372682e-07,3.1023171788282885e-08,9.049060002428179e-18,3.4830936978656687e-79,1.5313801731075335e-56,8.073448645682115e-47
5.476351900305801e-10,0.0357716342693874,2.969296925378775e-07,0.938,0.0,0.0,0.024006246134433973,0.00999826004901044,0.04999448413275034,6.872822860992111e-59,4.5043454723739803e-66,0.0019994086085079995,2.2891773696804967e-80,2.7051343325245995e-80,5.357066585869142e-06,7.790190857712607e-41,3.587015828538043e-06,3.610637693638774e-25,5.1686814445312264e-08,5.603763127200873e-07,3.1015179271130215e-08,9.096868360821647e-18,3.6058036868344e-79,1.5606563857975687e-56,8.295678215824426e-47
5.498572287042673e-10,0.0357716342693874,2.9812179084511003e-07,0.938,0.0,0.0,0.024006220167087013,0.009998252992208896,0.049994475869112355,7.094492590485359e-59,4.6142006277042506e-66,0.00199940621050043,2.3739504127481277e-80,2.7711257670903996e-80,5.364726539353367e-06,7.91233611191283e-41,3.601725786420729e-06,3.650984650524918e-25,5.169414415785613e-08,5.627822612850679e-07,3.1007238275541774e-08,9.144652936109587e-18,3.7321478189964926e-79,1.5903224797686251e-56,8.522914431188173e-47
5.520792673779546e-10,0.0357716342693874,2.9931359639420857e-07,0.938,0.0,0.0,0.02400619425652379,0.009998245935427582,0.049994467661912984,7.322219485905911e-59,4.726137442978332e-66,0.00199940381250475,2.461377894146094e-80,2.8383679641848275e-80,5.37233036255806e-06,8.035747085437432e-41,3.6164356661820174e-06,3.6915834656285074e-25,5.1701203187294836e-08,5.651881447151647e-07,3.09993505255432e-08,9.192413890506835e-18,3.86221250630803e-79,1.6203810989969952e-56,8.755244918622435e-47
5.543013060516418e-10,0.0357716342693874,3.0050510892356584e-07,0.938,0.0,0.0,0.024006168402333057,0.009998238878666466,0.0499944595107408,7.556139003583545e-59,4.840183364613196e-66,0.0019994014145209523,2.551527125722141e-80,2.906877417784544e-80,5.379878466527777e-06,8.160429535189983e-41,3.631145465572991e-06,3.7324344568147167e-25,5.1707994232098363e-08,5.675939613462951e-07,3.0991517692151694e-08,9.240151391175992e-18,3.996085676184714e-79,1.6508348801508586e-56,8.99275839920926e-47
5.565233447253291e-10,0.0357716342693874,3.016963281788016e-07,0.938,0.0,0.0,0.024006142604106582,0.009998231821925514,0.04999445141518741,7.796388953080594e-59,4.956366022449115e-66,0.00199939901654903,2.644466698114832e-80,2.9766707320895293e-80,5.387371259296987e-06,8.28638919811134e-41,3.6458551824022915e-06,3.773537942379937e-25,5.17145199335238e-08,5.699997095659768e-07,3.0983741394739226e-08,9.287865610067172e-18,4.133856787268357e-79,1.6816864524321019e-56,9.235544696665062e-47
5.587453833990163e-10,0.0357716342693874,3.0288725391264404e-07,0.938,0.0,0.0,0.024006116861439098,0.009998224765204693,0.04999444337484737,8.043109526367834e-59,5.074713229223987e-66,0.0019993966185889766,2.7402664958223188e-80,3.047764621206402e-80,5.394809145912115e-06,8.413631791127323e-41,3.660564814534662e-06,3.8148942410757225e-25,5.17207828770977e-08,5.724053878119985e-07,3.097602320236226e-08,9.335556723762095e-18,4.2756168451952176e-79,1.7129384374194245e-56,9.48369474577576e-47
5.609674220727035e-10,0.0357716342693874,3.04077885884815e-07,0.938,0.0,0.0,0.02400609117392832,0.009998217708503971,0.0499944353893182,8.296443327223181e-59,5.195252980036748e-66,0.0019993942206407845,2.838997712298974e-80,3.120175908825184e-80,5.402192528453427e-06,8.542163011097395e-41,3.675274359889518e-06,3.8565036721321465e-25,5.172678559406187e-08,5.748109945711228e-07,3.096836463505895e-08,9.383224913322344e-18,4.4214584183641186e-79,1.7445934489127316e-56,9.737300600865927e-47
5.631894607463908e-10,0.0357716342693874,3.052682238619167e-07,0.938,0.0,0.0,0.024006065541174886,0.009998210651823315,0.04999442745820038,8.55653540085403e-59,5.318013451800039e-66,0.0019993918227044476,2.9407328650780155e-80,3.193921527889586e-80,5.40952180605674e-06,8.671988534764317e-41,3.6899838164395576e-06,3.898366555280607e-25,5.173253056278325e-08,5.772165283778211e-07,3.096076716511406e-08,9.430870364141678e-18,4.57147565370235e-79,1.7766540927788199e-56,9.996455444302122e-47
5.65411499420078e-10,0.0357716342693874,3.064582676173232e-07,0.938,0.0,0.0,0.024006039962782343,0.009998203595162694,0.04999441958109733,8.82353326374421e-59,5.443023002682131e-66,0.001999389424779959,3.0455458109182558e-80,3.2690185202608486e-80,5.416797374935001e-06,8.803114018704791e-41,3.7046931822094042e-06,3.9404832107760667e-25,5.173802021012886e-08,5.796219878130404e-07,3.095323221829308e-08,9.478493265802372e-18,4.725764292427314e-79,1.8091229667983561e-56,1.026125359503066e-46
5.676335380937653e-10,0.0357716342693874,3.0764801693107273e-07,0.938,0.0,0.0,0.024006014438357152,0.009998196538522077,0.049994411757615334,9.097586933726395e-59,5.570310171538268e-66,0.0019993870268673127,3.1535117609730848e-80,3.3454840363752023e-80,5.424019628399673e-06,8.935545099281078e-41,3.7194024552742884e-06,3.9828539594187687e-25,5.174325691280651e-08,5.820273715029999e-07,3.094576117504551e-08,9.526093811935386e-18,4.8844216858019104e-79,1.8420026605141487e-56,1.0531790517150033e-46
5.698555767674525e-10,0.0357716342693874,3.0883747158976425e-07,0.938,0.0,0.0,0.02400598896750863,0.00999818948190143,0.04999440398736358,9.378848960280942e-59,5.699903677331484e-66,0.001999384628966501,3.2647072959798098e-80,3.423335334895002e-80,5.431188956881997e-06,9.069287392593589e-41,3.7341116337587557e-06,4.025479122575412e-25,5.1748242998672146e-08,5.844326781180176e-07,3.0938355371678685e-08,9.573672200084372e-18,5.0475468108816095e-79,1.8752957550807145e-56,1.0808162828518192e-46
5.720776154411397e-10,0.0357716342693874,3.10026631386456e-07,0.938,0.0,0.0,0.02400596354984895,0.009998182425300718,0.049994396269954104,9.667474455062045e-59,5.83183241854299e-66,0.0019993822310775183,3.379210381467437e-80,3.50258978235359e-80,5.438305747954077e-06,9.204346494434428e-41,3.7488207158354124e-06,4.0683590221998327e-25,5.17529807480046e-08,5.868379063713652e-07,3.093101610150224e-08,9.621228631573303e-18,5.2152402862511974e-79,1.9090048231151518e-56,1.1090468309394923e-46
5.74299654114827e-10,0.0357716342693874,3.1121549612056706e-07,0.938,0.0,0.0,0.024005938184993122,0.009998175368719919,0.04999438860500177,9.96362112265214e-59,5.966125472572231e-66,0.0019993798332003567,3.497100382981021e-80,3.58326485279393e-80,5.4453703863498165e-06,9.340727980241941e-41,3.763529699723695e-06,4.111493980853171e-25,5.175747239474838e-08,5.892430550181536e-07,3.092374461594451e-08,9.668763311377758e-18,5.3876043877491664e-79,1.9431324285493075e-56,1.1378805911119556e-46
5.765216927885142e-10,0.0357716342693874,3.1240406559778e-07,0.938,0.0,0.0,0.024005912872558963,0.009998168312158995,0.04999438099212429,1.0267449291545532e-58,6.102812095126684e-66,0.001999377435335011,3.61845808132064e-80,3.6653781274010946e-80,5.452383253985711e-06,9.478437405056175e-41,3.7782385836886797e-06,4.154884321723565e-25,5.1761720127725594e-08,5.916481228542426e-07,3.0916542125641057e-08,9.716276447999682e-18,5.564743064177705e-79,1.9776811264832508e-56,1.167327576482419e-46
5.787437314622015e-10,0.0357716342693874,3.135923396299486e-07,0.938,0.0,0.0,0.024005887612167084,0.009998161255617916,0.04999437343094213,1.0579121945362088e-58,6.241921719601515e-66,0.001999375037481474,3.743365687793123e-80,3.748947294128622e-80,5.4593447299814684e-06,9.617480303475343e-41,3.7929473660399183e-06,4.198530368645358e-25,5.1765726091817234e-08,5.940531087151819e-07,3.090940980149605e-08,9.76376825334557e-18,5.746761952996265e-79,2.0126534630400566e-56,1.1973979190182722e-46
5.809657701358887e-10,0.0357716342693874,3.1478031803500507e-07,0.938,0.0,0.0,0.024005862403440863,0.009998154199096656,0.049994365921078567,1.0898804754292066e-58,6.383483956449152e-66,0.0019993726396397397,3.871906859474564e-80,3.833990147318834e-80,5.4662551906804994e-06,9.75786218961322e-41,3.8076560451302958e-06,4.242432446117859e-25,5.176949238911508e-08,5.96458011475174e-07,3.090234877571755e-08,9.811238942607967e-18,5.933768395996688e-79,2.0480519752218937e-56,1.2281018704195814e-46
