Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),H2(13)
1.681193186240661e-06,0.0505958752244895,6.673940011769253e-07,9.105476910472905e-09,7.926822591411495e-07,2.1784305097085268e-38,7.13237659982336e-05,0.938,3.8944674254833835e-19,0.01798911885913831,1.132396328614284e-07,1.8021759340078552e-09,2.396098984011463e-06,0.0,0.0,0.01590431102408104,0.0010338378745403873,0.04994241090734588,1.5868468416532287e-24,9.097232772065482e-31,0.001996814161905042,1.2767348254003492e-36,2.1646288234765173e-05
1.6867660209581265e-06,0.0505958752244895,6.674401053428492e-07,9.158534376624923e-09,7.921968812534183e-07,2.2105345736776862e-38,7.122478413520502e-05,0.938,3.924079831586529e-19,0.01799863045715396,1.1397286040830583e-07,1.8024821517847694e-09,2.3946846369801237e-06,0.0,0.0,0.01589489947495795,0.0010290766511607712,0.04994242224116113,1.6099239980556135e-24,9.189094206999475e-31,0.0019968147438628944,1.2971498194012159e-36,2.1686106526669242e-05
1.6923388556755919e-06,0.0505958752244895,6.674861814478041e-07,9.211898971898556e-09,7.917143492431253e-07,2.2430653270519795e-38,7.112631394665681e-05,0.938,3.9538710769840893e-19,0.018008087117138846,1.1471022657726625e-07,1.8027895916105769e-09,2.3932784899326644e-06,0.0,0.0,0.01588554233672636,0.001024342935006069,0.04994243349571023,1.6333008469724673e-24,9.281653262012805e-31,0.0019968153132030727,1.317853205109584e-36,2.172575190204477e-05
1.6979116903930573e-06,0.0505958752244895,6.675322192430451e-07,9.265572314581845e-09,7.912346404473586e-07,2.2760280820338517e-38,7.102835358436831e-05,0.938,3.9838422032938994e-19,0.01801748926590812,1.15451755669519e-07,1.8030981960923506e-09,2.391880478164661e-06,0.0,0.0,0.015876239184491103,0.0010196365127606386,0.049942444670832004,1.6569810300308048e-24,9.374914147981827e-31,0.0019968158699746105,1.3388487069471018e-36,2.1765225501782648e-05
1.7034845251105227e-06,0.0505958752244895,6.675782087221528e-07,9.319556032877528e-09,7.907577324464172e-07,2.3094282145894756e-38,7.093090118631162e-05,0.938,4.013994257953177e-19,0.01802683732582774,1.1619747211345834e-07,1.8034079089139843e-09,2.390490537656982e-06,0.0,0.0,0.01586698959781868,0.0010149571733260737,0.0499424557663798,1.680968231877405e-24,9.468881100304312e-31,0.0019968164142254766,1.3601400950445306e-36,2.180452845928833e-05
1.7090573598279881e-06,0.0505958752244895,6.676241401166708e-07,9.373851764947994e-09,7.902836030604874e-07,2.3432711651950262e-38,7.083395487718701e-05,0.938,4.044328294250366e-19,0.01803613171487367,1.1694740046546891e-07,1.8037186748199489e-09,2.3891086050665767e-06,0.0,0.0,0.015857793160677616,0.0010103047077917678,0.04994246678222111,1.705266180677665e-24,9.563558379036472e-31,0.001996816946002588,1.3817311857857278e-36,2.1843661900506482e-05
1.7146301945454535e-06,0.0505958752244895,6.676700038918144e-07,9.428461158960484e-09,7.898122303463688e-07,2.377562439591452e-38,7.073751276894747e-05,0.938,4.0748453713571427e-19,0.01804537284669008,1.1770156541073372e-07,1.8040304395993252e-09,2.387734617717404e-06,0.0,0.0,0.015848649461379625,0.0010056789094059302,0.04994247771823731,1.7298786486199797e-24,9.658950269030658e-31,0.001996817465351823,1.4036258423577498e-36,2.188262694394614e-05
1.720203029262919e-06,0.0505958752244895,6.677157907422397e-07,9.483385873132658e-09,7.89343592594255e-07,2.412307609547964e-38,7.064157296131289e-05,0.938,4.105546554360592e-19,0.018054561130646733,1.1845999176404592e-07,1.8043431500700682e-09,2.3863685135915155e-06,0.0,0.0,0.015839558092521862,0.0010010795735470644,0.049942488574323436,1.7548094524257484e-24,9.755061080073825e-31,0.001996817972318031,1.4258279753071906e-36,2.192142470070659e-05
1.7257758639803844e-06,0.0505958752244895,6.677614915878763e-07,9.538627575778467e-09,7.88877668324568e-07,2.4475123136343754e-38,7.054613354227314e-05,0.938,4.1364329142956013e-19,0.018063696971895346,1.1922270447062367e-07,1.8046567540634946e-09,2.385010231320273e-06,0.0,0.0,0.01583051865092997,0.0009965064976959043,0.04994249935038781,1.7800624538652578e-24,9.851895147026755e-31,0.0019968184669450478,1.4483415431030273e-36,2.1960056274503784e-05
1.7313486986978498e-06,0.0505958752244895,6.678070975698286e-07,9.594187945354315e-09,7.884144362848436e-07,2.483182258002314e-38,7.045119258858079e-05,0.938,4.167505528177458e-19,0.018072780771425087,1.199897286069284e-07,1.8049712004090402e-09,2.3836597101757143e-06,0.0,0.0,0.01582153073760217,0.0009919594814078107,0.04994251004635184,1.8056415602795367e-24,9.94945682996406e-31,0.001996818949275704,1.4711705527060969e-36,2.199852276169736e-05
1.7369215334153152e-06,0.0505958752244895,6.678526000463456e-07,9.65006867050559e-09,7.879538754466716e-07,2.5193232171754286e-38,7.03567481662332e-05,0.938,4.1987654790346584e-19,0.01808181292611719,1.2076108938148647e-07,1.8052864389192382e-09,2.3823168900620597e-06,0.0,0.0,0.015812593957654154,0.0009874383262856133,0.04994252066214973,1.831550725108213e-24,1.0047750514314928e-30,0.0019968194193518423,1.4943190601452157e-36,2.2036825251318213e-05
1.7424943681327806e-06,0.0505958752244895,6.678979905888513e-07,9.706271450113453e-09,7.874959650026817e-07,2.55594103484871e-38,7.026279833094489e-05,0.938,4.230213855941885e-19,0.018090793828798617,1.2153681213571442e-07,1.8056024203749265e-09,2.380981711507351e-06,0.0,0.0,0.015803707920264958,0.0009829428359528806,0.04994253119772824,1.8577939484233683e-24,1.0146780611004675e-30,0.0019968198772143202,1.517791171099947e-36,2.207496482509662e-05
1.748067202850246e-06,0.0505958752244895,6.679432609780383e-07,9.762797993341968e-09,7.870406843635817e-07,2.5930416246970114e-38,7.016934112860975e-05,0.938,4.261851754053242e-19,0.018099723868294993,1.223169223447472e-07,1.8059190965106672e-09,2.379654115655226e-06,0.0,0.0,0.015794872238623595,0.0009784728160276148,0.04994254165304637,1.8843752774694614e-24,1.0246551556597046e-30,0.001996820322903031,1.5415910414901094e-36,2.2112942557490846e-05
1.7536400375677114e-06,0.0505958752244895,6.679884032000212e-07,9.819650019685554e-09,7.865880131552413e-07,2.630630971192845e-38,7.007637459575384e-05,0.938,4.2936802746356517e-19,0.018108603429482575,1.2310144561827056e-07,1.8062364200004032e-09,2.378334044256819e-06,0.0,0.0,0.015786086529876623,0.0009740280740963632,0.04994255202807516,1.9112988072094442e-24,1.0347067813437309e-30,0.001996820756456908,1.565722878072136e-36,2.2150759515716223e-05
1.7592128722851769e-06,0.0505958752244895,6.680334094425498e-07,9.876829259016728e-09,7.861379312158254e-07,2.668715130433599e-38,6.99838967599784e-05,0.938,4.325700525102491e-19,0.018117432893339537,1.2389040770135614e-07,1.806554344443317e-09,2.3770214396627955e-06,0.0,0.0,0.015777350415076476,0.0009696084196887428,0.049942562322797444,1.9385686808771224e-24,1.0448333869796116e-30,0.001996821177913937,1.590190939042375e-36,2.2188416759774737e-05
1.7647857070026423e-06,0.0505958752244895,6.680782720912876e-07,9.93433745163417e-09,7.856904185929736e-07,2.7073002309782856e-38,6.989190564039375e-05,0.938,4.357913619047405e-19,0.0181262126369963,1.2468383447530088e-07,1.8068728243499045e-09,2.375716244815513e-06,0.0,0.0,0.01576866351913068,0.0009652136642523642,0.04994257253720759,1.9661890905358407e-24,1.0550354240014214e-30,0.0019968215873111686,1.6149995346473866e-36,2.2225915342485034e-05
1.7703585417201077e-06,0.0505958752244895,6.68122983726142e-07,9.992176348311091e-09,7.85245455541022e-07,2.7463924746939125e-38,6.980039924804369e-05,0.938,4.39032067627834e-19,0.018134943033785145,1.2548175195846932e-07,1.8071918151282525e-09,2.3744184032413007e-06,0.0,0.0,0.01576002547075181,0.0009608436211281519,0.04994258267131124,1.994164277643539e-24,1.0653133464647864e-30,0.0019968219846847276,1.6401530278013264e-36,2.2263256309512887e-05
1.775931376437573e-06,0.0505958752244895,6.681675371176576e-07,1.005034771034392e-08,7.848030225182752e-07,2.785998137611586e-38,6.970937558632133e-05,0.938,4.422922822851792e-19,0.018143624453289063,1.262841863071402e-07,1.8075112730705269e-09,2.3731278590428664e-06,0.0,0.0,0.015751435902408274,0.0009564981055260501,0.04994259272512507,2.0224985336242627e-24,1.0756676110615144e-30,0.001996822370069824,1.665655834710476e-36,2.2300440699402013e-05
1.7815042111550385e-06,0.0505958752244895,6.68211925223463e-07,1.01088533096013e-08,7.843631001843162e-07,2.8261235707924495e-38,6.96188326513758e-05,0.938,4.455721191107248e-19,0.018152257261389818,1.2709116381635581e-07,1.8078311553396542e-09,2.371844556891821e-06,0.0,0.0,0.01574289445027585,0.0009521769345011097,0.04994260269867665,2.0511962004462087e-24,1.0860986771343011e-30,0.001996822743500761,1.6915124255050284e-36,2.233746954360535e-05
1.787077045872504e-06,0.0505958752244895,6.682561411847748e-07,1.016769492857337e-08,7.839256693973636e-07,2.866775201203585e-38,6.952876843251051e-05,0.938,4.48871691970184e-19,0.018160841820315236,1.2790271092077583e-07,1.8081514199561957e-09,2.3705684420213117e-06,0.0,0.0,0.01573440075419001,0.0009478799269299474,0.04994261259200408,2.0802616712063685e-24,1.0966070066915177e-30,0.001996823105010946,1.717727324878201e-36,2.2374343866516668e-05
1.7926498805899693e-06,0.0505958752244895,6.683001783229569e-07,1.0226874360421407e-08,7.834907112116688e-07,2.9079595326039977e-38,6.943918091257275e-05,0.938,4.52191115364521e-19,0.018169378488685786,1.2871885419553433e-07,1.8084720257854199e-09,2.3692994602187916e-06,0.0,0.0,0.015725954457598935,0.0009436069034875713,0.049942622405155866,2.1096993907218647e-24,1.1071930644220834e-30,0.0019968234546329047,1.7443051127327572e-36,2.2411064685502546e-05
1.7982227153074348e-06,0.0505958752244895,6.68344030136134e-07,1.0286393409027705e-08,7.830582068749559e-07,2.949683146440776e-38,6.935006806833511e-05,0.938,4.555305044334594e-19,0.018177867621560456,1.295396203571008e-07,1.8087929325245612e-09,2.36803755781887e-06,0.0,0.0,0.01571755520751731,0.0009393576866245671,0.04994263213819064,2.1395138561280223e-24,1.1178573177104149e-30,0.001996823792398281,1.7712504248350336e-36,2.2447633010934682e-05
1.8037955500249002e-06,0.0505958752244895,6.683876902958587e-07,1.0346253889045824e-08,7.826281378258998e-07,2.9919527027555454e-38,6.92614278708686e-05,0.938,4.588899749590085e-19,0.018186309570481868,1.3036503626414454e-07,1.8091141006902593e-09,2.366782681696306e-06,0.0,0.0,0.015709202654480822,0.0009351321005446355,0.04994264179117696,2.1697096174832902e-24,1.128600236651463e-30,0.0019968241183378563,1.7985679534765384e-36,2.2484049846222524e-05
1.8093683847423656e-06,0.0505958752244895,6.684311526438308e-07,1.0406457625951109e-08,7.822004856916474e-07,3.034774941101345e-38,6.917325828590793e-05,0.938,4.622696433690146e-19,0.01819470468352074,1.311951289184032e-07,1.8094354916061913e-09,2.365534779259092e-06,0.0,0.0,0.015700896452501344,0.0009309299711824769,0.04994265136419315,2.2002912783810523e-24,1.1394222940658294e-30,0.001996824432481555,1.826262448143227e-36,2.2520316187846255e-05
1.814941219459831e-06,0.0505958752244895,6.68474411188668e-07,1.0467006456091538e-08,7.817752322853754e-07,3.0781566814700535e-38,6.908555727420876e-05,0.938,4.656696267407297e-19,0.018203053305319652,1.32029925465555e-07,1.8097570673908702e-09,2.3642937984416452e-06,0.0,0.0,0.01569263625902287,0.0009267511261820158,0.049942660857326994,2.2312634965684447e-24,1.1503239655149698e-30,0.0019968247348584496,1.854338716192534e-36,2.2556433025389958e-05
1.8205140541772964e-06,0.0505958752244895,6.685174601027308e-07,1.0527902226738857e-08,7.813523596038873e-07,3.1221048252304407e-38,6.899832279189734e-05,0.938,4.690900428044034e-19,0.0182113557771361,1.3286945319609458e-07,1.8100787909456209e-09,2.363059687698109e-06,0.0,0.0,0.015684421734878013,0.0009225953948749597,0.049942670270675615,2.262630984572221e-24,1.1613057293164764e-30,0.0019968250254967777,1.8828016235382473e-36,2.25924013415752e-05
1.8260868888947618e-06,0.0505958752244895,6.68560293718992e-07,1.0589146796140043e-08,7.809318498252485e-07,3.1666263560770287e-38,6.891155279081248e-05,0.938,4.725310099468971e-19,0.018219612436885007,1.3371373954621307e-07,1.8104006259427366e-09,2.3618323959957557e-06,0.0,0.0,0.0156762525442453,0.0009184626082596866,0.049942679604345196,2.2943985103317767e-24,1.1723680665594516e-30,0.001996825304423944,1.911656095343325e-36,2.2628222112294764e-05
1.8316597236122272e-06,0.0505958752244895,6.686029065279618e-07,1.0650742033569048e-08,7.80513685306458e-07,3.2117283409898306e-38,6.882524521884026e-05,0.938,4.759926472153154e-19,0.018227823619180416,1.345628120986817e-07,1.810722536813804e-09,2.3606118728084906e-06,0.0,0.0,0.015668128354607066,0.0009143525989804527,0.049942688858450865,2.3265708978393957e-24,1.1835114611199593e-30,0.0019968255716665325,1.940907116720737e-36,2.2663896306646687e-05
1.8372325583296927e-06,0.0505958752244895,6.68645293174657e-07,1.0712689819378886e-08,7.800978485811553e-07,3.257417931205103e-38,6.873939802024127e-05,0.938,4.7947507432066175e-19,0.0182359896553767,1.3541669858373942e-07,1.811044488738172e-09,2.35939806811045e-06,0.0,0.0,0.015660048836707942,0.0009102652013069182,0.04994269803311643,2.3591530277878045e-24,1.1947363996765687e-30,0.0019968258272503128,1.970559733442421e-36,2.2699424886968495e-05
1.842805393047158e-06,0.0505958752244895,6.686874484556226e-07,1.0774992045053972e-08,7.796843223573653e-07,3.3037023631972797e-38,6.865400913597076e-05,0.938,4.82978411641518e-19,0.018244110873609044,1.3627542687998484e-07,1.8113664476316186e-09,2.358190932369706e-06,0.0,0.0,0.01565201366451406,0.0009062002511139817,0.04994270712847421,2.3921498382251196e-24,1.2060433717259797e-30,0.0019968260712002507,2.000619052656456e-36,2.27348088088717e-05
1.8483782277646235e-06,0.0505958752244895,6.687293673159951e-07,1.0837650613262842e-08,7.792730895152761e-07,3.350588959672156e-38,6.856907650399186e-05,0.938,4.865027802277381e-19,0.018252187598833413,1.3713902501527132e-07,1.811688380135164e-09,2.3569904165420613e-06,0.0,0.0,0.01564402251517285,0.0009021575858619223,0.04994271614466487,2.4255663252172724e-24,1.2174328695987348e-30,0.0019968263035405145,2.03109024361254e-36,2.2770049021276463e-05
1.853951062482089e-06,0.0505958752244895,6.687710448466191e-07,1.0900667437911093e-08,7.788641331050519e-07,3.398085130571457e-38,6.848459805958167e-05,0.938,4.900483018041697e-19,0.01826022015286579,1.3800752116760703e-07,1.812010253604022e-09,2.355796472064935e-06,0.0,0.0,0.015636075068973382,0.0008981370445768391,0.049942725081837204,2.4594075435179904e-24,1.228905388475022e-30,0.0019968265242944843,2.0619785383958673e-36,2.280514646644647e-05
1.8595238971995543e-06,0.0505958752244895,6.688124762812049e-07,1.0964044444194716e-08,7.784574363446798e-07,3.4461983740889676e-38,6.84005717356309e-05,0.938,4.936150987743944e-19,0.018268208854420938,1.3888094366605807e-07,1.8123320360967407e-09,2.3546090508513493e-06,0.0,0.0,0.015628171009307436,0.0008941384678313861,0.04994273394014794,2.493678607246425e-24,1.2404614264005603e-30,0.001996826733484758,2.0932892326695023e-36,2.2840102080024e-05
1.8650967319170197e-06,0.0505958752244895,6.688536569935325e-07,1.1027783568653662e-08,7.780529826178502e-07,3.4949362776983236e-38,6.831699546293673e-05,0.938,4.972032942244908e-19,0.018276154019150514,1.3975932099165662e-07,1.8126536963644813e-09,2.3534281052840046e-06,0.0,0.0,0.015620310022631033,0.0008901616977257946,0.04994274271976161,2.528384690572515e-24,1.252101484302578e-30,0.001996826931133164,2.125027686425349e-36,2.2874916791065134e-05
1.8706695666344851e-06,0.0505958752244895,6.688945824947027e-07,1.1091886759225774e-08,7.776507554718671e-07,3.5443065191925696e-38,6.8233867170489e-05,0.938,5.00813011926819e-19,0.018284055959680648,1.4064268177831235e-07,1.812975203840424e-09,2.352253588209426e-06,0.0,0.0,0.01561249179842658,0.0008862065778691828,0.04994275142085034,2.563531028410165e-24,1.2638260660058741e-30,0.0019968271172607593,2.1571993247438125e-36,2.290959152207512e-05
1.8762424013519506e-06,0.0505958752244895,6.689352484304282e-07,1.1156355975300981e-08,7.772507386155941e-07,3.5943168677356633e-38,6.815118478575028e-05,0.938,5.044443763438247e-19,0.018291914985648933,1.4153105481372836e-07,1.8132965286293687e-09,2.3510854529322326e-06,0.0,0.0,0.015604716029165655,0.0008822729533611407,0.049942760043593666,2.59912291711834e-24,1.2756356782489745e-30,0.0019968272918878495,2.189809638562253e-36,2.294412718904393e-05
1.881815236069416e-06,0.0505958752244895,6.689756505783709e-07,1.1221193187775823e-08,7.768529159174292e-07,3.6449751849260276e-38,6.806894623492947e-05,0.938,5.080975126318683e-19,0.018299731403740877,1.4242446904032106e-07,1.8136176414974538e-09,2.3499236532094597e-06,0.0,0.0,0.015596982410272252,0.0008783606707735905,0.049942768588178414,2.635165715210143e-24,1.2875308307003742e-30,0.0019968274550339854,2.222864185452326e-36,2.2978524701481915e-05
