Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),N2X2(45),H2(20),H2X(38)
1.9102014900250204e-05,0.04836553141748826,8.06232077833332e-05,0.938,0.0,0.0,0.014286692757576411,0.001005080949846847,0.049892876648681195,2.0067269178778484e-09,-7.161666050341417e-27,0.001993004737386973,-1.4076487355237821e-31,-1.0704116021793194e-40,8.499161298352702e-07,2.671947309747708e-19,0.018096110352772674,2.495539560941547e-07,1.1827226105168682e-09,3.859894736471295e-06,7.574120570582617e-07,3.2318309791954035e-08,-5.0599855634554886e-33,8.225258987829878e-30,1.046035049884071e-06,6.981932519796833e-05,7.139534091571329e-08
1.9156182159315702e-05,0.04836553141748826,8.052883811250691e-05,0.938,0.0,0.0,0.014279149496483751,0.0010011948044496516,0.04989302251025704,2.023281761087358e-09,-7.16164261979043e-27,0.001992993385207946,1.7749683325320897e-31,-1.0002349352185137e-40,8.494698613495321e-07,2.6816908462799885e-19,0.018103737228142045,2.5022531698242506e-07,1.1828402804231968e-09,3.8578727232970665e-06,7.57425510893686e-07,3.239215436464613e-08,6.287054533392506e-33,1.398374904897449e-29,1.0523262614930413e-06,6.974122310377865e-05,7.127781650897868e-08
1.92103494183812e-05,0.04836553141748826,8.043494003876358e-05,0.938,0.0,0.0,0.014271643623497563,0.0009973277546514113,0.049893168086323526,2.039916512037306e-09,-7.161623969125134e-27,0.0019929819872578406,-2.19345966517295e-31,-9.363809663529017e-41,8.49025809635046e-07,2.6914369561169556e-19,0.018111326195605987,2.508965697069052e-07,1.1829580385120452e-09,3.855860767242682e-06,7.574388505164475e-07,3.246598884615561e-08,-7.845615544545008e-33,-2.229597126949467e-29,1.0586353664075165e-06,6.966322182002983e-05,7.116066584828664e-08
1.9264516677446697e-05,0.04836553141748826,8.034151049787308e-05,0.938,0.0,0.0,0.01426417488713396,0.0009934796729998434,0.04989331337715915,2.0566312685470062e-09,-7.161609897830426e-27,0.001992970543613679,2.699786805312598e-31,-8.784559849373689e-41,8.485839597625769e-07,2.7011856109450337e-19,0.018118877509805537,2.515677148009586e-07,1.183075879736384e-09,3.853858798433691e-06,7.574520752872953e-07,3.253981325630599e-08,9.831609157725934e-33,3.160528071949363e-30,1.0649623609991376e-06,6.95853226059574e-05,7.104388817826298e-08
1.9318683936512195e-05,0.04836553141748826,8.024854645066223e-05,0.938,0.0,0.0,0.014256743038187254,0.0009896504331888926,0.04989345838305385,2.073426127946034e-09,-7.161585601047181e-27,0.0019929590543518046,-3.3744963628856237e-31,-8.20333831180207e-41,8.481442969383571e-07,2.710936782642555e-19,0.01812639142307764,2.5223875279237456e-07,1.183193799133781e-09,3.851866747646823e-06,7.574651845916181e-07,3.261362761483161e-08,-1.2382377098138207e-32,2.562541437149147e-29,1.0713072416430423e-06,6.950752669668061e-05,7.092748273479342e-08
1.9372851195577693e-05,0.04836553141748826,8.015604488276924e-05,0.938,0.0,0.0,0.014249347829703603,0.0009858399100455388,0.04989360310430881,2.0903011870754875e-09,-7.161564760938228e-27,0.001992947519547896,4.302888767501873e-31,-7.672138262536559e-41,8.477068065025183e-07,2.7206904431572144e-19,0.018133868185481832,2.529096842034454e-07,1.1833117918249954e-09,3.8498845463022415e-06,7.574781778389989e-07,3.268743194138067e-08,1.5684046399492666e-32,-2.656840689527752e-29,1.0776700047178379e-06,6.94298353035633e-05,7.081144874527627e-08
1.942701845464319e-05,0.04836553141748826,8.006400280440125e-05,0.938,0.0,0.0,0.014241989016955007,0.0009820479795167984,0.04989374754123622,2.107256542289246e-09,-7.16155382260262e-27,0.0019929359392769712,-5.538264445382902e-31,-7.213799933601846e-41,8.472714739275439e-07,2.730446564704481e-19,0.01814130804482641,2.5358050955104286e-07,1.1834298530130197e-09,3.847912126455979e-06,7.574910544626836e-07,3.276122625551962e-08,-1.9973287385239058e-32,-8.188880218885995e-30,1.0840506466055816e-06,6.935224961456946e-05,7.069578542886984e-08
1.948118571370869e-05,0.04836553141748826,7.997241725009438e-05,0.938,0.0,0.0,0.0142346663574137,0.0009782745186568994,0.049893891694159045,2.1242922894552283e-09,-7.161529466186519e-27,0.001992924313613395,7.113456374470049e-31,-6.733696763342721e-41,8.468382848167427e-07,2.7402051197403176e-19,0.018148711246694357,2.542512293466952e-07,1.1835479779815176e-09,3.845949420792419e-06,7.575038139190235e-07,3.2835010576734165e-08,2.555175570982005e-32,4.176823654713921e-29,1.0904491636917558e-06,6.927477079461286e-05,7.058049199673467e-08
1.9535352972774187e-05,0.04836553141748826,7.988128527847637e-05,0.938,0.0,0.0,0.014227379610726875,0.0009745194056146425,0.04989403556341082,2.1414085239566563e-09,-7.161504363719792e-27,0.0019929126426308885,-9.101801478122028e-31,-6.280502263744889e-41,8.464072249027455e-07,2.749966080737714e-19,0.018156078034468833,2.549218440966599e-07,1.1836661620932822e-09,3.843996362616835e-06,7.575164556870931e-07,3.2908784924431315e-08,-3.2823524445736086e-32,-2.6213224079622465e-29,1.0968655523652489e-06,6.919739998590179e-05,7.046556765227079e-08
1.9589520231839685e-05,0.04836553141748826,7.979060397203214e-05,0.938,0.0,0.0,0.01422012853869179,0.0009707825196209322,0.049894179149335374,2.1586053406933115e-09,-7.161497418020144e-27,0.0019929009264025386,1.1678525995596053e-30,-5.926794958818185e-41,8.459782800460192e-07,2.75972942040558e-19,0.018163408649358326,2.5559235430199667e-07,1.1837844007895654e-09,3.842052885848179e-06,7.575289792682107e-07,3.298254931794475e-08,4.235157456737736e-32,-3.035368922552669e-29,1.1032998090183333e-06,6.912013830827804e-05,7.035101159134977e-08
1.9643687490905182e-05,0.04836553141748826,7.970037043687188e-05,0.938,0.0,0.0,0.01421291290523117,0.0009670637409764843,0.04989432245228665,2.1758828340828023e-09,-7.161475065586861e-27,0.001992889165000799,-1.5123251372425124e-30,-5.53750749153307e-41,8.455514362334058e-07,2.769495111783367e-19,0.018170703330421464,2.5626276045863996e-07,1.1839026895886722e-09,3.840118925011883e-06,7.575413841853366e-07,3.3056303776535225e-08,-5.491241345533599e-32,6.188135290644023e-29,1.109751930046649e-06,6.904298685955122e-05,7.023682300254264e-08
1.969785474997068e-05,0.04836553141748826,7.961058180250168e-05,0.938,0.0,0.0,0.014205732476369023,0.0009633629510397035,0.04989446547262853,2.1932410980618225e-09,-7.161442599089167e-27,0.0019928773584975052,1.976687186105949e-30,-5.132750482518685e-41,8.451266795766813e-07,2.7792631278706134e-19,0.018177962314591477,2.5693306305746987e-07,1.1840210240840728e-09,3.838194415232683e-06,7.57553669982749e-07,3.313004831939068e-08,7.154754798399163e-32,-1.482666418298035e-29,1.1162219118491825e-06,6.896594671582733e-05,7.01230010673423e-08
1.9752022009036178e-05,0.04836553141748826,7.952123522159676e-05,0.938,0.0,0.0,0.014198587020206726,0.0009596800322147278,0.04989460821073454,2.210680226087417e-09,-7.161439574989112e-27,0.00199286550696388,-2.5957522657591567e-30,-4.867363920003023e-41,8.447039963111303e-07,2.7890334418302746e-19,0.0181851858367003,2.5760326258437915e-07,1.1841393999440388e-09,3.836279292227712e-06,7.575658362256712e-07,3.320378296563332e-08,-9.363874471354535e-32,-6.785120764972154e-29,1.1227097508282513e-06,6.888901893183281e-05,7.00095449603818e-08
1.9806189268101676e-05,0.04836553141748826,7.943232786977737e-05,0.938,0.0,0.0,0.014191476306899478,0.0009560148679396365,0.04989475066698771,2.2282003111382433e-09,-7.161423771567568e-27,0.001992853610470538,3.412797261165927e-30,-4.5718030355024823e-41,8.442833727941457e-07,2.798806027274729e-19,0.01819237412950241,2.5827335952034346e-07,1.1842578129106732e-09,3.834373492299681e-06,7.575778824995745e-07,3.327750773432039e-08,1.2305291640679744e-31,8.003028296917336e-29,1.1292154433894877e-06,6.88122045412334e-05,6.989645384964797e-08
1.9860356527167174e-05,0.04836553141748826,7.934385694538709e-05,0.938,0.0,0.0,0.01418440010863308,0.000952367342674823,0.049894892841780364,2.2458014457158367e-09,-7.16137971390779e-27,0.0019928416690874915,-4.495344426399677e-30,-4.184561956116868e-41,8.438647955038452e-07,2.8085808577690207e-19,0.018199527423698222,2.5894335434149007e-07,1.184376258797379e-09,3.832476952329896e-06,7.57589808409875e-07,3.335122264444027e-08,-1.6237097173192669e-31,2.088035982330192e-29,1.1357389859418196e-06,6.873550455694817e-05,6.978372689669048e-08
1.991452378623267e-05,0.04836553141748826,7.925581966927317e-05,0.938,0.0,0.0,0.014177358199600995,0.0009487373418915244,0.04989503473551391,2.2634837218458756e-09,-7.161378166485386e-27,0.0019928296828841665,5.949390796767585e-30,-3.984766086312129e-41,8.434482510377062e-07,2.818357906859421e-19,0.018206645947957276,2.5961324751915905e-07,1.1844947334886428e-09,3.83058960977163e-06,7.576016135817677e-07,3.342492771492186e-08,2.151819474183099e-31,-1.260400953507021e-28,1.14228037489746e-06,6.865891997145876e-05,6.967136325682686e-08
1.996869104529817e-05,0.04836553141748826,7.916821328457034e-05,0.938,0.0,0.0,0.014170350355981787,0.0009451247520605101,0.04989517634859859,2.2812472310794455e-09,-7.161377067669522e-27,0.001992817651929399,-7.92310363541031e-30,-3.8029615695422596e-41,8.430337261112199e-07,2.8281371487237935e-19,0.018213729928941044,2.6028303951997046e-07,1.1846132329400839e-09,3.828711402643749e-06,7.576132976593964e-07,3.349862296463839e-08,-2.8642939348095463e-31,8.394219505488376e-29,1.1488396066718896e-06,6.858245175711394e-05,6.95593620793429e-08
2.0022858304363667e-05,0.04836553141748826,7.908103505648633e-05,0.938,0.0,0.0,0.014163376355916812,0.0009415294606409223,0.04989531768145342,2.299092064494303e-09,-7.161317655356782e-27,0.0019928055762914484,1.0606461662329109e-29,-3.4066016017676463e-41,8.426212075565677e-07,2.837918557538948e-19,0.018220779591325426,2.6095273080589263e-07,1.1847317531749815e-09,3.826842269523898e-06,7.576248603054458e-07,3.3572308412396264e-08,3.8287729265272477e-31,9.733743876991668e-29,1.1554166776838455e-06,6.85061008664295e-05,6.944772250768919e-08
2.0077025563429165e-05,0.04836553141748826,7.899428227208904e-05,0.938,0.0,0.0,0.014156435979488239,0.0009379513560692711,0.049895458734505876,2.317018312696144e-09,-7.161308937952047e-27,0.0019927934560380026,-1.4246055732698512e-29,-3.227557217024344e-41,8.422106823213079e-07,2.8477021072003825e-19,0.01822779515782297,2.61622321834298e-07,1.1848502902835717e-09,3.824982149542017e-06,7.576363012013571e-07,3.364598407694579e-08,-5.138330306383025e-31,-1.9846473992819628e-28,1.1620115843553065e-06,6.842986823238381e-05,6.933644367967345e-08
2.0131192822494663e-05,0.04836553141748826,7.890795224009794e-05,0.938,0.0,0.0,0.014149529008697365,0.0009343903277485772,0.04989559950819176,2.335026065819869e-09,-7.161336347367468e-27,0.0019927812912361818,1.9188127017261584e-29,-3.2042661745559213e-41,8.41802137467088e-07,2.8574877723392745e-19,0.018234776849204774,2.622918130580241e-07,1.184968840425137e-09,3.823130982374513e-06,7.576476200463891e-07,3.371964997699393e-08,6.9226279081422e-31,3.8716276744328024e-29,1.1686243231114813e-06,6.835375476870827e-05,6.922552472764865e-08
