Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),N2X2(45),H2(20),H2X(38)
8.689609823607985e-09,0.04836553141748826,7.812657312410704e-06,0.938,0.0,0.0,0.03238684569723177,0.009968017891810265,0.04999429091153062,2.77694288696716e-33,1.2148827284712239e-44,0.0019929915984305264,3.494305113187134e-52,4.76209258672873e-55,1.9306527723875775e-06,6.832449688864957e-29,6.771408945796793e-05,6.311184709316773e-16,2.8562618499800724e-08,6.723579143333123e-06,2.8482090693674976e-07,1.5185682171393713e-12,1.3649038161655323e-53,3.328662253570454e-40,4.4779494011820514e-27,2.3718203154970194e-10,5.225093893423042e-13
8.731858708270962e-09,0.04836553141748826,7.843453554637352e-06,0.938,0.0,0.0,0.03238647018948243,0.009967863031132566,0.04999427597693096,2.889482658521733e-33,1.234838559578267e-44,0.001992971542885067,3.58974101487747e-52,4.840151096885494e-55,1.93062979285435e-06,6.921371765996531e-29,6.803884826298976e-05,6.409600415286262e-16,2.8482748062691006e-08,6.742827348929065e-06,2.8562823235759517e-07,1.5330014563243563e-12,1.4013792481107578e-53,3.365899027362811e-40,4.638830695817502e-27,2.402458805049971e-10,5.291058784084969e-13
8.77410759293394e-09,0.04836553141748826,7.874217544449556e-06,0.938,0.0,0.0,0.0323860948360272,0.009967708176450969,0.04999426105762572,3.006056288445187e-33,1.2550172594140056e-44,0.0019929515820947294,3.687234931906702e-52,4.919077717487083e-55,1.9306068232146327e-06,7.01106275746049e-29,6.836357923729875e-05,6.509124505907069e-16,2.8403411829513833e-08,6.761981860786798e-06,2.8643449631993923e-07,1.547508556404777e-12,1.438623608164894e-53,3.4033632850404947e-40,4.804757302846038e-27,2.433338295558617e-10,5.35753423440197e-13
8.816356477596917e-09,0.04836553141748826,7.904949482681073e-06,0.938,0.0,0.0,0.0323857196361131,0.009967553327763758,0.049994246153520584,3.126789990522304e-33,1.2754201900461513e-44,0.0019929317156051206,3.786819363062981e-52,4.998877694912984e-55,1.9305838634191917e-06,7.101526383766975e-29,6.868828248445114e-05,6.609765034607772e-16,2.8324604031720663e-08,6.7810431268003825e-06,2.872397053238485e-07,1.5620896060213173e-12,1.4766487590553804e-53,3.441055441753986e-40,4.975865136823477e-27,2.4644594743843186e-10,5.424521699705236e-13
8.858605362259895e-09,0.04836553141748826,7.935649568026196e-06,0.938,0.0,0.0,0.0323853445889925,0.009967398485069227,0.04999423126452224,3.25181337091151e-33,1.296048716065583e-44,0.001992911942964021,3.888527136709686e-52,5.079556284700709e-55,1.9305609134191583e-06,7.192766373635583e-29,6.901295810691678e-05,6.711530085264729e-16,2.8246318987606303e-08,6.800011592771494e-06,2.8804386578644904e-07,1.576744693673376e-12,1.5154666813089994e-53,3.4789759141433283e-40,5.152293195331922e-27,2.495823027479151e-10,5.492022633041168e-13
8.900854246922872e-09,0.04836553141748826,7.966317997071285e-06,0.938,0.0,0.0,0.03238496969392296,0.009967243648365664,0.04999421639053832,3.3812595049246896e-33,1.3169042045952499e-44,0.001992892263721378,3.9923914125987075e-52,5.1611187515795066e-55,1.930537973166018e-06,7.284786464001437e-29,6.933760620609485e-05,6.814427772228934e-16,2.81685511006249e-08,6.818887702418101e-06,2.888469840434288e-07,1.5914739077183921e-12,1.5550894739008692e-53,3.5171251203181205e-40,5.334183616383011e-27,2.527429639396731e-10,5.560038485198012e-13
8.94310313158585e-09,0.04836553141748826,7.996954964325627e-06,0.938,0.0,0.0,0.03238459495016733,0.009967088817651378,0.049994201531477454,3.51526501523341e-33,1.337988025298952e-44,0.001992872677429293,4.098445683696681e-52,5.243570369503587e-55,1.9305150426116134e-06,7.377590400021252e-29,6.966222688232975e-05,6.9184662403527e-16,2.8091294857746125e-08,6.837671897383115e-06,2.896490663505038e-07,1.6062773363711848e-12,1.5955293549080208e-53,3.555503479837842e-40,5.521681736668986e-27,2.559279993302908e-10,5.628570704731942e-13
8.985352016248827e-09,0.04836553141748826,8.027560662251781e-06,0.938,0.0,0.0,0.03238422035699356,0.009966933992924682,0.04999418668724918,3.6539701515225875e-33,1.3593015503900058e-44,0.0019928531836420097,4.206723778024221e-52,5.326916421684908e-55,1.9304921217081383e-06,7.471181935079478e-29,6.998682023492632e-05,7.023653665016255e-16,2.8014544827850166e-08,6.856364617243048e-06,2.9045011888484965e-07,1.6211550677033212e-12,1.6367986621675643e-53,3.5941114136925022e-40,5.714936150671045e-27,2.5913747709863163e-10,5.697620737992608e-13
9.027600900911805e-09,0.04836553141748826,8.058135281295294e-06,0.938,0.0,0.0,0.03238384591367468,0.009966779174183886,0.04999417185776399,3.797518871612812e-33,1.3808461546397983e-44,0.0019928337819159116,4.317259860508181e-52,5.4111622006254765e-55,1.9304692104081313e-06,7.565564830794419e-29,7.031138636216483e-05,7.129998252154188e-16,2.7938295660160677e-08,6.87496629951665e-06,2.912501477464997e-07,1.6361071896425044e-12,1.6789098539394396e-53,3.6329493442836122e-40,5.91409877063451e-27,2.623714652868787e-10,5.767190029148176e-13
9.069849785574782e-09,0.04836553141748826,8.088679009913908e-06,0.938,0.0,0.0,0.032383471619488804,0.009966624361427324,0.04999415704293329,3.9460589240728716e-33,1.4026232153862262e-44,0.0019928144718095045,4.430088434847007e-52,5.4963130081492304e-55,1.930446308664476e-06,7.660742857024389e-29,7.06359253613159e-05,7.237508238281761e-16,2.7862542082714457e-08,6.893477379673554e-06,2.9204915895971013e-07,1.6511337899719832e-12,1.7218755095737832e-53,3.6720176954054783e-40,6.119324887420397e-27,2.6563003180156316e-10,5.837280020209851e-13
9.11209867023776e-09,0.04836553141748826,8.119192034606215e-06,0.938,0.0,0.0,0.032383097473719036,0.009966469554653322,0.04999414224266937,4.09974193234416e-33,1.424634112542027e-44,0.001992795252883408,4.545244345389191e-52,5.582374155433476e-55,1.930423416430396e-06,7.756719791873903e-29,7.096043732865494e-05,7.346191890521121e-16,2.77872789008669e-08,6.9118982911428865e-06,2.9284715847429344e-07,1.6662349563299811e-12,1.7657083301828855e-53,3.711316892226809e-40,6.330773232243069e-27,2.689132444145787e-10,5.907892151055914e-13
9.154347554900737e-09,0.04836553141748826,8.149674539939765e-06,0.938,0.0,0.0,0.03238272347565338,0.009966314753860221,0.04999412745688543,4.2587234803989556e-33,1.4468802286030035e-44,0.00199277612470035,4.662762779024864e-52,5.669350963039869e-55,1.9304005336594485e-06,7.85349942169988e-29,7.128492235947641e-05,7.456057506627363e-16,2.7712500995832232e-08,6.9302294653218876e-06,2.9364415216692076e-07,1.6814107762091503e-12,1.8104211393177595e-53,3.750847361272645e-40,6.548606039303737e-27,2.7222117076418425e-10,5.979027859455243e-13
9.196596439563714e-09,0.04836553141748826,8.180126708578667e-06,0.938,0.0,0.0,0.03238234962458478,0.009966159959046369,0.04999411268549553,4.423163199954782e-33,1.469362948656136e-44,0.0019927570868251503,4.782679267090545e-52,5.757248760945011e-55,1.930377660305524e-06,7.951085541117868e-29,7.160938054810771e-05,7.567113415014476e-16,2.763820332325755e-08,6.948471331584519e-06,2.9444014584239494e-07,1.6966613369560372e-12,1.8560268836493115e-53,3.790609530406586e-40,6.772989109329598e-27,2.7555387835599255e-10,6.05068858109039e-13
9.238845324226692e-09,0.04836553141748826,8.2105487213107e-06,0.938,0.0,0.0,0.03238197591981097,0.009966005170210113,0.049994097928414624,4.5932248592672774e-33,1.492083660387601e-44,0.001992738138824715,4.90502968728708e-52,5.8460728885705975e-55,1.930354796322843e-06,8.049481953008305e-29,7.1933811987923e-05,7.679367974781172e-16,2.756438091182972e-08,6.9666243172900355e-06,2.9523514523489336e-07,1.711986725770574e-12,1.9025386336541165e-53,3.8306038288133364e-40,7.004091874028541e-27,2.7891143456394807e-10,6.122875749580158e-13
9.28109420888967e-09,0.04836553141748826,8.24094075707389e-06,0.938,0.0,0.0,0.032381602360634525,0.009965850387349819,0.04999408318555849,4.769076453524306e-33,1.515043754090674e-44,0.001992719280268027,5.029850265610753e-52,5.935828694813163e-55,1.9303319416659505e-06,8.148692468522796e-29,7.225821677135661e-05,7.792829575736583e-16,2.7491028861914287e-08,6.984688847791576e-06,2.960291560091837e-07,1.7273870297055836e-12,1.9499695843047975e-53,3.870830686981559e-40,7.242087461469389e-27,2.8229390663129016e-10,6.195590796501742e-13
9.323343093552647e-09,0.04836553141748826,8.27130299298265e-06,0.938,0.0,0.0,0.03238122894636274,0.00996569561046385,0.04999406845684375,4.9508902968642155e-33,1.5382446226735442e-44,0.0019927005107261346,5.157177578297601e-52,6.026521538073441e-55,1.9303090962897106e-06,8.248720907090407e-29,7.258259498991632e-05,7.90750663842584e-16,2.74181423442255e-08,7.002665346444711e-06,2.9682218376181107e-07,1.7428623356663048e-12,1.998333055764991e-53,3.911290536687006e-40,7.487152762397688e-27,2.857013616715072e-10,6.268835151412412e-13
9.365591978215624e-09,0.04836553141748826,8.301635604353415e-06,0.938,0.0,0.0,0.0323808556763076,0.009965540839550584,0.049994053742187905,5.1388431160414484e-33,1.5616876616670197e-44,0.0019926818297721417,5.28704855378094e-52,6.1181567862852934e-55,1.9302862601493113e-06,8.349571096423996e-29,7.290694673419626e-05,8.023407614155539e-16,2.7345716598526518e-08,7.020554234616001e-06,2.976142340222593e-07,1.7584127304099352e-12,2.0476424940889143e-53,3.951983810975976e-40,7.739468497497238e-27,2.8913386666927557e-10,6.342610241870737e-13
9.407840862878602e-09,0.04836553141748826,8.331938764729813e-06,0.938,0.0,0.0,0.03238048254978576,0.009965386074608392,0.0499940390415092,5.3331161457629557e-33,1.585374269232145e-44,0.001992663236981197,5.419500474662067e-52,6.210739816944291e-55,1.9302634332002502e-06,8.451246872526561e-29,7.323127209388973e-05,8.140540985019068e-16,2.727374693235919e-08,7.038355931691516e-06,2.9840531225408534e-07,1.7740383005451874e-12,2.097911471925508e-53,3.99291094414905e-40,7.999219285607489e-27,2.925914884813901e-10,6.41691749345741e-13
9.45008974754158e-09,0.04836553141748826,8.362212645907414e-06,0.938,0.0,0.0,0.03238010956611849,0.009965231315635668,0.049994024354726746,5.53389522571909e-33,1.6093058461677141e-44,0.0019926447319304885,5.5545709796941795e-52,6.3042760171358864e-55,1.9302406153983416e-06,8.553752079697614e-29,7.35555711578017e-05,8.258915263921838e-16,2.720222871980238e-08,7.056070855085351e-06,2.991954238560296e-07,1.789739132531864e-12,2.149153689227156e-53,4.034072371745116e-40,8.266593712907146e-27,2.960742938376805e-10,6.491758329795625e-13
9.492338632204557e-09,0.04836553141748826,8.392457417958007e-06,0.938,0.0,0.0,0.03237973672463162,0.009965076562630805,0.04999400968176044,5.741370899332937e-33,1.6334837959176965e-44,0.001992626314199231,5.69229806577946e-52,6.398770783563213e-55,1.9302178066997057e-06,8.657090570539586e-29,7.387984401386112e-05,8.378538994606374e-16,2.713115740025826e-08,7.07369942024813e-06,2.9998457416310004e-07,1.8055153126804474e-12,2.201382973962972e-53,4.075468530525683e-40,8.541784403074306e-27,2.99582349341918e-10,6.567134172571049e-13
9.534587516867534e-09,0.04836553141748826,8.422673249253449e-06,0.938,0.0,0.0,0.032379364024655445,0.009964921815592201,0.049993995022530935,5.9557385142522805e-33,1.6579095245785677e-44,0.0019926079833686543,5.83272008997934e-52,6.49422952257453e-55,1.9301950070607703e-06,8.761266205964237e-29,7.420409074913292e-05,8.4994207516773035e-16,2.706052847726566e-08,7.091242040675482e-06,3.0077276844763393e-07,1.821366927151705e-12,2.254613282836631e-53,4.11709985845949e-40,8.824988088433554e-27,3.0311572147271024e-10,6.643046441551376e-13
9.576836401530512e-09,0.04836553141748826,8.452860306489106e-06,0.938,0.0,0.0,0.032378991465524795,0.00996476707451826,0.0499939803769597,6.177198324608665e-33,1.68258444090655e-44,0.0019925897390220015,5.975875771537915e-52,6.590657650190294e-55,1.930172216438265e-06,8.866282855199106e-29,7.452831144983007e-05,8.621569140626219e-16,2.6990337517339885e-08,7.1086991279164966e-06,3.015600119203357e-07,1.8372940619563098e-12,2.3088587020087583e-53,4.1589667947073655e-40,9.116405682100521e-27,3.0667447658438574e-10,6.719496554605513e-13
9.61908528619349e-09,0.04836553141748826,8.483018754706874e-06,0.938,0.0,0.0,0.03237861904657891,0.009964612339407396,0.04999396574496895,6.405955595068282e-33,1.7075099563247646e-44,0.0019925715807445096,6.121804193918493e-52,6.688060592129872e-55,1.930149434789217e-06,8.972144395793983e-29,7.485250620132496e-05,8.744992797856431e-16,2.6920580148838305e-08,7.1260710915821764e-06,3.023463097312919e-07,1.85329680295447e-12,2.3641334478238377e-53,4.201069779607392e-40,9.416242351134535e-27,3.1025868090786664e-10,6.796485927722332e-13
9.661334170856467e-09,0.04836553141748826,8.513148757317768e-06,0.938,0.0,0.0,0.03237824676716141,0.00996445761025803,0.04999395112648165,6.642220706699663e-33,1.732687484930299e-44,0.0019925535081234073,6.270544806853245e-52,6.786443783837928e-55,1.9301266620709525e-06,9.0788547136274e-29,7.517667508816111e-05,8.869700390707596e-16,2.685125206085093e-08,7.143358339353853e-06,3.031316669709644e-07,1.8693752358555826e-12,2.420451867541633e-53,4.2434092546603295e-40,9.724707590710002e-27,3.138684005515323e-10,6.874015975029076e-13
9.703583055519444e-09,0.04836553141748826,8.543250476124165e-06,0.938,0.0,0.0,0.032377874626620284,0.009964302887068587,0.04999393652142154,6.886209264683396e-33,1.7581184435011818e-44,0.0019925355207479024,6.422137428405941e-52,6.885812670510438e-55,1.9301038982410905e-06,9.186417702913151e-29,7.550081819406426e-05,8.995700617480244e-16,2.6782349002115382e-08,7.1605612769916e-06,3.039160886711624e-07,1.885529446217889e-12,2.477828440073116e-53,4.285985662515304e-40,1.0042015299317213e-26,3.1750370150207095e-10,6.952088108809381e-13
9.745831940182422e-09,0.04836553141748826,8.573324071341608e-06,0.938,0.0,0.0,0.03237750262430779,0.009964148169837499,0.049993921929713026,7.138142207889446e-33,1.7838042515032847e-44,0.001992517618209173,6.576622247047728e-52,6.986172707120385e-55,1.93008114325754e-06,9.294837266206831e-29,7.582493560195344e-05,9.123002207460169e-16,2.6713866779955634e-08,7.177680308342608e-06,3.046995798059932e-07,1.901759519448152e-12,2.5362777767208787e-53,4.328799446955763e-40,1.0368383855003498e-26,3.211646496253219e-10,7.030703739520921e-13
9.7880808248454e-09,0.04836553141748826,8.603369701620275e-06,0.938,0.0,0.0,0.03237713075958049,0.009963993458563206,0.049993907351281314,7.398245920347774e-33,1.8097463310971293e-44,0.0019924998001003605,6.734039823745928e-52,7.087529358443131e-55,1.9300583970784985e-06,9.4041173144124e-29,7.614902739395198e-05,9.251613920942738e-16,2.66458012592439e-08,7.194715835349559e-06,3.0548214529279304e-07,1.918065540801341e-12,2.595814621924004e-53,4.371851052885695e-40,1.0704036192665555e-26,3.248513106671084e-10,7.109864275812701e-13
9.830329709508377e-09,0.04836553141748826,8.633387524066043e-06,0.938,0.0,0.0,0.032376759031799145,0.009963838753244147,0.04999389278605231,7.666752344638368e-33,1.8359461071446223e-44,0.0019924820660165562,6.894431094065809e-52,7.189888099081444e-55,1.9300356596624484e-06,9.514261766788777e-29,7.647309365139794e-05,9.381544549257051e-16,2.6578148361385054e-08,7.2116682580589575e-06,3.062637899930373e-07,1.9344475953803303e-12,2.6564538540073986e-53,4.415140926316109e-40,1.1049199882403948e-26,3.285637502540587e-10,7.189571124542018e-13
9.872578594171354e-09,0.04836553141748826,8.663377694261193e-06,0.938,0.0,0.0,0.03237638744032869,0.009963684053878779,0.04999387823395258,7.943899097226986e-33,1.8624050072157094e-44,0.0019924644155547943,7.05783737028529e-52,7.293254413490231e-55,1.9300129309681526e-06,9.625274550956451e-29,7.679713445485479e-05,9.512802914790015e-16,2.6510904063322956e-08,7.228537974629464e-06,3.070445187132331e-07,1.950905768135608e-12,2.718210485935548e-53,4.458669514351754e-40,1.1404107208950863e-26,3.3230203389441914e-10,7.269825690791032e-13
9.914827478834332e-09,0.04836553141748826,8.693340366284786e-06,0.938,0.0,0.0,0.032376015984538244,0.009963529360465554,0.04999386369490944,8.229929585773188e-33,1.8891244615949484e-44,0.0019924468483140437,7.224300343522555e-52,7.397633796000947e-55,1.9299902109546557e-06,9.73715960290411e-29,7.712114988412166e-05,9.645397871010286e-16,2.6444064396568295e-08,7.245325381340186e-06,3.0782433620579154e-07,1.9674401438650034e-12,2.7810996660706935e-53,4.502437265178093e-40,1.1768995252182226e-26,3.3606622697885637e-10,7.350629377883047e-13
9.95707636349731e-09,0.04836553141748826,8.723275692732665e-06,0.938,0.0,0.0,0.03237564466380103,0.009963374673002935,0.04999384916885088,8.525093128437562e-33,1.9161059032880093e-44,0.0019924293638951965,7.393862085876483e-52,7.503031750845689e-55,1.929967499581278e-06,9.849920866995311e-29,7.744514001824346e-05,9.779338302492132e-16,2.6377625446247188e-08,7.262030872598964e-06,3.0860324716988254e-07,1.9840508072134114e-12,2.845136678935385e-53,4.546444628048535e-40,1.2144105968725444e-26,3.39856394781251e-10,7.431983587398431e-13
9.999325248160287e-09,0.04836553141748826,8.753183824737105e-06,0.938,0.0,0.0,0.03237527347749428,0.009963219991489396,0.049993834655705546,8.829645075215253e-33,1.9433507680280965e-44,0.001992411961901062,7.566565052579927e-52,7.60945379218102e-55,1.9299447968076123e-06,9.963562295975155e-29,7.776910493552082e-05,9.91463312493914e-16,2.631158335017009e-08,7.278654840950617e-06,3.0938125625227165e-07,2.0007378426725415e-12,2.9103369459794293e-53,4.590692053271898e-40,1.2529686274674012e-26,3.436726024594815e-10,7.513889719190231e-13
1.0041574132823264e-08,0.04836553141748826,8.78306491198616e-06,0.938,0.0,0.0,0.032374902424999345,0.009963065315923413,0.04999382015540278,9.143846931323254e-33,1.9708604942823005e-44,0.001992394641936354,7.742452084165708e-52,7.716905444111458e-55,1.9299221025935243e-06,1.007808785097699e-28,7.809304471352e-05,1.0051291285207844e-15,2.624593429792058e-08,7.295197677085186e-06,3.1015836804813966e-07,2.0175013345806734e-12,2.9767160263511687e-53,4.635179992200098e-40,1.2925988129420456e-26,3.47514915056199e-10,7.596349171399458e-13
1.0083823017486242e-08,0.04836553141748826,8.812919102742674e-06,0.938,0.0,0.0,0.03237453150570151,0.009962910646303459,0.049993805667872586,9.467966482669148e-33,1.9986365232578748e-44,0.0019923774036076855,7.9215664086453e-52,7.825392240712711e-55,1.929899416899149e-06,1.019350150152916e-28,7.841695942908235e-05,1.0189321761331243e-15,2.6180674529963356e-08,7.311659769846134e-06,3.109345871018851e-07,2.0343413671224137e-12,3.0442896176730986e-53,4.679908897216106e-40,1.333326862061901e-26,3.513833974995926e-10,7.679363340470064e-13
1.012607190214922e-08,0.04836553141748826,8.842746543862954e-06,0.938,0.0,0.0,0.03237416071899007,0.009962755982628028,0.0499937911930456,9.802277923429297e-33,2.0266802989084422e-44,0.0019923602465235562,8.103951643700215e-52,7.93491972605462e-55,1.9298767396848862e-06,1.030980722556172e-28,7.87408491583339e-05,1.0328733562542192e-15,2.611580033677117e-08,7.32804150623854e-06,3.117099179079109e-07,2.051258024328478e-12,3.113073556821794e-53,4.724879221722095e-40,1.375179005028956e-26,3.5527811460414705e-10,7.762933621163627e-13
1.0168320786812197e-08,0.04836553141748826,8.872547380815138e-06,0.938,0.0,0.0,0.03237379006425819,0.00996260132489561,0.049993776730853125,1.0147061985764742e-32,2.0549932679401362e-44,0.0019923431702943465,8.28965179888592e-52,8.045493454223792e-55,1.929854070911401e-06,1.0427009009413248e-28,7.90647139766946e-05,1.0469535729296698e-15,2.6051308057970004e-08,7.3443432714372554e-06,3.1248436491139417e-07,2.068251390075469e-12,3.1830838207121174e-53,4.7700914201278506e-40,1.4181820022074577e-26,3.5919913107139035e-10,7.847061406573723e-13
1.0210569671475174e-08,0.04836553141748826,8.902321757697275e-06,0.938,0.0,0.0,0.03237341954090295,0.009962446673104709,0.04999376228122708,1.0502606071703428e-32,2.0835768798176669e-44,0.001992326174532307,8.478711277848308e-52,8.157118989346036e-55,1.9298314105396163e-06,1.0545110847837634e-28,7.93885539588875e-05,1.0611737333297097e-15,2.598719408150219e-08,7.360565448795042e-06,3.132579325090411e-07,2.0853215480856718e-12,3.254336527085687e-53,4.815545947839385e-40,1.462363152966065e-26,3.6314651149063307e-10,7.931748088140013e-13
1.0252818556138152e-08,0.04836553141748826,8.932069817255076e-06,0.938,0.0,0.0,0.03237304914832529,0.009962292027253824,0.049993747844100045,1.0869204387217511e-32,2.112432586770326e-44,0.0019923092588515485,8.671174880552656e-52,8.269801905608431e-55,1.9298087585307173e-06,1.066411674401087e-28,7.971236917894773e-05,1.0755347477515154e-15,2.592345484280696e-08,7.376708419850692e-06,3.140306250498259e-07,2.1024685819268525e-12,3.326847935303587e-53,4.8612432612477725e-40,1.5077503046376464e-26,3.6712032033970007e-10,8.016995055662043e-13
1.029506744080113e-08,0.04836553141748826,8.961791700899372e-06,0.938,0.0,0.0,0.032372678885929984,0.00996213738734147,0.04999373341940518,1.1247158078525021e-32,2.1415618437979252e-44,0.001992292422868038,8.86708780552497e-52,8.383547787281215e-55,1.9297861148461444e-06,1.0784030709537944e-28,8.003615971023135e-05,1.0900375296214995e-15,2.5860086824018035e-08,7.392772564337111e-06,3.148024468357164e-07,2.1196925750120738e-12,3.400634447143296e-53,4.9071838177182055e-40,1.5543718615979097e-26,3.7112062198565236e-10,8.102803697312771e-13
1.0337316325464107e-08,0.04836553141748826,8.991487548723317e-06,0.938,0.0,0.0,0.03237230875312555,0.009961982753366162,0.04999371900707627,1.1636775370645197e-32,2.1709661086766666e-44,0.0019922756661995833,9.066495652105708e-52,8.49836222873939e-55,1.9297634794475916e-06,1.090485676445966e-28,8.035992562542404e-05,1.1046829954976007e-15,2.5797086553177812e-08,7.408758260189383e-06,3.1557340212238246e-07,2.136993610599507e-12,3.475712607599797e-53,4.953368075579267e-40,1.6022567944640577e-26,3.7514748068550203e-10,8.189175399651811e-13
1.0379565210127084e-08,0.04836553141748826,9.021157499519254e-06,0.938,0.0,0.0,0.03237193874932428,0.009961828125326422,0.04999370460704772,1.2038371708237301e-32,2.200646841964957e-44,0.0019922589884658294,9.269444422715748e-52,8.614250834484055e-55,1.929740852297003e-06,1.102659893725954e-28,8.068366699654976e-05,1.1194720650715553e-15,2.5734450603467656e-08,7.424665883552815e-06,3.163434951198936e-07,2.1543717717922655e-12,3.55209910569085e-53,4.9997964941124026e-40,1.6514346494146795e-26,3.792009605869185e-10,8.276111547638409e-13
1.0421814094790062e-08,0.04836553141748826,9.050801690795358e-06,0.938,0.0,0.0,0.03237156887394218,0.00996167350322078,0.04999369021925453,1.2452269898752938e-32,2.2306055070091534e-44,0.0019922423892882474,9.475980525134644e-52,8.731219219163514e-55,1.929718233356575e-06,1.1149261264870746e-28,8.1007383894979e-05,1.134405661171166e-15,2.5672175592454134e-08,7.440495808790942e-06,3.171127299934003e-07,2.171827141538234e-12,3.629810775266431e-53,5.046469533541604e-40,1.7019355576320815e-26,3.8328112572892644e-10,8.363613524644174e-13
1.046406297945304e-08,0.04836553141748826,9.080420258791964e-06,0.938,0.0,0.0,0.032371199126398985,0.009961518887047771,0.049993675843632276,1.2878800257932153e-32,2.2608435699492546e-44,0.0019922258682901267,9.686150774790961e-52,8.849273007594138e-55,1.929695622588749e-06,1.1272847792683e-28,8.133107639143719e-05,1.1494847097625547e-15,2.5610258181350557e-08,7.4562484084935256e-06,3.178811108638028e-07,2.1893598026299143e-12,3.708864595822267e-53,5.093387655023301e-40,1.753790244868288e-26,3.8738804004259696e-10,8.451682712465518e-13
1.0506311864116017e-08,0.04836553141748826,9.110013338497662e-06,0.938,0.0,0.0,0.03237082950611802,0.009961364276805927,0.04999366148011713,1.3318300757674066e-32,2.2913624997245244e-44,0.0019922094250965656,9.90000239706476e-52,8.968417834780995e-55,1.9296730199562117e-06,1.1397362574549528e-28,8.165474455601274e-05,1.1647101399524056e-15,2.5548695074293595e-08,7.471924053484506e-06,3.186486418084072e-07,2.2069698377042746e-12,3.7892776933174556e-53,5.140551320636434e-40,1.8070300411359384e-26,3.915217673517293e-10,8.54032049133588e-13
1.0548560748778994e-08,0.04836553141748826,9.13958106366509e-06,0.938,0.0,0.0,0.03237046001252627,0.0099612096724938,0.04999364712864581,1.3771117176312818e-32,2.322163768079073e-44,0.001992193059334464,1.0117583029602092e-51,9.088659345938216e-55,1.929650425421891e-06,1.1522809672794062e-28,8.197838845816515e-05,1.1800828839901992e-15,2.5487483017634538e-08,7.487523112829948e-06,3.194153268615679e-07,2.2246573292426065e-12,3.8710673409961734e-53,5.1879609933727465e-40,1.8616868905253164e-26,3.956823713735272e-10,8.629528239937681e-13
1.0590809633441972e-08,0.04836553141748826,9.16912356682653e-06,0.938,0.0,0.0,0.0323700906450543,0.009961055074109939,0.049993632789155654,1.423760325133021e-32,2.35324884956736e-44,0.001992176770632514,1.0338940724641419e-51,9.210003196509182e-55,1.929627838948957e-06,1.1649193158217805e-28,8.230200816673289e-05,1.195603877270436e-15,2.5426618799244897e-08,7.503045953845948e-06,3.2018117001531833e-07,2.24242235957039e-12,3.9542509602134187e-53,5.235617137127253e-40,1.9177933611487617e-26,3.9986991571926525e-10,8.719307335414049e-13
1.063305851810495e-08,0.04836553141748826,9.198640979309185e-06,0.938,0.0,0.0,0.03236972140313626,0.009960900481652903,0.04999361846158452,1.4718120834536512e-32,2.3846192215596586e-44,0.001992160558621191,1.0564123951351957e-51,9.332455052186456e-55,1.9296052605008164e-06,1.177651711010647e-28,8.262560374994108e-05,1.2112740583348483e-15,2.536609924783602e-08,7.518492942106516e-06,3.2094617521998956e-07,2.2602650108571627e-12,4.0388461212647603e-53,5.283520216688902e-40,1.9753826552137207e-26,4.040844638949496e-10,8.809659153380297e-13
1.0675307402767927e-08,0.04836553141748826,9.228133431250267e-06,0.938,0.0,0.0,0.03236935228620979,0.009960745895121246,0.04999360414587084,1.5213040049751323e-32,2.416276364247458e-44,0.0019921444229327448,1.0793181598183821e-51,9.456020588931477e-55,1.929582690041114e-06,1.1904785616237303e-28,8.294917527540917e-05,1.227094368874603e-15,2.5305921232292297e-08,7.533864441451432e-06,3.217103463848162e-07,2.2781853651164e-12,4.1248705442200896e-53,5.331670697731418e-40,2.0344886192256928e-26,4.0832607930197065e-10,8.900585067935176e-13
1.0717556287430904e-08,0.04836553141748826,9.257601051611812e-06,0.938,0.0,0.0,0.03236898329371605,0.009960591314513545,0.049993589841953574,1.5722739453016695e-32,2.44822176064881e-44,0.001992128363201194,1.1026162975229913e-51,9.580705492994102e-55,1.9295601275337252e-06,1.2034002772886163e-28,8.327272281015846e-05,1.2430657537324929e-15,2.5246081661017675e-08,7.54916081399409e-06,3.22473687378531e-07,2.296183504205397e-12,4.212342099761329e-53,5.380069046804341e-40,2.0951457543223588e-26,4.12594825237749e-10,8.992086451671906e-13
1.0759805172093882e-08,0.04836553141748826,9.287043968195261e-06,0.938,0.0,0.0,0.03236861442509969,0.009960436739828365,0.04999357554977224,1.6247606195374912e-32,2.4804568966136346e-44,0.001992112379062315,1.1263117816599494e-51,9.706515460931863e-55,1.9295375729427594e-06,1.2164172684834586e-28,8.35962464206195e-05,1.2591891609051177e-15,2.5186577481295297e-08,7.564382420129282e-06,3.232362020299494e-07,2.3142595098251612e-12,4.301278810024098e-53,5.428715731324225e-40,2.1573892267401548e-26,4.168907648963734e-10,9.084164675688971e-13
