Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18)
1.7826373147704286e-05,0.04069755588184878,0.00018154880951573148,0.938,0.0,0.0,0.010525727080520733,0.0017560792291708182,0.04990989186143601,1.2754670198475183e-22,-4.389958403483982e-29,0.0019619617089843347,2.725092131725689e-41,-3.7822567285849704e-45,1.384643999209957e-06,3.452694780542324e-21,0.016576564827303176,6.250052146775292e-07,2.089200647637117e-10,3.5611695312040286e-05,1.3761673156342676e-06,4.2542317330274946e-07,5.032835134522775e-42,1.2629445339221508e-35
1.7846987231476196e-05,0.04069755588184878,0.00018136614762941463,0.938,0.0,0.0,0.010522374368822585,0.001754259157570723,0.049909994732180316,1.2961236481004333e-22,-4.389957866473352e-29,0.001961963607855751,1.457987203955795e-41,-3.7065920447621276e-45,1.38420580338056e-06,3.482760938562615e-21,0.016580102537881614,6.300958919463921e-07,2.089933418690944e-10,3.5601187382012806e-05,1.3762728262035782e-06,4.2883604407597977e-07,-2.319894164739703e-42,-8.985948273755653e-37
1.7867601315248107e-05,0.04069755588184878,0.000181183854409721,0.938,0.0,0.0,0.010519027194964045,0.0017524421290865848,0.04991009750781982,1.3171181672704585e-22,-4.389957329360302e-29,0.0019619654221062852,-4.763942847166544e-41,-3.632464411998655e-45,1.3837683316064222e-06,3.5130898510706435e-21,0.01658363425660874,6.352287386850318e-07,2.0906674971103162e-10,3.5590696070024844e-05,1.3763766066679102e-06,4.3227647832683924e-07,-3.7386537512780915e-42,-2.204233022749924e-36
1.7888215399020017e-05,0.04069755588184878,0.0001810019290642493,0.938,0.0,0.0,0.01051568554473055,0.001750628135894215,0.049910200189493006,1.338456151722024e-22,-4.389956792144767e-29,0.0019619671512388836,3.619246809369807e-41,-3.5598421082305e-45,1.3833315820560521e-06,3.5436838125235425e-21,0.01658715999799632,6.404041066616758e-07,2.0914028965252584e-10,3.558022131412845e-05,1.376478645924512e-06,4.357446943916126e-07,1.0220952845698429e-41,1.705237673535574e-35
1.7908829482791927e-05,0.04069755588184878,0.00018082037079584766,0.938,0.0,0.0,0.010512349403971648,0.001748817170197295,0.04991030277834663,1.360143268332588e-22,-4.3899562548265954e-29,0.0019619687947517992,4.902757475373644e-41,-3.4886940765082566e-45,1.38289555290668e-06,3.574545137152593e-21,0.016590679776492014,6.456223505488592e-07,2.0921396307596143e-10,3.556976305260161e-05,1.3765789328149824e-06,4.392409122257277e-07,-7.371587901683039e-44,2.660716620571737e-36
1.7929443566563837e-05,0.04069755588184878,0.00018063917880262274,0.938,0.0,0.0,0.010509018758600741,0.0017470092242272454,0.04991040527553583,1.3821852780318078e-22,-4.389955717406607e-29,0.0019619703521385587,-9.541028867263362e-41,-3.418989914642412e-45,1.3824602423441468e-06,3.6056761591286005e-21,0.016594193606479655,6.508838279464795e-07,2.0928777138278356e-10,3.555932122394674e-05,1.3766774561247856e-06,4.4276535341366714e-07,-1.3970789593183807e-41,-1.0904394215964012e-35
1.7950057650335748e-05,0.04069755588184878,0.00018045835227794898,0.938,0.0,0.0,0.010505693594594823,0.0017452042902430952,0.04991050768222416,1.4045880373662557e-22,-4.3899551798848284e-29,0.0019619718228879347,2.890531611571657e-41,-3.3506998548741e-45,1.3820256485626253e-06,3.637079232723116e-21,0.016597701502279464,6.561888994050122e-07,2.0936171599588216e-10,3.554889576688922e-05,1.3767742045825837e-06,4.463182411789012e-07,1.6078684939213748e-41,2.0062265638204833e-35
1.7970671734107658e-05,0.04069755588184878,0.00018027789041047746,0.938,0.0,0.0,0.010502373897994195,0.0017434023605313513,0.04991060999958358,1.427357500090111e-22,-4.3899546422606737e-29,0.001961973206483912,1.3236093427928452e-40,-3.283794750943032e-45,1.3815917697649194e-06,3.668756732478123e-21,0.016601203478148252,6.615379284488943e-07,2.094357983582563e-10,3.5538486620376004e-05,1.3768691668595051e-06,4.498998003938413e-07,1.0986294057694511e-41,1.2490291430644133e-35
1.7991285817879568e-05,0.04069755588184878,0.000180097792384144,0.938,0.0,0.0,0.010499059654902243,0.0017416034274058663,0.0499107122287945,1.450499718782252e-22,-4.389954104535228e-29,0.0019619745024056575,-1.6373097162798606e-40,-3.2182460731548606e-45,1.3811586041624467e-06,3.700711053375935e-21,0.01660469954827967,6.66931281600073e-07,2.0951001993108703e-10,3.552809372357402e-05,1.3769623315687633e-06,4.5351025758981384e-07,-3.309869766720403e-41,-2.3045557687914966e-35
1.8011899901651478e-05,0.04069755588184878,0.00017991805737817778,0.938,0.0,0.0,0.010495750851485148,0.0017398074832077138,0.04991081437104592,1.474020846490187e-22,-4.3899535667088805e-29,0.0019619757101274875,-3.629760897117288e-41,-3.15402588671684e-45,1.380726149974748e-06,3.732944611003829e-21,0.016608189726804383,6.723693284017205e-07,2.095843821979128e-10,3.551771701586864e-05,1.377053687265033e-06,4.571498409670551e-07,1.6298430680341936e-41,1.724532750323202e-35
1.8030452577046198e-05,0.04069755588184878,0.00017975660557306895,0.938,0.0,0.0,0.010492777567948544,0.0017381936826539753,0.049910906225711385,1.4955189964075155e-22,-4.3899530825776327e-29,0.001961976721227796,6.561947847346644e-41,-3.097340956524377e-45,1.380337548000786e-06,3.7621955734980476e-21,0.01661132586178133,6.773020914752458e-07,2.096514297750523e-10,3.5508391770688556e-05,1.3771343511781062e-06,4.604505588518263e-07,8.90481399927401e-42,1.4389057504729964e-35
1.8049005252440917e-05,0.04069755588184878,0.0001795954465408723,0.938,0.0,0.0,0.010489808669396977,0.0017365822914043115,0.04991099801178845,1.5173337598833731e-22,-4.3899525983645866e-29,0.0019619776600662935,-3.841990433949082e-40,-3.041690399569503e-45,1.3799495195516508e-06,3.7916764815470584e-21,0.016614457246164876,6.822716319043683e-07,2.0971859364233724e-10,3.549907954587192e-05,1.3772135320441148e-06,4.6377522387512154e-07,-9.178075811604764e-41,-5.744854647649489e-35
1.8067557927835637e-05,0.04069755588184878,0.0001794345796734992,0.938,0.0,0.0,0.010486844145875088,0.0017349733039314077,0.04991108973016173,1.5394698379501383e-22,-4.389952114071624e-29,0.0019619785262495544,-4.3312634108550985e-41,-2.9870550484974446e-45,1.3795620633467454e-06,3.821389139610868e-21,0.01661758389012632,6.872782254586292e-07,2.0978587492306128e-10,3.548978029767897e-05,1.377291221395157e-06,4.67124005902232e-07,-4.6264952707187664e-43,-3.966388206425187e-36
1.8084255335690886e-05,0.04069755588184878,0.0001792900487887296,0.938,0.0,0.0,0.010484179807160363,0.001733527265880735,0.049911172219546676,1.5596709741238838e-22,-4.3899516781374527e-29,0.0019619792433664654,1.8782378496491422e-40,-2.9387356693014887e-45,1.3792138409773033e-06,3.848330180759964e-21,0.01662039382500444,6.918160696485437e-07,2.0984652940555175e-10,3.548142203328027e-05,1.3773598595348777e-06,4.701586710609912e-07,3.3176730977316874e-41,2.955710950187659e-35
1.8100952743546135e-05,0.04069755588184878,0.00017914575361481367,0.938,0.0,0.0,0.010481518996988322,0.0017320831664215713,0.049911254655465614,1.5801397663924755e-22,-4.3899512421358163e-29,0.001961979901019898,-1.5297640930414212e-40,-2.891209884817118e-45,1.378866080167289e-06,3.87546174750888e-21,0.01662319993570389,6.963843558199025e-07,2.0990728075382588e-10,3.5473074212940844e-05,1.3774272764263515e-06,4.7321313490431554e-07,-3.736960319283685e-41,-1.4191882005618728e-35
1.8117650151401384e-05,0.04069755588184878,0.00017900169370208794,0.938,0.0,0.0,0.010478861708185546,0.0017306410015608083,0.0499113370385753,1.600879789630203e-22,-4.38995080606886e-29,0.0019619804989162324,-4.467252596210041e-42,-2.8444644622963786e-45,1.378518779994449e-06,3.90278518449077e-21,0.016626002229555046,7.009832892796484e-07,2.0996812981529165e-10,3.546473680506317e-05,1.377493465812617e-06,4.76287523602289e-07,1.0367659753331103e-41,1.803568098009231e-36
1.8132677818471105e-05,0.04069755588184878,0.00017887224055568952,0.938,0.0,0.0,0.01047647315312618,0.0017293447039766153,0.049911411138767986,1.6197807063245873e-22,-4.389950413552768e-29,0.00196198098568618,2.1016380426662164e-40,-2.803050029138672e-45,1.3782066029243986e-06,3.92754144569435e-21,0.016628521036652983,7.051487036124014e-07,2.1002297822442862e-10,3.5457242014585336e-05,1.3775519815502762e-06,4.790716140616736e-07,3.8155002830709977e-41,2.959879986507479e-35
